"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_ftth_1000"
staat;99.12;98.81;97.22;93.55;90.15;87.50;73.31;61.54;46.80;28.64;97.96;97.51;93.67;86.58;83.35;79.52;61.93;40.49;44.37;44.37;44.37;44.37;44.37;44.37;44.37;44.07;41.57;22.23;8.73
