"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_200_1";"verf_200_2";"verf_200_6";"verf_300_1";"verf_300_2";"verf_300_6";"verf_300_16";"verf_300_30";"verf_300_50";"verf_300_100";"verf_300_200";"verf_300_400";"verf_300_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_ftth_1000";"verf_2g";"verf_umts_1";"verf_lte_2";"verf_lte_6";"staat"
98.98;98.70;97.42;95.06;93.43;91.80;83.77;75.28;66.15;43.22;98.34;98.26;95.90;99.95;99.93;99.80;95.41;93.55;91.87;83.77;75.28;66.15;43.22;98.47;98.04;95.92;91.71;87.43;84.05;69.55;45.03;66.82;66.82;66.82;66.80;66.74;66.68;65.88;65.56;62.86;37.83;11.82;99.97;91.83;97.93;95.90;Deutschland
