"staat";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_8";"verf_100_10";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_8";"verf_dsl_10";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_8";"verf_catv_10";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000"
deutschland;99.67;99.53;99.35;98.84;98.82;98.64;96.34;95.57;90.45;81.87;69.44;59.67;99.37;99.08;98.44;97.51;97.41;96.57;92.40;90.99;83.33;65.82;64.85;64.85;64.85;64.85;64.85;64.85;64.84;64.83;64.80;64.51;63.30;52.50;17.59;16.20;16.13;15.94
