"AGS","leitungsg. Technologien ≥ 1 Mbit/s","leitungsg. Technologien ≥ 2 Mbit/s","leitungsg. Technologien ≥ 6 Mbit/s","leitungsg. Technologien ≥ 16 Mbit/s","leitungsg. Technologien ≥ 30 Mbit/s","leitungsg. Technologien ≥ 50 Mbit/s","leitungsg. Technologien ≥ 100 Mbit/s","leitungsg. Technologien ≥ 200 Mbit/s","leitungsg. Technologien ≥ 400 Mbit/s","leitungsg. Technologien ≥ 1000 Mbit/s","DSL ≥ 1 Mbit/s","DSL ≥ 2 Mbit/s","DSL ≥ 6 Mbit/s","DSL ≥ 16 Mbit/s","DSL ≥ 30 Mbit/s","DSL ≥ 50 Mbit/s","DSL ≥ 100 Mbit/s","DSL ≥ 200 Mbit/s","CATV ≥ 1 Mbit/s","CATV ≥ 2 Mbit/s","CATV ≥ 6 Mbit/s","CATV ≥ 16 Mbit/s","CATV ≥ 30 Mbit/s","CATV ≥ 50 Mbit/s","CATV ≥ 100 Mbit/s","CATV ≥ 200 Mbit/s","CATV ≥ 400 Mbit/s","CATV ≥ 1000 Mbit/s","FTTH/B ≥ 100 Mbit/s","FTTH/B ≥ 200 Mbit/s","FTTH/B ≥ 400 Mbit/s","FTTH/B ≥ 1000 Mbit/s"
"01051052",100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051089",100.00,99.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,99.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01053018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01053040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01053080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01054071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01054130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01056038",100.00,100.00,38.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,38.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01057018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01057089",99.99,99.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.99,99.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01058055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01058120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01058158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01059056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01059082",79.18,55.27,0.86,0.86,0.86,0.86,0.00,0.00,0.00,0.00,79.18,55.27,0.86,0.86,0.86,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01061014",75.00,75.00,75.00,75.00,75.00,75.00,0.00,0.00,0.00,0.00,75.00,75.00,75.00,75.00,75.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01061048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03151501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03154503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03154506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03354501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07134035",100.00,100.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"06431200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07132029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07132112",98.00,98.00,48.00,48.00,48.00,48.00,5.77,0.00,0.00,0.00,98.00,98.00,48.00,48.00,48.00,48.00,5.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"07133082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07134021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07134070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07135022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07135062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07140165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07141096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07231112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07232022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07232038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07232089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07232130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07232217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07232255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07232327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07340228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08415971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09173451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09175452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09187451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09189452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09375451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09471452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09472453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09472456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09476453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09478451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09479453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09572452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09572453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09576451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09671451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09671456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09671457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09673452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09673453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09676452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09678451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09775455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09779452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09779453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13071015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13071053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13071072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13071105",100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"13076098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16070037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16073055",29.30,0.70,0.70,0.70,0.70,0.70,0.00,0.00,0.00,0.00,29.30,0.70,0.70,0.70,0.70,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"16075035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16075039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001000",99.99,99.99,99.36,98.73,98.46,98.15,94.94,92.84,87.03,87.03,99.90,99.90,99.17,96.17,91.94,89.32,76.91,58.87,89.68,89.68,89.68,89.68,89.68,89.51,89.51,87.08,87.03,87.03,1.71,1.71,1.71,1.71
"01002000",99.95,99.95,99.79,97.91,95.56,93.89,89.84,88.08,51.53,15.10,99.91,99.90,99.64,94.83,86.36,73.76,63.93,45.83,85.67,85.67,85.67,85.67,85.67,85.66,85.66,85.63,45.30,4.04,12.22,12.22,12.22,12.22
"01003000",99.94,99.75,99.40,98.07,96.63,95.45,92.52,89.99,88.08,81.55,99.81,99.53,98.80,96.17,90.80,79.09,66.84,41.89,87.92,87.92,87.92,87.92,87.92,87.92,87.92,87.92,87.92,81.37,0.71,0.71,0.71,0.71
"01004000",99.81,99.77,97.75,90.42,89.38,88.28,83.27,81.22,80.26,80.26,99.78,99.75,96.78,79.90,70.67,58.48,44.17,23.40,81.20,81.20,81.20,81.20,81.20,81.15,81.15,81.15,80.26,80.26,0.18,0.18,0.18,0.18
"01051001",99.74,99.74,99.74,97.06,95.83,92.88,67.20,34.15,0.00,0.00,99.74,99.74,99.74,97.06,95.83,92.88,67.20,34.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051002",87.67,87.67,32.83,16.00,16.00,16.00,0.00,0.00,0.00,0.00,87.67,87.67,32.83,16.00,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051003",100.00,100.00,15.19,1.76,0.90,0.90,0.00,0.00,0.00,0.00,100.00,100.00,15.19,1.76,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051004",100.00,100.00,100.00,91.68,82.99,70.98,27.35,0.00,0.00,0.00,100.00,100.00,100.00,91.68,82.99,70.98,27.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051005",99.99,99.99,66.66,20.51,0.00,0.00,0.00,0.00,0.00,0.00,99.99,99.99,66.66,20.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051006",100.00,100.00,93.10,87.17,64.10,57.26,39.91,14.32,0.00,0.00,100.00,100.00,93.10,87.17,64.10,57.26,39.91,14.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051010",100.00,100.00,47.40,19.20,19.20,19.20,14.20,14.20,14.20,0.00,100.00,100.00,47.40,15.62,9.00,9.00,0.00,0.00,14.20,14.20,14.20,14.20,14.20,14.20,14.20,14.20,14.20,0.00,0.00,0.00,0.00,0.00
"01051011",99.86,99.43,96.93,94.95,94.52,94.17,90.54,90.54,88.59,0.00,99.82,99.39,96.90,93.36,91.53,90.74,80.88,63.98,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,0.00,0.00,0.00,0.00,0.00
"01051012",97.84,94.61,72.25,70.27,69.94,69.94,62.17,45.87,0.00,0.00,97.84,94.61,72.25,70.27,69.94,69.94,62.17,45.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051013",100.00,100.00,100.00,96.34,95.68,95.44,92.33,88.88,86.63,37.02,99.99,99.99,99.98,94.59,93.82,91.97,67.17,36.49,86.63,86.63,86.63,86.63,86.63,86.63,86.63,86.63,86.63,36.93,1.94,1.94,1.94,1.94
"01051014",100.00,100.00,100.00,100.00,100.00,100.00,85.21,50.78,49.33,21.05,100.00,100.00,99.95,99.95,99.95,99.95,85.09,38.35,49.33,49.33,49.33,49.33,49.33,49.33,49.33,49.33,49.33,21.05,0.00,0.00,0.00,0.00
"01051015",99.77,99.77,94.51,88.23,86.12,70.35,49.50,35.23,0.00,0.00,99.77,99.77,94.51,88.23,86.12,70.35,49.50,35.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051016",99.97,99.97,99.92,88.34,87.59,86.74,84.05,81.08,81.08,0.26,99.96,99.96,99.90,80.14,78.64,76.68,65.77,35.42,81.08,81.08,81.08,81.08,81.08,81.08,81.08,81.08,81.08,0.26,0.00,0.00,0.00,0.00
"01051017",100.00,97.10,1.54,1.54,1.54,1.54,0.00,0.00,0.00,0.00,100.00,97.10,1.54,1.54,1.54,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051019",90.73,87.45,7.34,3.34,3.34,3.34,0.00,0.00,0.00,0.00,90.73,87.45,7.34,3.34,3.34,3.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051020",99.46,99.46,99.23,99.23,99.23,99.23,68.81,55.82,0.00,0.00,99.46,99.46,99.23,99.23,99.23,99.23,68.81,55.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051021",100.00,100.00,92.85,80.29,70.05,60.40,44.05,41.04,41.04,21.43,100.00,100.00,92.85,80.29,70.05,59.32,39.84,26.79,41.04,41.04,41.04,41.04,41.04,41.04,41.04,41.04,41.04,21.43,0.00,0.00,0.00,0.00
"01051022",100.00,100.00,98.74,98.31,85.58,75.34,36.66,23.89,0.00,0.00,100.00,100.00,98.74,98.31,85.58,75.34,36.66,23.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051023",100.00,100.00,99.99,92.36,82.10,74.04,38.81,22.53,0.00,0.00,100.00,100.00,99.99,92.36,82.10,74.04,38.81,22.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051024",100.00,100.00,97.56,90.90,86.59,82.15,66.51,54.26,0.00,0.00,100.00,100.00,97.56,90.90,86.59,82.15,66.51,54.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051026",100.00,99.81,99.11,91.70,91.70,91.70,61.42,42.79,0.00,0.00,100.00,99.81,99.11,91.70,91.70,91.70,61.42,42.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051027",99.93,99.93,98.79,62.00,50.52,50.52,27.24,0.00,0.00,0.00,99.93,99.93,98.79,62.00,50.52,50.52,27.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051028",100.00,100.00,90.47,77.78,48.41,42.14,13.73,0.00,0.00,0.00,100.00,100.00,90.47,77.78,48.41,42.14,13.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051030",100.00,100.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051032",100.00,100.00,100.00,100.00,100.00,97.21,59.10,6.91,0.00,0.00,100.00,100.00,100.00,100.00,100.00,97.21,59.10,6.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051033",100.00,100.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051034",96.82,94.91,71.96,61.60,56.01,50.03,29.08,13.99,0.00,0.00,96.82,94.91,71.96,61.60,56.01,50.03,29.08,13.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051035",96.67,23.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.67,23.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051036",98.97,98.40,1.33,1.33,1.33,1.33,0.00,0.00,0.00,0.00,98.97,98.40,1.33,1.33,1.33,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051037",78.62,48.11,16.06,16.06,8.37,3.56,0.00,0.00,0.00,0.00,78.62,48.11,16.06,16.06,8.37,3.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051038",100.00,100.00,18.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,18.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051039",100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"07235100",100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051043",100.00,100.00,71.90,32.50,23.07,23.07,3.85,2.50,2.50,0.00,100.00,100.00,71.90,30.77,23.07,23.07,3.85,0.00,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,0.00,0.00,0.00,0.00,0.00
"01051044",100.00,100.00,99.81,98.29,97.01,96.17,91.97,88.52,87.53,45.85,99.98,99.98,99.77,96.22,94.68,93.10,73.40,41.67,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,45.85,0.30,0.30,0.30,0.30
"01051045",86.66,86.66,86.66,80.00,53.67,53.67,33.33,33.33,0.00,0.00,86.66,86.66,86.66,80.00,53.67,53.67,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051046",100.00,100.00,98.96,75.42,70.82,58.42,43.32,0.00,0.00,0.00,100.00,100.00,98.96,75.42,70.82,58.42,43.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051047",84.88,53.00,5.40,5.40,5.40,5.40,0.00,0.00,0.00,0.00,84.88,53.00,5.40,5.40,5.40,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051048",99.86,99.86,95.45,94.56,93.31,89.10,56.06,5.31,0.00,0.00,99.86,99.86,95.45,94.56,93.31,89.10,56.06,5.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051049",99.96,99.96,98.78,90.75,88.54,87.07,72.08,49.64,0.00,0.00,99.96,99.96,98.78,90.75,88.54,87.07,72.08,49.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051050",100.00,100.00,100.00,85.22,8.33,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,85.22,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051051",100.00,100.00,23.39,21.78,21.78,20.84,10.81,9.49,0.00,0.00,100.00,100.00,23.39,21.78,21.78,20.84,10.81,9.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051053",100.00,89.23,1.36,1.36,1.36,1.36,0.00,0.00,0.00,0.00,100.00,89.23,1.36,1.36,1.36,1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051054",100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051057",100.00,100.00,46.15,11.54,11.54,11.54,8.33,0.00,0.00,0.00,100.00,100.00,46.15,11.54,11.54,11.54,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051058",100.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051060",100.00,100.00,88.00,9.22,4.14,4.14,0.00,0.00,0.00,0.00,100.00,100.00,88.00,9.22,4.14,4.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051061",100.00,100.00,86.38,84.56,77.69,59.50,15.38,15.38,0.00,0.00,100.00,100.00,86.38,84.56,77.69,59.50,15.38,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051062",98.55,89.43,53.89,28.35,6.81,1.26,0.00,0.00,0.00,0.00,98.55,89.43,53.89,28.35,6.81,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051063",100.00,100.00,0.38,0.38,0.38,0.38,0.00,0.00,0.00,0.00,100.00,100.00,0.38,0.38,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051064",100.00,100.00,99.14,99.14,99.14,95.57,88.64,68.29,0.00,0.00,100.00,100.00,99.14,99.14,99.14,95.57,88.64,68.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051065",100.00,100.00,100.00,96.45,92.78,90.84,68.21,53.59,36.16,17.14,100.00,100.00,100.00,96.44,92.78,88.16,58.98,29.37,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,17.14,0.00,0.00,0.00,0.00
