"staat";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_8";"verf_100_10";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_8";"verf_dsl_10";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_8";"verf_catv_10";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000"
deutschland;99.22;98.99;97.77;97.47;97.16;95.04;92.53;90.31;78.57;67.85;53.29;41.81;98.31;97.97;94.85;94.39;93.61;88.95;85.92;82.43;65.91;45.59;45.21;45.21;45.21;45.21;45.21;45.21;45.20;45.20;45.18;44.89;42.63;29.83;18.46;18.06;17.80;17.60
