"staat";"verf_300_1";"verf_300_2";"verf_300_6";"verf_300_8";"verf_300_10";"verf_300_16";"verf_300_30";"verf_300_50";"verf_300_100";"verf_300_200";"verf_300_400";"verf_300_1000";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_8";"verf_100_10";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_200_1";"verf_200_2";"verf_200_6";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_8";"verf_dsl_10";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_8";"verf_catv_10";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000";"verf_umts_1";"verf_lte_2";"verf_lte_6"
Deutschland;99.99;99.99;99.99;98.41;98.29;98.16;95.47;94.45;88.49;78.46;69.56;59.18;99.59;99.40;99.10;98.30;98.17;97.99;95.38;94.41;88.49;78.46;69.56;59.18;99.92;99.92;99.89;99.25;98.89;98.00;96.31;95.90;95.38;90.50;88.57;77.54;51.97;67.52;67.52;67.52;67.50;67.50;67.50;67.44;67.39;66.71;66.43;65.29;53.50;14.84;14.75;14.72;14.50;88.86;99.92;99.89
