"ags";"firmen_in_gwg_gesamt";"firmen_angeschlossen_absolut";"firmen_angeschlossen_prozent";"firmen_anschliessbar_absolut";"firmen_anschliessbar_prozent";"firmen_unangeschlossen_absolut";"firmen_unangeschlossen_prozent"
"07333079";0;0;0.0;0;0.0;0;0.0
"07333080";3;0;0.0;0;0.0;3;100.0
"07333081";0;0;0.0;0;0.0;0;0.0
"07333083";0;0;0.0;0;0.0;0;0.0
"07333084";0;0;0.0;0;0.0;0;0.0
"07333201";0;0;0.0;0;0.0;0;0.0
"07333202";0;0;0.0;0;0.0;0;0.0
"07333203";0;0;0.0;0;0.0;0;0.0
"07333501";0;0;0.0;0;0.0;0;0.0
"07333502";42;0;0.0;0;0.0;42;100.0
"07333503";31;0;0.0;0;0.0;31;100.0
"07334001";141;40;28.4;95;67.4;6;4.3
"07334002";15;0;0.0;0;0.0;15;100.0
"07334004";1;0;0.0;0;0.0;1;100.0
"07334005";0;0;0.0;0;0.0;0;0.0
"07334006";2;0;0.0;0;0.0;2;100.0
"07334007";248;220;88.7;4;1.6;24;9.7
"07334008";64;0;0.0;0;0.0;64;100.0
"07334009";38;0;0.0;0;0.0;38;100.0
"07334011";1;0;0.0;0;0.0;1;100.0
"07334012";29;0;0.0;0;0.0;29;100.0
"07334013";90;0;0.0;0;0.0;90;100.0
"07334014";0;0;0.0;0;0.0;0;0.0
"07334015";6;6;100.0;0;0.0;0;0.0
"07334016";0;0;0.0;0;0.0;0;0.0
"07334017";21;6;28.6;0;0.0;15;71.4
"07334018";5;0;0.0;0;0.0;5;100.0
"07334020";0;0;0.0;0;0.0;0;0.0
"07334021";4;0;0.0;0;0.0;4;100.0
"07334022";1;0;0.0;0;0.0;1;100.0
"07334023";3;0;0.0;0;0.0;3;100.0
"07334024";14;0;0.0;0;0.0;14;100.0
"07334025";125;114;91.2;0;0.0;11;8.8
"07334027";0;0;0.0;0;0.0;0;0.0
"07334028";31;0;0.0;0;0.0;31;100.0
"07334030";0;0;0.0;0;0.0;0;0.0
"07334031";1;0;0.0;0;0.0;1;100.0
"07334032";3;0;0.0;0;0.0;3;100.0
"07334033";1;0;0.0;0;0.0;1;100.0
"07334034";2;0;0.0;0;0.0;2;100.0
"07334036";5;0;0.0;0;0.0;5;100.0
"07334501";94;6;6.4;19;20.2;69;73.4
"07335002";4;0;0.0;0;0.0;4;100.0
"07335003";39;0;0.0;0;0.0;39;100.0
"07335004";47;0;0.0;0;0.0;47;100.0
"07335005";0;0;0.0;0;0.0;0;0.0
"07335006";0;0;0.0;0;0.0;0;0.0
"07335007";0;0;0.0;0;0.0;0;0.0
"07335009";2;0;0.0;0;0.0;2;100.0
"07335010";1;0;0.0;0;0.0;1;100.0
"07335011";0;0;0.0;0;0.0;0;0.0
"07335012";2;0;0.0;0;0.0;2;100.0
"07335013";0;0;0.0;0;0.0;0;0.0
"07335014";0;0;0.0;0;0.0;0;0.0
"07335015";11;0;0.0;0;0.0;11;100.0
"07335016";0;0;0.0;0;0.0;0;0.0
"07335017";2;0;0.0;0;0.0;2;100.0
"07335018";32;0;0.0;0;0.0;32;100.0
"07335019";0;0;0.0;0;0.0;0;0.0
"07335020";1;0;0.0;0;0.0;1;100.0
"07335021";0;0;0.0;0;0.0;0;0.0
"07335022";82;0;0.0;0;0.0;82;100.0
"07335023";2;0;0.0;0;0.0;2;100.0
"07335024";1;0;0.0;0;0.0;1;100.0
"07335025";0;0;0.0;0;0.0;0;0.0
"07335026";21;0;0.0;0;0.0;21;100.0
"07335027";0;0;0.0;0;0.0;0;0.0
"07335028";0;0;0.0;0;0.0;0;0.0
"07335029";2;0;0.0;0;0.0;2;100.0
"07335030";0;0;0.0;0;0.0;0;0.0
"07335031";0;0;0.0;0;0.0;0;0.0
"07335033";0;0;0.0;0;0.0;0;0.0
"07335034";13;0;0.0;2;15.4;11;84.6
"07335035";21;0;0.0;8;38.1;13;61.9
"07335037";0;0;0.0;0;0.0;0;0.0
"07335038";106;0;0.0;0;0.0;106;100.0
"07335040";28;0;0.0;0;0.0;28;100.0
"07335041";0;0;0.0;0;0.0;0;0.0
"07335042";0;0;0.0;0;0.0;0;0.0
"07335043";0;0;0.0;0;0.0;0;0.0
"07335044";4;0;0.0;0;0.0;4;100.0
"07335045";0;0;0.0;0;0.0;0;0.0
"07335046";0;0;0.0;0;0.0;0;0.0
"07335047";2;0;0.0;0;0.0;2;100.0
"07335048";0;0;0.0;0;0.0;0;0.0
"07335049";62;0;0.0;0;0.0;62;100.0
"07335201";1;0;0.0;0;0.0;1;100.0
"07335202";0;0;0.0;0;0.0;0;0.0
"07335203";0;0;0.0;0;0.0;0;0.0
"07335204";0;0;0.0;0;0.0;0;0.0
"07335205";32;0;0.0;0;0.0;32;100.0
"07335501";0;0;0.0;0;0.0;0;0.0
"07336001";0;0;0.0;0;0.0;0;0.0
"07336002";0;0;0.0;0;0.0;0;0.0
"07336003";26;0;0.0;16;61.5;10;38.5
"07336004";0;0;0.0;0;0.0;0;0.0
"07336005";0;0;0.0;0;0.0;0;0.0
"07336006";0;0;0.0;0;0.0;0;0.0
"07336008";0;0;0.0;0;0.0;0;0.0
"07336009";0;0;0.0;0;0.0;0;0.0
"07336010";1;0;0.0;0;0.0;1;100.0
"07336011";1;0;0.0;0;0.0;1;100.0
"07336012";0;0;0.0;0;0.0;0;0.0
"07336013";0;0;0.0;0;0.0;0;0.0
"07336014";0;0;0.0;0;0.0;0;0.0
"07336015";0;0;0.0;0;0.0;0;0.0
"07336016";0;0;0.0;0;0.0;0;0.0
"07336017";0;0;0.0;0;0.0;0;0.0
"07336018";0;0;0.0;0;0.0;0;0.0
"07336019";0;0;0.0;0;0.0;0;0.0
"07336021";0;0;0.0;0;0.0;0;0.0
"07336022";0;0;0.0;0;0.0;0;0.0
"07336023";0;0;0.0;0;0.0;0;0.0
"07336024";0;0;0.0;0;0.0;0;0.0
"07336025";0;0;0.0;0;0.0;0;0.0
"07336027";0;0;0.0;0;0.0;0;0.0
"07336029";0;0;0.0;0;0.0;0;0.0
"07336030";0;0;0.0;0;0.0;0;0.0
"07336031";0;0;0.0;0;0.0;0;0.0
"07336032";0;0;0.0;0;0.0;0;0.0
"07336033";0;0;0.0;0;0.0;0;0.0
"07336034";0;0;0.0;0;0.0;0;0.0
"07336035";0;0;0.0;0;0.0;0;0.0
"07336036";0;0;0.0;0;0.0;0;0.0
"07336037";0;0;0.0;0;0.0;0;0.0
"07336038";0;0;0.0;0;0.0;0;0.0
"07336039";0;0;0.0;0;0.0;0;0.0
"07336040";0;0;0.0;0;0.0;0;0.0
"07336041";0;0;0.0;0;0.0;0;0.0
"07336042";0;0;0.0;0;0.0;0;0.0
"07336043";0;0;0.0;0;0.0;0;0.0
"07336044";1;0;0.0;0;0.0;1;100.0
"07336045";0;0;0.0;0;0.0;0;0.0
"07336046";0;0;0.0;0;0.0;0;0.0
"07336047";0;0;0.0;0;0.0;0;0.0
"07336048";1;0;0.0;0;0.0;1;100.0
"07336049";0;0;0.0;0;0.0;0;0.0
"07336050";0;0;0.0;0;0.0;0;0.0
"07336051";0;0;0.0;0;0.0;0;0.0
"07336052";27;0;0.0;0;0.0;27;100.0
"07336053";2;0;0.0;0;0.0;2;100.0
"07336054";0;0;0.0;0;0.0;0;0.0
"07336055";54;0;0.0;0;0.0;54;100.0
"07336056";0;0;0.0;0;0.0;0;0.0
"07336057";0;0;0.0;0;0.0;0;0.0
"07336058";12;0;0.0;0;0.0;12;100.0
"07336060";0;0;0.0;0;0.0;0;0.0
"07336061";2;0;0.0;0;0.0;2;100.0
"07336062";0;0;0.0;0;0.0;0;0.0
"07336064";0;0;0.0;0;0.0;0;0.0
"07336065";0;0;0.0;0;0.0;0;0.0
"07336066";0;0;0.0;0;0.0;0;0.0
"07336067";0;0;0.0;0;0.0;0;0.0
"07336068";0;0;0.0;0;0.0;0;0.0
"07336069";0;0;0.0;0;0.0;0;0.0
"07336070";0;0;0.0;0;0.0;0;0.0
"07336071";0;0;0.0;0;0.0;0;0.0
"07336072";0;0;0.0;0;0.0;0;0.0
"07336073";0;0;0.0;0;0.0;0;0.0
"07336074";1;0;0.0;0;0.0;1;100.0
"07336075";3;0;0.0;0;0.0;3;100.0
"07336076";0;0;0.0;0;0.0;0;0.0
"07336077";3;0;0.0;0;0.0;3;100.0
"07336079";8;0;0.0;0;0.0;8;100.0
"07336081";0;0;0.0;0;0.0;0;0.0
"07336082";2;0;0.0;0;0.0;2;100.0
"07336084";0;0;0.0;0;0.0;0;0.0
"07336085";0;0;0.0;0;0.0;0;0.0
"07336086";0;0;0.0;0;0.0;0;0.0
"07336087";1;0;0.0;0;0.0;1;100.0
"07336088";0;0;0.0;0;0.0;0;0.0
"07336089";0;0;0.0;0;0.0;0;0.0
"07336090";0;0;0.0;0;0.0;0;0.0
"07336091";0;0;0.0;0;0.0;0;0.0
"07336092";24;4;16.7;0;0.0;20;83.3
"07336094";0;0;0.0;0;0.0;0;0.0
"07336095";3;0;0.0;0;0.0;3;100.0
"07336096";0;0;0.0;0;0.0;0;0.0
"07336097";0;0;0.0;0;0.0;0;0.0
"07336098";0;0;0.0;0;0.0;0;0.0
"07336099";0;0;0.0;0;0.0;0;0.0
"07336100";0;0;0.0;0;0.0;0;0.0
"07336101";0;0;0.0;0;0.0;0;0.0
"07336102";53;0;0.0;0;0.0;53;100.0
"07336103";0;0;0.0;0;0.0;0;0.0
"07336104";0;0;0.0;0;0.0;0;0.0
"07336105";10;0;0.0;0;0.0;10;100.0
"07336106";0;0;0.0;0;0.0;0;0.0
"07336107";0;0;0.0;0;0.0;0;0.0
"07336501";1;0;0.0;0;0.0;1;100.0
"07337001";2;0;0.0;0;0.0;2;100.0
"07337002";3;0;0.0;0;0.0;3;100.0
"07337005";72;57;79.2;12;16.7;3;4.2
"07337006";0;0;0.0;0;0.0;0;0.0
"07337007";2;0;0.0;0;0.0;2;100.0
"07337008";0;0;0.0;0;0.0;0;0.0
"07337009";0;0;0.0;0;0.0;0;0.0
"07337011";0;0;0.0;0;0.0;0;0.0
"07337012";1;0;0.0;0;0.0;1;100.0
"07337013";0;0;0.0;0;0.0;0;0.0
"07337014";31;0;0.0;0;0.0;31;100.0
"07337015";5;0;0.0;0;0.0;5;100.0
"07337017";0;0;0.0;0;0.0;0;0.0
"07337018";0;0;0.0;0;0.0;0;0.0
"07337019";0;0;0.0;0;0.0;0;0.0
"07337020";45;45;100.0;0;0.0;0;0.0
"07337021";13;0;0.0;0;0.0;13;100.0
"07337022";2;0;0.0;0;0.0;2;100.0
"07337023";0;0;0.0;0;0.0;0;0.0
"07337024";0;0;0.0;0;0.0;0;0.0
"07337025";0;0;0.0;0;0.0;0;0.0
"07337026";0;0;0.0;0;0.0;0;0.0
"07337027";0;0;0.0;0;0.0;0;0.0
"07337028";0;0;0.0;0;0.0;0;0.0
"07337029";0;0;0.0;0;0.0;0;0.0
"07337031";0;0;0.0;0;0.0;0;0.0
"07337032";1;0;0.0;0;0.0;1;100.0
"07337033";5;0;0.0;0;0.0;5;100.0
"07337035";0;0;0.0;0;0.0;0;0.0
"07337036";1;0;0.0;0;0.0;1;100.0
"07337037";0;0;0.0;0;0.0;0;0.0
"07337038";151;1;0.7;1;0.7;149;98.7
"07337039";0;0;0.0;0;0.0;0;0.0
"07337040";0;0;0.0;0;0.0;0;0.0
"07337041";1;0;0.0;0;0.0;1;100.0
"07337042";6;0;0.0;0;0.0;6;100.0
"07337043";0;0;0.0;0;0.0;0;0.0
"07337044";1;0;0.0;0;0.0;1;100.0
"07337045";6;0;0.0;0;0.0;6;100.0
"07337046";0;0;0.0;0;0.0;0;0.0
"07337047";23;0;0.0;0;0.0;23;100.0
"07337048";0;0;0.0;0;0.0;0;0.0
"07337049";1;0;0.0;0;0.0;1;100.0
"07337050";0;0;0.0;0;0.0;0;0.0
"07337051";0;0;0.0;0;0.0;0;0.0
"07337052";4;0;0.0;0;0.0;4;100.0
"07337054";0;0;0.0;0;0.0;0;0.0
"07337055";0;0;0.0;0;0.0;0;0.0
"07337056";0;0;0.0;0;0.0;0;0.0
"07337058";0;0;0.0;0;0.0;0;0.0
"07337059";2;0;0.0;0;0.0;2;100.0
"07337060";0;0;0.0;0;0.0;0;0.0
"07337061";105;0;0.0;0;0.0;105;100.0
"07337062";6;0;0.0;0;0.0;6;100.0
"07337064";0;0;0.0;0;0.0;0;0.0
"07337065";0;0;0.0;0;0.0;0;0.0
"07337066";3;0;0.0;0;0.0;3;100.0
"07337067";0;0;0.0;0;0.0;0;0.0
"07337068";42;0;0.0;0;0.0;42;100.0
"07337069";0;0;0.0;0;0.0;0;0.0
"07337070";0;0;0.0;0;0.0;0;0.0
"07337071";5;0;0.0;0;0.0;5;100.0
"07337072";1;0;0.0;0;0.0;1;100.0
"07337073";3;0;0.0;0;0.0;3;100.0
"07337074";5;0;0.0;0;0.0;5;100.0
"07337076";6;0;0.0;0;0.0;6;100.0
"07337077";3;0;0.0;0;0.0;3;100.0
"07337078";0;0;0.0;0;0.0;0;0.0
"07337079";0;0;0.0;0;0.0;0;0.0
"07337080";7;0;0.0;0;0.0;7;100.0
"07337081";0;0;0.0;0;0.0;0;0.0
"07337082";0;0;0.0;0;0.0;0;0.0
"07337083";0;0;0.0;0;0.0;0;0.0
"07337084";0;0;0.0;0;0.0;0;0.0
"07337501";43;0;0.0;0;0.0;43;100.0
"07338001";34;0;0.0;0;0.0;34;100.0
"07338002";0;0;0.0;0;0.0;0;0.0
"07338003";0;0;0.0;0;0.0;0;0.0
"07338004";55;0;0.0;0;0.0;55;100.0
"07338005";32;0;0.0;6;18.8;26;81.3
"07338006";54;0;0.0;0;0.0;54;100.0
"07338007";23;0;0.0;0;0.0;23;100.0
"07338008";7;0;0.0;0;0.0;7;100.0
"07338009";0;0;0.0;0;0.0;0;0.0
"07338010";2;0;0.0;0;0.0;2;100.0
"07338011";25;0;0.0;0;0.0;25;100.0
"07338012";4;0;0.0;0;0.0;4;100.0
"07338013";0;0;0.0;0;0.0;0;0.0
"07338014";16;0;0.0;0;0.0;16;100.0
"07338015";0;0;0.0;0;0.0;0;0.0
"07338016";25;0;0.0;0;0.0;25;100.0
"07338017";35;0;0.0;0;0.0;35;100.0
"07338018";17;0;0.0;0;0.0;17;100.0
"07338019";100;0;0.0;0;0.0;100;100.0
"07338020";34;0;0.0;0;0.0;34;100.0
"07338021";15;0;0.0;0;0.0;15;100.0
"07338022";0;0;0.0;0;0.0;0;0.0
"07338023";33;20;60.6;3;9.1;10;30.3
"07338025";106;24;22.6;0;0.0;82;77.4
"07338026";21;0;0.0;0;0.0;21;100.0
"07339001";0;0;0.0;0;0.0;0;0.0
"07339002";2;0;0.0;0;0.0;2;100.0
"07339003";0;0;0.0;0;0.0;0;0.0
"07339004";0;0;0.0;0;0.0;0;0.0
"07339005";368;158;42.9;101;27.4;109;29.6
"07339006";585;584;99.8;0;0.0;1;0.2
"07339007";0;0;0.0;0;0.0;0;0.0
"07339008";0;0;0.0;0;0.0;0;0.0
"07339009";140;120;85.7;2;1.4;18;12.9
"07339010";0;0;0.0;0;0.0;0;0.0
"07339011";3;0;0.0;0;0.0;3;100.0
"07339012";0;0;0.0;0;0.0;0;0.0
"07339013";0;0;0.0;0;0.0;0;0.0
"07339015";0;0;0.0;0;0.0;0;0.0
"07339016";10;0;0.0;0;0.0;10;100.0
"07339017";1;0;0.0;0;0.0;1;100.0
"07339018";0;0;0.0;0;0.0;0;0.0
"07339019";308;308;100.0;0;0.0;0;0.0
"07339020";0;0;0.0;0;0.0;0;0.0
"07339021";27;0;0.0;0;0.0;27;100.0
"07339022";13;0;0.0;0;0.0;13;100.0
"07339024";16;0;0.0;0;0.0;16;100.0
"07339025";1;0;0.0;0;0.0;1;100.0
"07339026";2;0;0.0;2;100.0;0;0.0
"07339027";46;0;0.0;0;0.0;46;100.0
"07339028";2;0;0.0;0;0.0;2;100.0
"07339029";0;0;0.0;0;0.0;0;0.0
"07339030";264;126;47.7;53;20.1;85;32.2
"07339031";0;0;0.0;0;0.0;0;0.0
"07339032";78;0;0.0;0;0.0;78;100.0
"07339033";0;0;0.0;0;0.0;0;0.0
"07339034";1;0;0.0;0;0.0;1;100.0
"07339035";0;0;0.0;0;0.0;0;0.0
"07339036";0;0;0.0;0;0.0;0;0.0
"07339037";22;0;0.0;0;0.0;22;100.0
"07339038";0;0;0.0;0;0.0;0;0.0
"07339039";21;0;0.0;4;19.0;17;81.0
"07339040";0;0;0.0;0;0.0;0;0.0
"07339041";0;0;0.0;0;0.0;0;0.0
"07339042";394;356;90.4;0;0.0;38;9.6
"07339043";7;0;0.0;0;0.0;7;100.0
"07339044";0;0;0.0;0;0.0;0;0.0
"07339045";0;0;0.0;0;0.0;0;0.0
"07339046";0;0;0.0;0;0.0;0;0.0
"07339047";12;8;66.7;0;0.0;4;33.3
"07339048";0;0;0.0;0;0.0;0;0.0
"07339049";64;0;0.0;0;0.0;64;100.0
"07339050";0;0;0.0;0;0.0;0;0.0
"07339051";5;0;0.0;0;0.0;5;100.0
"07339053";0;0;0.0;0;0.0;0;0.0
"07339054";0;0;0.0;0;0.0;0;0.0
"07339056";36;0;0.0;0;0.0;36;100.0
"07339057";0;0;0.0;0;0.0;0;0.0
"07339058";0;0;0.0;0;0.0;0;0.0
"07339059";0;0;0.0;0;0.0;0;0.0
"07339060";16;16;100.0;0;0.0;0;0.0
"07339061";0;0;0.0;0;0.0;0;0.0
"07339062";1;0;0.0;0;0.0;1;100.0
"07339063";9;0;0.0;0;0.0;9;100.0
"07339064";0;0;0.0;0;0.0;0;0.0
"07339065";0;0;0.0;0;0.0;0;0.0
"07339066";0;0;0.0;0;0.0;0;0.0
"07339067";6;0;0.0;0;0.0;6;100.0
"07339068";13;0;0.0;0;0.0;13;100.0
"07339201";2;0;0.0;0;0.0;2;100.0
"07339202";0;0;0.0;0;0.0;0;0.0
"07340001";0;0;0.0;0;0.0;0;0.0
"07340002";1;0;0.0;0;0.0;1;100.0
"07340003";0;0;0.0;0;0.0;0;0.0
"07340004";1256;1240;98.7;0;0.0;16;1.3
"07340005";0;0;0.0;0;0.0;0;0.0
"07340006";0;0;0.0;0;0.0;0;0.0
"07340007";9;0;0.0;0;0.0;9;100.0
"07340008";0;0;0.0;0;0.0;0;0.0
"07340009";3;0;0.0;0;0.0;3;100.0
"07340010";0;0;0.0;0;0.0;0;0.0
"07340011";434;432;99.5;0;0.0;2;0.5
"07340012";7;0;0.0;0;0.0;7;100.0
"07340014";964;960;99.6;0;0.0;4;0.4
"07340015";7;0;0.0;0;0.0;7;100.0
"07340016";5;0;0.0;0;0.0;5;100.0
"07340017";0;0;0.0;0;0.0;0;0.0
"07340018";4;0;0.0;0;0.0;4;100.0
"07340019";0;0;0.0;0;0.0;0;0.0
"07340020";53;36;67.9;0;0.0;17;32.1
"07340021";0;0;0.0;0;0.0;0;0.0
"07340022";12;0;0.0;0;0.0;12;100.0
"07340023";13;0;0.0;0;0.0;13;100.0
"07340024";125;125;100.0;0;0.0;0;0.0
"07340025";0;0;0.0;0;0.0;0;0.0
"07340026";0;0;0.0;0;0.0;0;0.0
"07340027";1;0;0.0;0;0.0;1;100.0
"07340028";33;32;97.0;0;0.0;1;3.0
"07340029";0;0;0.0;0;0.0;0;0.0
"07340030";0;0;0.0;0;0.0;0;0.0
"07340031";1;0;0.0;0;0.0;1;100.0
"07340032";35;0;0.0;0;0.0;35;100.0
"07340033";0;0;0.0;0;0.0;0;0.0
"07340034";0;0;0.0;0;0.0;0;0.0
"07340035";1;0;0.0;0;0.0;1;100.0
"07340036";0;0;0.0;0;0.0;0;0.0
"07340037";54;54;100.0;0;0.0;0;0.0
"07340038";63;60;95.2;0;0.0;3;4.8
"07340039";1;0;0.0;1;100.0;0;0.0
"07340040";2;0;0.0;0;0.0;2;100.0
"07340041";0;0;0.0;0;0.0;0;0.0
"07340042";0;0;0.0;0;0.0;0;0.0
"07340043";1;0;0.0;0;0.0;1;100.0
"07340044";0;0;0.0;0;0.0;0;0.0
"07340045";0;0;0.0;0;0.0;0;0.0
"07340047";1;0;0.0;0;0.0;1;100.0
"07340048";0;0;0.0;0;0.0;0;0.0
"07340049";0;0;0.0;0;0.0;0;0.0
"07340050";1;0;0.0;0;0.0;1;100.0
"07340051";20;14;70.0;6;30.0;0;0.0
"07340052";2;2;100.0;0;0.0;0;0.0
"07340053";2;0;0.0;0;0.0;2;100.0
"07340054";4097;4085;99.7;11;0.3;1;0.0
"07340055";18;0;0.0;0;0.0;18;100.0
"07340057";14;0;0.0;12;85.7;2;14.3
"07340201";5;0;0.0;0;0.0;5;100.0
"07340202";0;0;0.0;0;0.0;0;0.0
"07340203";1;0;0.0;0;0.0;1;100.0
"07340204";0;0;0.0;0;0.0;0;0.0
"07340205";0;0;0.0;0;0.0;0;0.0
"07340206";5;0;0.0;0;0.0;5;100.0
"07340207";5;4;80.0;0;0.0;1;20.0
"07340208";0;0;0.0;0;0.0;0;0.0
"07340209";0;0;0.0;0;0.0;0;0.0
"07340210";0;0;0.0;0;0.0;0;0.0
"07340211";4;0;0.0;0;0.0;4;100.0
"07340212";0;0;0.0;0;0.0;0;0.0
"07340213";0;0;0.0;0;0.0;0;0.0
"07340214";3;0;0.0;0;0.0;3;100.0
"07340215";0;0;0.0;0;0.0;0;0.0
"07340216";0;0;0.0;0;0.0;0;0.0
"07340217";4;0;0.0;0;0.0;4;100.0
"07340218";0;0;0.0;0;0.0;0;0.0
"07340219";0;0;0.0;0;0.0;0;0.0
"07340220";0;0;0.0;0;0.0;0;0.0
"07340221";0;0;0.0;0;0.0;0;0.0
"07340222";19;16;84.2;2;10.5;1;5.3
"07340223";0;0;0.0;0;0.0;0;0.0
"07340224";0;0;0.0;0;0.0;0;0.0
"07340225";8;3;37.5;5;62.5;0;0.0
"07340226";0;0;0.0;0;0.0;0;0.0
"07340227";0;0;0.0;0;0.0;0;0.0
"07340228";0;0;0.0;0;0.0;0;0.0
"07340501";1;0;0.0;0;0.0;1;100.0
"07340502";27;27;100.0;0;0.0;0;0.0
"08111000";31287;28507;91.1;1717;5.5;1063;3.4
"08115001";44;0;0.0;0;0.0;44;100.0
"08115002";29;0;0.0;0;0.0;29;100.0
"08115003";1127;0;0.0;1109;98.4;18;1.6
"08115004";82;29;35.4;52;63.4;1;1.2
"08115010";44;0;0.0;0;0.0;44;100.0
"08115013";69;0;0.0;0;0.0;69;100.0
"08115015";120;0;0.0;118;98.3;2;1.7
"08115016";73;0;0.0;0;0.0;73;100.0
"08115021";327;114;34.9;146;44.6;67;20.5
"08115022";23;0;0.0;0;0.0;23;100.0
"08115024";160;0;0.0;0;0.0;160;100.0
"08115028";554;122;22.0;0;0.0;432;78.0
"08115029";146;66;45.2;0;0.0;80;54.8
"08115034";20;0;0.0;0;0.0;20;100.0
"08115037";85;0;0.0;0;0.0;85;100.0
"08115041";2276;2205;96.9;2;0.1;69;3.0
"08115042";128;4;3.1;0;0.0;124;96.9
"08115044";122;0;0.0;0;0.0;122;100.0
"08115045";1481;495;33.4;868;58.6;118;8.0
"08115046";92;0;0.0;0;0.0;92;100.0
"08115048";51;0;0.0;0;0.0;51;100.0
"08115050";200;108;54.0;14;7.0;78;39.0
"08115051";90;0;0.0;0;0.0;90;100.0
"08115052";80;0;0.0;0;0.0;80;100.0
"08115053";66;0;0.0;0;0.0;66;100.0
"08115054";28;0;0.0;0;0.0;28;100.0
"08116004";47;0;0.0;0;0.0;47;100.0
"08116005";6;0;0.0;0;0.0;6;100.0
"08116006";32;32;100.0;0;0.0;0;0.0
"08116007";46;0;0.0;0;0.0;46;100.0
"08116008";36;0;0.0;0;0.0;36;100.0
"08116011";11;0;0.0;0;0.0;11;100.0
"08116012";44;0;0.0;0;0.0;44;100.0
"08116014";138;0;0.0;0;0.0;138;100.0
"08116015";126;0;0.0;0;0.0;126;100.0
"08116016";108;0;0.0;0;0.0;108;100.0
"08116018";17;0;0.0;0;0.0;17;100.0
"08116019";13352;13083;98.0;77;0.6;192;1.4
"08116020";121;11;9.1;2;1.7;108;89.3
"08116022";47;0;0.0;0;0.0;47;100.0
"08116027";54;0;0.0;0;0.0;54;100.0
"08116029";36;0;0.0;0;0.0;36;100.0
"08116033";11437;11160;97.6;14;0.1;263;2.3
"08116035";93;0;0.0;0;0.0;93;100.0
"08116036";25;0;0.0;0;0.0;25;100.0
"08116037";7;0;0.0;0;0.0;7;100.0
"08116041";55;0;0.0;0;0.0;55;100.0
"08116042";85;0;0.0;0;0.0;85;100.0
"08116043";14;0;0.0;0;0.0;14;100.0
"08116046";33;0;0.0;0;0.0;33;100.0
"08116047";396;0;0.0;393;99.2;3;0.8
"08116048";35;0;0.0;0;0.0;35;100.0
"08116049";444;0;0.0;0;0.0;444;100.0
"08116050";64;0;0.0;64;100.0;0;0.0
"08116053";8;0;0.0;0;0.0;8;100.0
"08116054";58;0;0.0;0;0.0;58;100.0
"08116056";65;0;0.0;3;4.6;62;95.4
"08116058";43;0;0.0;0;0.0;43;100.0
"08116063";4;0;0.0;0;0.0;4;100.0
"08116068";94;88;93.6;6;6.4;0;0.0
"08116070";137;0;0.0;0;0.0;137;100.0
"08116071";201;85;42.3;0;0.0;116;57.7
"08116072";118;0;0.0;0;0.0;118;100.0
"08116073";51;51;100.0;0;0.0;0;0.0
"08116076";52;0;0.0;0;0.0;52;100.0
"08116077";702;0;0.0;412;58.7;290;41.3
"08116078";1939;1764;91.0;64;3.3;111;5.7
"08116079";38;0;0.0;0;0.0;38;100.0
"08116080";585;90;15.4;205;35.0;290;49.6
"08116081";55;0;0.0;0;0.0;55;100.0
"08117001";20;0;0.0;0;0.0;20;100.0
"08117002";5;0;0.0;0;0.0;5;100.0
"08117003";38;0;0.0;0;0.0;38;100.0
"08117006";46;0;0.0;0;0.0;46;100.0
"08117007";16;0;0.0;0;0.0;16;100.0
"08117009";13;0;0.0;0;0.0;13;100.0
"08117010";55;0;0.0;0;0.0;55;100.0
"08117011";12;0;0.0;0;0.0;12;100.0
"08117012";36;0;0.0;0;0.0;36;100.0
"08117014";56;26;46.4;0;0.0;30;53.6
"08117015";89;0;0.0;0;0.0;89;100.0
"08117016";1;0;0.0;0;0.0;1;100.0
"08117017";42;0;0.0;0;0.0;42;100.0
"08117018";134;114;85.1;0;0.0;20;14.9
"08117019";240;0;0.0;171;71.3;69;28.8
"08117020";91;0;0.0;0;0.0;91;100.0
"08117023";0;0;0.0;0;0.0;0;0.0
"08117024";549;444;80.9;17;3.1;88;16.0
"08117025";47;0;0.0;0;0.0;47;100.0
"08117026";19148;18972;99.1;32;0.2;144;0.8
"08117028";26;0;0.0;0;0.0;26;100.0
"08117029";23;0;0.0;0;0.0;23;100.0
"08117030";50;0;0.0;0;0.0;50;100.0
"08117031";0;0;0.0;0;0.0;0;0.0
"08117033";35;0;0.0;0;0.0;35;100.0
"08117035";11;0;0.0;0;0.0;11;100.0
"08117037";16;0;0.0;0;0.0;16;100.0
"08117038";43;0;0.0;14;32.6;29;67.4
"08117042";74;0;0.0;0;0.0;74;100.0
"08117043";0;0;0.0;0;0.0;0;0.0
"08117044";52;0;0.0;0;0.0;52;100.0
"08117049";100;0;0.0;0;0.0;100;100.0
"08117051";137;0;0.0;0;0.0;137;100.0
"08117053";78;68;87.2;1;1.3;9;11.5
"08117055";35;0;0.0;0;0.0;35;100.0
"08117058";11;0;0.0;0;0.0;11;100.0
"08117060";78;0;0.0;0;0.0;78;100.0
"08117061";0;0;0.0;0;0.0;0;0.0
"08118001";55;0;0.0;0;0.0;55;100.0
"08118003";122;45;36.9;8;6.6;69;56.6
"08118006";50;0;0.0;0;0.0;50;100.0
"08118007";90;0;0.0;3;3.3;87;96.7
"08118010";87;0;0.0;0;0.0;87;100.0
