"AGS";"leitungsg. Technologien ≥ 1 Mbit/s";"leitungsg. Technologien ≥ 2 Mbit/s";"leitungsg. Technologien ≥ 6 Mbit/s";"leitungsg. Technologien ≥ 16 Mbit/s";"leitungsg. Technologien ≥ 30 Mbit/s";"leitungsg. Technologien ≥ 50 Mbit/s";"leitungsg. Technologien ≥ 100 Mbit/s";"leitungsg. Technologien ≥ 200 Mbit/s";"leitungsg. Technologien ≥ 400 Mbit/s";"leitungsg. Technologien ≥ 1000 Mbit/s";"DSL ≥ 1 Mbit/s";"DSL ≥ 2 Mbit/s";"DSL ≥ 6 Mbit/s";"DSL ≥ 16 Mbit/s";"DSL ≥ 30 Mbit/s";"DSL ≥ 50 Mbit/s";"DSL ≥ 100 Mbit/s";"DSL ≥ 200 Mbit/s";"CATV ≥ 1 Mbit/s";"CATV ≥ 2 Mbit/s";"CATV ≥ 6 Mbit/s";"CATV ≥ 16 Mbit/s";"CATV ≥ 30 Mbit/s";"CATV ≥ 50 Mbit/s";"CATV ≥ 100 Mbit/s";"CATV ≥ 200 Mbit/s";"CATV ≥ 400 Mbit/s";"CATV ≥ 1000 Mbit/s";"FTTH/B ≥ 100 Mbit/s";"FTTH/B ≥ 200 Mbit/s";"FTTH/B ≥ 400 Mbit/s";"FTTH/B ≥ 1000 Mbit/s"
"01001000";99.99;99.99;99.16;98.73;98.32;97.88;93.14;92.34;87.03;87.03;99.90;99.90;98.98;94.67;88.53;83.54;45.52;45.52;89.68;89.68;89.68;89.68;89.68;89.51;89.51;87.08;87.03;87.03;0.00;0.00;0.00;0.00
"01002000";99.95;99.95;99.79;97.91;95.56;93.89;88.10;88.08;41.65;0.04;99.90;99.90;99.64;94.16;83.56;67.15;34.80;34.80;85.67;85.67;85.67;85.67;85.67;85.66;85.66;85.63;41.65;0.00;0.04;0.04;0.04;0.04
"01003000";99.94;99.73;99.35;97.56;94.95;93.41;87.84;87.84;86.31;78.06;99.81;99.53;98.77;94.99;86.71;71.81;32.18;32.18;86.31;86.31;86.31;86.31;86.31;86.31;86.31;86.31;86.31;78.06;0.19;0.19;0.19;0.19
"01004000";99.81;99.77;97.75;87.94;86.87;85.90;81.22;81.22;80.26;80.26;99.78;99.75;96.44;70.81;60.31;46.91;2.66;2.66;81.20;81.20;81.20;81.20;81.20;81.15;81.15;81.15;80.26;80.26;0.00;0.00;0.00;0.00
"01051001";99.44;99.44;99.44;96.41;95.47;89.88;34.15;34.15;0.00;0.00;99.44;99.44;99.44;96.41;95.47;89.88;34.15;34.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051002";87.67;87.67;32.83;10.67;10.67;10.67;0.00;0.00;0.00;0.00;87.67;87.67;32.83;10.67;10.67;10.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051003";100.00;100.00;15.19;1.76;0.90;0.90;0.00;0.00;0.00;0.00;100.00;100.00;15.19;1.76;0.90;0.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051004";100.00;100.00;100.00;91.68;77.60;48.84;0.00;0.00;0.00;0.00;100.00;100.00;100.00;91.68;77.60;48.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051005";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051006";100.00;100.00;93.10;86.21;57.48;48.28;0.00;0.00;0.00;0.00;100.00;100.00;93.10;86.21;57.48;48.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051008";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051010";100.00;100.00;47.40;19.20;19.20;19.20;14.20;14.20;14.20;0.00;100.00;100.00;47.40;9.00;9.00;9.00;0.00;0.00;14.20;14.20;14.20;14.20;14.20;14.20;14.20;14.20;14.20;0.00;0.00;0.00;0.00;0.00
"01051011";99.62;98.64;96.82;94.95;94.52;94.17;90.54;90.54;88.59;0.00;99.59;98.61;96.79;93.36;87.89;83.32;44.89;44.89;88.59;88.59;88.59;88.59;88.59;88.59;88.59;88.59;88.59;0.00;0.00;0.00;0.00;0.00
"01051012";97.61;94.04;60.96;58.00;57.50;57.50;0.00;0.00;0.00;0.00;97.61;94.04;60.96;58.00;57.50;57.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051013";99.99;99.99;99.99;96.32;95.54;94.57;85.82;85.82;85.81;0.00;99.98;99.98;99.97;94.45;93.54;91.07;14.21;14.21;85.81;85.81;85.81;85.81;85.81;85.81;85.81;85.81;85.81;0.00;0.00;0.00;0.00;0.00
"01051014";100.00;100.00;100.00;100.00;100.00;100.00;50.78;50.78;49.33;0.00;100.00;100.00;99.94;99.94;99.94;99.94;33.39;33.39;49.33;49.33;49.33;49.33;49.33;49.33;49.33;49.33;49.33;0.00;0.00;0.00;0.00;0.00
"01051015";99.77;99.77;92.08;88.23;86.12;70.35;35.23;35.23;0.00;0.00;99.77;99.77;92.08;88.23;86.12;70.35;35.23;35.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051016";99.97;99.97;99.92;86.19;85.56;85.21;79.38;79.38;79.35;0.00;99.96;99.96;99.90;78.49;76.94;75.87;31.19;31.19;79.35;79.35;79.35;79.35;79.35;79.35;79.35;79.35;79.35;0.00;0.00;0.00;0.00;0.00
"01051017";100.00;97.10;0.90;0.90;0.90;0.90;0.00;0.00;0.00;0.00;100.00;97.10;0.90;0.90;0.90;0.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051019";89.90;87.45;2.20;2.20;2.20;2.20;0.00;0.00;0.00;0.00;89.90;87.45;2.20;2.20;2.20;2.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051020";99.46;99.46;99.23;99.23;99.23;99.23;49.31;49.31;0.00;0.00;99.46;99.46;99.23;99.23;99.23;99.23;49.31;49.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051021";100.00;100.00;92.00;73.00;63.68;60.40;41.04;41.04;41.04;0.00;100.00;100.00;92.00;73.00;63.68;59.32;8.48;8.48;41.04;41.04;41.04;41.04;41.04;41.04;41.04;41.04;41.04;0.00;0.00;0.00;0.00;0.00
"01051022";100.00;100.00;98.37;97.42;85.58;73.47;23.89;23.89;0.00;0.00;100.00;100.00;98.37;97.42;85.58;73.47;23.89;23.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051023";100.00;100.00;95.59;13.88;13.76;11.29;0.00;0.00;0.00;0.00;100.00;100.00;95.59;13.88;13.76;11.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051024";100.00;100.00;97.56;90.24;86.59;82.15;45.85;45.85;0.00;0.00;100.00;100.00;97.56;90.24;86.59;82.15;45.85;45.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051026";100.00;99.81;99.11;91.70;91.70;91.70;0.00;0.00;0.00;0.00;100.00;99.81;99.11;91.70;91.70;91.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051027";99.93;99.93;98.79;62.00;50.52;50.52;0.00;0.00;0.00;0.00;99.93;99.93;98.79;62.00;50.52;50.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051028";100.00;100.00;83.33;77.78;42.89;4.44;0.00;0.00;0.00;0.00;100.00;100.00;83.33;77.78;42.89;4.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051030";100.00;100.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051032";100.00;100.00;100.00;100.00;100.00;84.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;100.00;100.00;84.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051033";100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051034";96.62;93.62;71.96;61.60;56.01;50.03;13.41;13.41;0.00;0.00;96.62;93.62;71.96;61.60;56.01;50.03;13.41;13.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051035";96.67;21.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;96.67;21.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051036";98.83;81.50;1.33;1.33;1.33;1.33;0.00;0.00;0.00;0.00;98.83;81.50;1.33;1.33;1.33;1.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"16075035";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"16075039";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051037";78.62;47.38;15.85;8.15;8.15;2.38;0.00;0.00;0.00;0.00;78.62;47.38;15.85;8.15;8.15;2.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051038";100.00;100.00;18.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;18.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051039";100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051043";100.00;100.00;71.90;32.50;22.50;22.50;2.50;2.50;2.50;0.00;100.00;100.00;71.90;30.00;20.00;20.00;0.00;0.00;2.50;2.50;2.50;2.50;2.50;2.50;2.50;2.50;2.50;0.00;0.00;0.00;0.00;0.00
"01051044";100.00;100.00;99.66;98.07;97.00;96.08;88.52;88.52;87.53;0.00;99.98;99.98;99.62;95.26;85.76;79.69;11.06;11.06;87.53;87.53;87.53;87.53;87.53;87.53;87.53;87.53;87.53;0.00;0.00;0.00;0.00;0.00
"01051045";80.00;80.00;80.00;80.00;53.67;53.67;33.33;33.33;0.00;0.00;80.00;80.00;80.00;80.00;53.67;53.67;33.33;33.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051046";100.00;100.00;98.47;70.82;70.82;57.76;0.00;0.00;0.00;0.00;100.00;100.00;98.47;70.82;70.82;57.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051047";69.63;53.00;0.88;0.88;0.88;0.88;0.00;0.00;0.00;0.00;69.63;53.00;0.88;0.88;0.88;0.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051048";99.76;98.51;95.36;93.05;91.89;89.10;4.62;4.62;0.00;0.00;99.76;98.51;95.36;93.05;91.89;89.10;4.62;4.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051049";99.94;99.94;98.78;90.75;88.54;87.07;26.41;26.41;0.00;0.00;99.94;99.94;98.78;90.75;88.54;87.07;26.41;26.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051050";100.00;100.00;100.00;85.22;8.33;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;85.22;8.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051051";100.00;100.00;21.78;21.78;21.78;20.84;0.00;0.00;0.00;0.00;100.00;100.00;21.78;21.78;21.78;20.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051052";100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051053";100.00;89.23;1.15;1.15;1.15;1.15;0.00;0.00;0.00;0.00;100.00;89.23;1.15;1.15;1.15;1.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051054";100.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051057";100.00;100.00;46.15;11.54;11.54;11.54;0.00;0.00;0.00;0.00;100.00;100.00;46.15;11.54;11.54;11.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051058";100.00;60.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;60.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051060";100.00;100.00;88.00;4.14;4.14;4.14;0.00;0.00;0.00;0.00;100.00;100.00;88.00;4.14;4.14;4.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051061";100.00;100.00;86.38;84.56;77.69;59.50;15.38;15.38;0.00;0.00;100.00;100.00;86.38;84.56;77.69;59.50;15.38;15.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051062";98.30;89.43;53.89;28.35;1.17;1.17;0.00;0.00;0.00;0.00;98.30;89.43;53.89;28.35;1.17;1.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051063";100.00;100.00;0.38;0.38;0.38;0.38;0.00;0.00;0.00;0.00;100.00;100.00;0.38;0.38;0.38;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051064";100.00;100.00;99.14;99.14;99.14;95.57;68.29;68.29;0.00;0.00;100.00;100.00;99.14;99.14;99.14;95.57;68.29;68.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051065";100.00;100.00;100.00;96.13;92.78;90.84;53.59;53.59;36.16;0.00;100.00;100.00;100.00;96.13;92.78;88.16;27.38;27.38;36.16;36.16;36.16;36.16;36.16;36.16;36.16;36.16;36.16;0.00;0.00;0.00;0.00;0.00
"01051067";100.00;100.00;100.00;100.00;100.00;90.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;100.00;100.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051068";91.68;90.96;0.21;0.21;0.21;0.21;0.00;0.00;0.00;0.00;91.68;90.96;0.21;0.21;0.21;0.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051069";100.00;100.00;99.09;92.94;92.69;91.63;30.03;30.03;30.03;0.00;100.00;100.00;99.03;92.74;92.29;91.23;0.00;0.00;30.03;30.03;30.03;30.03;30.03;30.03;30.03;30.03;30.03;0.00;0.00;0.00;0.00;0.00
"01051071";100.00;100.00;100.00;99.45;98.81;97.45;88.49;88.49;80.93;0.00;99.39;99.39;99.39;98.23;96.58;94.14;54.43;54.43;80.93;80.93;80.93;80.93;80.93;80.93;80.93;80.93;80.93;0.00;0.00;0.00;0.00;0.00
"01051072";100.00;100.00;100.00;99.84;98.68;98.35;93.09;93.09;93.09;0.00;99.99;99.84;99.62;97.63;82.40;69.00;23.54;23.54;93.09;93.09;93.09;93.09;93.09;93.09;93.09;93.09;93.09;0.00;0.00;0.00;0.00;0.00
"01051073";100.00;100.00;94.60;82.60;54.60;45.60;40.80;40.80;0.00;0.00;100.00;100.00;94.60;82.60;54.60;45.60;40.80;40.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051074";100.00;100.00;99.12;98.07;98.07;96.13;83.01;83.01;81.51;0.00;99.92;99.92;99.04;97.25;97.12;94.96;22.51;22.51;81.51;81.51;81.51;81.51;81.51;81.51;81.51;81.51;81.51;0.00;0.00;0.00;0.00;0.00
"01051075";100.00;100.00;79.21;52.45;48.91;36.58;0.00;0.00;0.00;0.00;100.00;100.00;79.21;52.45;48.91;36.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051076";100.00;100.00;100.00;76.56;52.63;36.25;0.00;0.00;0.00;0.00;100.00;100.00;100.00;76.56;52.63;36.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051077";100.00;100.00;100.00;33.50;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;33.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051078";100.00;100.00;100.00;97.14;76.76;52.45;0.00;0.00;0.00;0.00;100.00;100.00;100.00;97.14;76.76;52.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01053056";100.00;74.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;74.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051079";100.00;100.00;97.86;95.90;95.90;86.43;70.52;70.52;0.00;0.00;100.00;100.00;97.86;95.90;95.90;86.43;70.52;70.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051080";97.80;97.80;97.80;73.20;45.60;24.80;0.00;0.00;0.00;0.00;97.80;97.80;97.80;73.20;45.60;24.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051081";93.18;93.18;9.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;93.18;93.18;9.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051082";99.99;99.99;99.99;92.77;89.32;83.95;18.14;18.14;0.00;0.00;99.99;99.99;99.99;92.77;89.32;83.95;18.14;18.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051083";100.00;100.00;80.17;80.17;80.17;80.17;68.17;68.17;0.00;0.00;100.00;100.00;80.17;80.17;80.17;80.17;68.17;68.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051084";99.64;99.64;99.64;39.55;31.18;0.55;0.00;0.00;0.00;0.00;99.64;99.64;99.64;39.55;31.18;0.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051085";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051086";100.00;90.63;40.94;9.69;3.44;3.44;0.00;0.00;0.00;0.00;100.00;90.63;40.94;9.69;3.44;3.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051087";100.00;100.00;98.67;98.67;85.33;82.60;20.67;20.67;20.67;0.00;100.00;100.00;98.67;98.67;85.33;82.60;0.00;0.00;20.67;20.67;20.67;20.67;20.67;20.67;20.67;20.67;20.67;0.00;0.00;0.00;0.00;0.00
"01051088";100.00;100.00;100.00;94.95;79.44;74.24;11.44;11.44;0.00;0.00;100.00;100.00;100.00;94.95;79.44;74.24;11.44;11.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051089";100.00;66.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;66.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051090";100.00;100.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051092";92.56;71.67;0.67;0.67;0.67;0.67;0.00;0.00;0.00;0.00;92.56;71.67;0.67;0.67;0.67;0.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051093";100.00;99.57;99.57;99.57;85.29;71.00;44.36;44.36;0.00;0.00;100.00;99.57;99.57;99.57;85.29;71.00;44.36;44.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051096";20.20;20.20;18.40;18.40;18.40;18.40;0.00;0.00;0.00;0.00;20.20;20.20;18.40;18.40;18.40;18.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051097";99.99;99.99;99.45;92.70;89.09;83.30;39.55;39.55;0.00;0.00;99.99;99.99;99.45;92.70;89.09;83.30;39.55;39.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051098";100.00;100.00;100.00;95.33;95.33;92.30;10.33;10.33;0.00;0.00;100.00;100.00;100.00;95.33;95.33;92.30;10.33;10.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051099";99.33;96.56;84.28;73.19;58.97;56.22;0.00;0.00;0.00;0.00;99.33;96.56;84.28;73.19;58.97;56.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051100";100.00;99.48;98.28;98.28;94.28;94.28;58.16;58.16;0.00;0.00;100.00;99.48;98.28;98.28;94.28;94.28;58.16;58.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051102";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051103";100.00;50.00;22.90;20.00;20.00;20.00;0.00;0.00;0.00;0.00;100.00;50.00;22.90;20.00;20.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051104";100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051105";100.00;100.00;98.30;80.80;64.30;58.30;22.60;22.60;0.00;0.00;100.00;100.00;98.30;80.80;64.30;58.30;22.60;22.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051107";88.00;57.00;5.33;5.33;5.33;5.33;0.00;0.00;0.00;0.00;88.00;57.00;5.33;5.33;5.33;5.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051108";100.00;25.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;25.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051109";100.00;100.00;98.92;98.69;98.69;91.00;25.62;25.62;0.00;0.00;100.00;100.00;98.92;98.69;98.69;91.00;25.62;25.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051110";100.00;100.00;100.00;92.31;92.31;89.04;0.00;0.00;0.00;0.00;100.00;100.00;100.00;92.31;92.31;89.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051113";99.83;98.74;89.87;68.98;65.87;59.37;14.89;14.89;0.00;0.00;99.83;98.74;89.87;68.98;65.87;59.37;14.89;14.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051114";99.95;99.95;97.80;92.55;90.07;89.56;31.45;31.45;0.00;0.00;99.95;99.95;97.80;92.55;90.07;89.56;31.45;31.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051117";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051118";97.46;97.46;61.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.46;97.46;61.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051119";100.00;100.00;17.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;17.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"01051120";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
