"staat";"verf_300_1";"verf_300_2";"verf_300_6";"verf_300_8";"verf_300_10";"verf_300_16";"verf_300_30";"verf_300_50";"verf_300_100";"verf_300_200";"verf_300_400";"verf_300_1000";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_8";"verf_100_10";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_200_1";"verf_200_2";"verf_200_6";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_8";"verf_dsl_10";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_8";"verf_catv_10";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000";"verf_umts_1";"verf_lte_2";"verf_lte_6"
Deutschland;99.99;99.99;99.91;98.75;97.81;96.30;94.78;93.32;85.72;77.37;67.89;55.90;99.20;98.99;97.97;97.17;96.68;96.03;94.69;93.27;85.72;77.37;67.89;55.90;99.73;99.73;98.77;98.71;98.34;96.48;93.99;92.81;92.74;89.17;86.34;72.57;49.17;67.43;67.43;67.43;66.26;66.26;67.41;67.35;67.30;66.61;66.29;63.77;50.18;14.10;14.04;13.98;13.82;91.53;99.71;98.77
