"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_ftth_1000";"staat"
98.91;98.64;97.34;94.99;93.35;91.77;83.71;75.63;62.92;38.15;97.75;97.24;94.19;89.33;87.39;84.16;73.09;54.48;64.28;64.28;64.28;64.28;64.28;64.27;64.27;63.93;60.70;34.78;6.73;Deutschland
