"AGS","leitungsg. Technologien ≥ 1 Mbit/s","leitungsg. Technologien ≥ 2 Mbit/s","leitungsg. Technologien ≥ 6 Mbit/s","leitungsg. Technologien ≥ 8 Mbit/s","leitungsg. Technologien ≥ 10 Mbit/s","leitungsg. Technologien ≥ 16 Mbit/s","leitungsg. Technologien ≥ 30 Mbit/s","leitungsg. Technologien ≥ 50 Mbit/s","leitungsg. Technologien ≥ 100 Mbit/s","leitungsg. Technologien ≥ 200 Mbit/s","leitungsg. Technologien ≥ 400 Mbit/s","leitungsg. Technologien ≥ 1000 Mbit/s","DSL ≥ 1 Mbit/s","DSL ≥ 2 Mbit/s","DSL ≥ 6 Mbit/s","DSL ≥ 8 Mbit/s","DSL ≥ 10 Mbit/s","DSL ≥ 16 Mbit/s","DSL ≥ 30 Mbit/s","DSL ≥ 50 Mbit/s","DSL ≥ 100 Mbit/s","DSL ≥ 200 Mbit/s","CATV ≥ 1 Mbit/s","CATV ≥ 2 Mbit/s","CATV ≥ 6 Mbit/s","CATV ≥ 8 Mbit/s","CATV ≥ 10 Mbit/s","CATV ≥ 16 Mbit/s","CATV ≥ 30 Mbit/s","CATV ≥ 50 Mbit/s","CATV ≥ 100 Mbit/s","CATV ≥ 200 Mbit/s","CATV ≥ 400 Mbit/s","CATV ≥ 1000 Mbit/s","FTTH/B ≥ 100 Mbit/s","FTTH/B ≥ 200 Mbit/s","FTTH/B ≥ 400 Mbit/s","FTTH/B ≥ 1000 Mbit/s"
"01001000",100.00,100.00,100.00,100.00,100.00,100.00,99.76,99.76,99.14,96.86,93.47,93.47,99.91,99.91,99.91,99.88,99.85,99.34,98.82,98.70,93.87,79.52,91.49,91.49,91.49,91.49,91.49,91.49,91.49,91.49,91.49,91.49,91.49,91.49,5.47,5.47,5.47,5.47
"01002000",99.95,99.95,99.95,99.95,99.95,99.94,98.94,98.64,97.82,96.24,86.61,81.06,99.95,99.95,99.95,99.95,99.87,99.55,97.94,97.15,94.53,85.57,89.51,89.51,89.51,89.51,89.51,89.51,89.51,89.51,89.51,89.51,80.64,73.38,22.79,22.79,22.79,22.79
"01003000",99.89,99.89,99.83,99.79,99.79,99.76,99.24,99.06,98.29,95.35,93.20,90.60,99.62,99.55,99.40,99.24,99.23,99.05,97.28,96.61,92.05,76.42,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,89.97,5.10,5.10,5.10,5.10
"01004000",99.94,99.89,99.89,99.60,99.56,99.19,96.06,95.84,91.10,87.16,84.46,84.46,99.94,99.87,99.83,98.73,98.62,96.71,91.92,91.08,84.85,69.75,83.48,83.48,83.48,83.48,83.48,83.48,83.48,83.48,83.48,83.48,83.46,83.46,1.66,1.66,1.66,1.66
"01051001",100.00,100.00,100.00,100.00,100.00,100.00,96.17,95.55,82.49,63.59,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,96.17,95.55,82.49,63.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051002",100.00,100.00,100.00,100.00,100.00,100.00,83.33,83.33,83.33,50.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,83.33,83.33,83.33,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051003",100.00,100.00,100.00,95.84,95.84,95.84,95.01,95.01,0.00,0.00,0.00,0.00,100.00,100.00,100.00,33.33,33.33,33.33,1.42,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051004",100.00,100.00,100.00,100.00,100.00,100.00,87.50,84.38,58.27,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,87.50,84.38,58.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051005",100.00,100.00,66.67,66.67,66.67,66.67,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,66.67,66.67,66.67,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051006",100.00,100.00,100.00,97.50,97.50,97.50,73.26,69.00,55.00,23.97,0.00,0.00,100.00,100.00,100.00,97.50,97.50,97.50,73.26,69.00,55.00,23.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051008",100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051010",100.00,100.00,100.00,100.00,100.00,100.00,88.11,88.11,14.29,14.29,14.29,0.00,100.00,100.00,100.00,100.00,100.00,100.00,11.31,11.31,0.00,0.00,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00
"01051011",99.90,99.51,99.23,97.27,97.27,97.13,93.50,93.50,91.42,89.58,88.06,64.89,99.90,99.51,99.05,97.09,97.09,96.78,93.14,93.14,89.60,82.55,86.92,86.92,86.92,86.92,86.92,86.92,86.92,86.92,86.92,86.92,86.92,63.55,1.49,1.49,1.49,1.49
"01051012",95.95,90.24,87.38,84.38,84.38,84.38,80.95,80.95,67.94,50.54,0.00,0.00,95.95,90.24,87.38,81.67,81.67,81.67,70.24,70.24,67.94,50.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051013",100.00,100.00,100.00,100.00,100.00,100.00,96.07,96.07,95.54,90.29,86.97,73.32,100.00,100.00,100.00,100.00,100.00,99.94,96.01,96.01,94.79,80.43,86.75,86.75,86.75,86.75,86.75,86.75,86.75,86.75,86.75,86.75,86.75,73.11,4.02,4.02,4.02,4.02
"01051014",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.44,66.67,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.44,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,50.00,0.00,0.00,0.00,0.00
"01051015",100.00,100.00,100.00,100.00,100.00,100.00,84.62,83.59,71.25,50.32,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,84.62,83.59,71.25,50.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051016",99.47,99.47,99.47,99.47,99.47,99.37,90.12,89.53,89.20,89.15,89.15,49.40,99.47,99.47,99.47,99.47,99.26,92.75,81.62,80.84,75.41,67.14,89.15,89.15,89.15,89.15,89.15,89.15,89.15,89.15,89.15,89.15,89.15,49.40,0.00,0.00,0.00,0.00
"01051017",100.00,100.00,100.00,3.14,3.14,3.14,3.14,3.14,0.00,0.00,0.00,0.00,100.00,100.00,100.00,3.14,3.14,3.14,3.14,3.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051019",100.00,100.00,100.00,31.14,31.14,31.14,5.25,5.25,0.00,0.00,0.00,0.00,100.00,100.00,100.00,31.14,31.14,31.14,5.25,5.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051020",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,83.96,68.09,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,83.96,68.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051021",100.00,100.00,100.00,100.00,100.00,100.00,70.79,57.35,42.31,37.82,35.38,30.77,100.00,100.00,100.00,100.00,100.00,100.00,70.79,57.35,42.31,34.38,35.38,35.38,35.38,35.38,35.38,35.38,35.38,35.38,35.38,35.38,35.38,30.77,0.00,0.00,0.00,0.00
"01051022",100.00,100.00,100.00,95.24,95.24,95.24,83.23,83.23,52.38,40.88,0.00,0.00,100.00,100.00,100.00,95.24,95.24,95.24,83.23,83.23,52.38,40.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051023",100.00,100.00,100.00,100.00,100.00,100.00,85.15,80.22,61.32,43.48,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,85.15,80.22,61.32,43.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051024",100.00,100.00,100.00,96.15,96.15,96.15,84.62,84.62,80.77,62.35,0.00,0.00,100.00,100.00,100.00,96.15,96.15,96.15,84.62,84.62,80.77,62.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051026",100.00,100.00,100.00,100.00,100.00,100.00,95.77,95.77,84.62,50.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,88.46,88.46,84.62,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051027",100.00,100.00,96.88,93.75,93.75,93.75,41.80,40.63,40.63,36.00,0.00,0.00,100.00,100.00,96.88,93.75,93.75,93.75,41.80,40.63,40.63,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051028",100.00,100.00,100.00,100.00,100.00,100.00,50.00,50.00,37.00,14.28,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,50.00,37.00,14.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051030",100.00,100.00,100.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051032",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,82.82,21.36,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,82.82,21.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051033",91.67,91.67,83.33,75.00,75.00,75.00,50.00,50.00,50.00,50.00,50.00,50.00,91.67,91.67,83.33,75.00,75.00,75.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00
"01051034",99.85,99.76,99.59,98.20,98.20,98.20,96.78,96.72,47.24,29.10,7.69,7.69,98.13,96.38,95.79,78.38,78.23,77.72,59.19,58.83,47.24,29.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,7.69,7.69
"01051035",100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051036",100.00,100.00,100.00,30.76,30.76,30.76,2.19,2.19,0.00,0.00,0.00,0.00,100.00,100.00,100.00,30.76,30.76,30.76,2.19,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051037",100.00,99.64,99.64,95.72,95.72,95.72,95.37,95.37,0.00,0.00,0.00,0.00,100.00,92.86,92.86,15.49,15.49,15.49,8.34,8.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051038",100.00,100.00,100.00,57.14,57.14,57.14,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,57.14,57.14,57.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051039",100.00,100.00,100.00,100.00,100.00,100.00,92.31,83.24,61.93,38.57,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,92.31,83.24,61.93,38.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051043",100.00,100.00,100.00,88.24,88.24,88.24,41.18,41.18,34.31,29.41,29.41,29.41,100.00,100.00,100.00,88.24,88.24,88.24,41.18,41.18,34.31,29.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.41,29.41,29.41,29.41
"01051044",100.00,100.00,100.00,100.00,100.00,100.00,99.32,98.50,95.91,93.54,89.11,76.17,100.00,100.00,100.00,100.00,100.00,100.00,99.23,98.36,94.03,76.19,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,76.12,0.16,0.16,0.16,0.16
"01051045",66.67,66.67,66.67,66.67,66.67,66.67,33.33,33.33,22.22,22.22,22.22,22.22,66.67,66.67,66.67,66.67,66.67,66.67,33.33,33.33,22.22,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,22.22,22.22,22.22
"01051046",100.00,100.00,100.00,100.00,100.00,100.00,85.52,85.35,66.03,44.21,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,72.41,68.97,66.03,44.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051047",100.00,54.70,54.70,2.58,2.58,2.58,2.58,2.58,0.00,0.00,0.00,0.00,100.00,54.70,54.70,2.58,2.58,2.58,2.58,2.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051048",99.13,99.13,99.13,99.13,99.13,99.13,94.84,93.97,83.54,20.79,1.74,1.74,99.13,99.13,99.13,99.13,99.13,99.13,94.84,93.97,83.54,20.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,1.74,1.74,1.74
"01051049",100.00,100.00,100.00,98.41,98.41,98.41,87.99,86.95,78.99,63.28,0.00,0.00,100.00,100.00,100.00,98.41,98.41,98.41,87.99,86.95,78.99,63.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051050",100.00,100.00,100.00,97.73,95.07,72.73,10.11,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,97.73,95.07,72.73,10.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051051",100.00,100.00,97.03,88.39,87.71,85.68,85.55,85.55,16.05,10.65,0.00,0.00,100.00,100.00,96.94,32.89,32.22,30.19,27.96,27.96,16.05,10.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051052",100.00,100.00,80.00,80.00,80.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,80.00,80.00,80.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051053",100.00,100.00,83.33,2.41,2.41,2.41,2.41,2.41,0.00,0.00,0.00,0.00,100.00,100.00,83.33,2.41,2.41,2.41,2.41,2.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051054",100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051057",100.00,100.00,100.00,99.57,99.57,99.57,93.58,93.58,25.71,17.14,17.14,17.14,100.00,100.00,100.00,91.43,91.43,91.43,26.26,25.71,25.71,17.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,17.14,17.14,17.14
"01051058",70.00,60.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,60.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051060",100.00,100.00,100.00,100.00,100.00,100.00,5.93,5.93,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,5.93,5.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051061",100.00,100.00,100.00,94.12,94.12,94.12,70.59,70.59,39.04,5.88,0.00,0.00,100.00,100.00,100.00,94.12,94.12,94.12,70.59,70.59,39.04,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051062",97.54,96.13,96.13,94.51,94.51,94.51,93.25,93.25,4.23,4.23,4.23,4.23,78.87,77.46,77.46,44.33,44.33,44.33,18.97,18.97,4.23,4.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.23,4.23,4.23,4.23
"01051063",100.00,90.91,90.91,30.91,30.91,30.91,0.00,0.00,0.00,0.00,0.00,0.00,100.00,90.91,90.91,30.91,30.91,30.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051064",100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.61,91.67,85.12,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.61,91.67,85.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051065",100.00,100.00,100.00,100.00,100.00,100.00,80.00,80.00,75.80,59.06,29.29,17.14,100.00,100.00,100.00,100.00,100.00,100.00,80.00,80.00,70.02,43.82,29.29,29.29,29.29,29.29,29.29,29.29,29.29,29.29,29.29,29.29,29.29,17.14,0.00,0.00,0.00,0.00
"01051067",94.12,94.12,94.12,94.12,94.12,94.12,94.12,94.12,82.35,5.88,0.00,0.00,94.12,94.12,94.12,94.12,94.12,94.12,94.12,94.12,82.35,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051068",100.00,100.00,100.00,100.00,97.85,88.57,84.14,82.86,66.86,46.21,0.00,0.00,100.00,100.00,100.00,100.00,97.85,88.57,84.14,82.86,66.86,46.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051069",100.00,100.00,100.00,100.00,100.00,100.00,96.68,96.68,95.74,78.65,48.04,36.60,100.00,100.00,100.00,100.00,100.00,100.00,96.68,96.68,95.74,72.58,45.63,45.63,45.63,45.63,45.63,45.63,45.63,45.63,45.63,45.63,45.63,34.18,2.41,2.41,2.41,2.41
"01051071",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.64,87.36,83.60,78.16,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,91.26,69.42,83.60,83.60,83.60,83.60,83.60,83.60,83.60,83.60,83.60,83.60,83.60,78.16,0.00,0.00,0.00,0.00
"01051072",100.00,100.00,100.00,100.00,100.00,100.00,99.86,99.85,99.67,99.00,94.69,76.23,100.00,100.00,100.00,100.00,100.00,100.00,99.86,98.17,93.63,88.61,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,75.56,0.67,0.67,0.67,0.67
"01051073",100.00,100.00,100.00,100.00,100.00,100.00,99.50,97.51,78.70,75.92,10.00,10.00,100.00,100.00,100.00,100.00,100.00,100.00,91.59,85.63,78.70,75.92,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00
"01051074",100.00,100.00,99.81,99.29,99.29,99.29,98.76,98.24,96.12,92.66,78.38,60.49,100.00,100.00,99.81,99.29,99.29,99.29,98.76,98.24,95.86,83.96,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,60.22,0.27,0.27,0.27,0.27
"01051075",100.00,100.00,100.00,97.73,97.73,97.73,42.51,41.52,32.11,13.91,0.00,0.00,100.00,100.00,100.00,97.73,97.73,97.73,42.51,41.52,32.11,13.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051076",100.00,96.15,96.15,76.73,76.73,76.73,75.39,74.34,40.62,22.03,0.00,0.00,100.00,96.15,96.15,73.08,73.08,73.08,46.15,45.10,40.62,22.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051077",100.00,92.86,92.86,42.50,42.50,42.50,34.29,34.29,3.57,0.00,0.00,0.00,100.00,92.86,92.86,35.71,35.71,35.71,7.14,7.14,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051078",100.00,100.00,100.00,100.00,100.00,100.00,97.65,90.70,81.40,39.00,0.09,0.09,100.00,100.00,100.00,100.00,100.00,100.00,97.65,90.70,81.40,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.09
"01051079",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.24,93.12,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.24,93.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051080",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051081",99.00,99.00,88.00,40.00,38.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,99.00,88.00,40.00,38.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051082",97.12,96.15,96.15,95.19,95.07,94.54,83.81,82.84,75.96,45.67,0.00,0.00,97.12,96.15,96.15,95.19,95.07,94.54,83.81,82.84,75.96,45.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051083",100.00,100.00,100.00,100.00,100.00,100.00,100.00,88.89,88.89,79.59,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,88.89,88.89,79.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051084",100.00,100.00,100.00,100.00,100.00,100.00,54.73,54.73,11.87,11.87,11.87,11.87,100.00,100.00,100.00,100.00,100.00,100.00,54.73,54.73,11.87,11.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.87,11.87,11.87,11.87
"01051085",80.00,25.00,21.29,1.29,1.29,1.29,1.29,1.29,0.00,0.00,0.00,0.00,80.00,25.00,21.29,1.29,1.29,1.29,1.29,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051086",93.33,86.67,86.67,46.92,45.81,40.25,6.92,6.92,0.00,0.00,0.00,0.00,93.33,86.67,86.67,46.92,45.81,40.25,6.92,6.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051087",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.74,75.62,42.12,26.32,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,91.76,64.91,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,26.32,5.26,5.26,5.26,5.26
"01051088",100.00,100.00,100.00,100.00,100.00,100.00,96.84,91.99,80.99,48.91,7.24,7.24,100.00,100.00,100.00,100.00,100.00,100.00,96.84,91.99,80.99,48.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.24,7.24,7.24,7.24
"01051089",100.00,100.00,100.00,79.18,79.18,79.18,79.18,79.18,0.00,0.00,0.00,0.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051090",100.00,60.00,60.00,60.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,60.00,60.00,60.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051092",95.45,90.91,50.00,22.73,19.37,0.51,0.51,0.51,0.00,0.00,0.00,0.00,95.45,90.91,50.00,22.73,19.37,0.51,0.51,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051093",100.00,100.00,100.00,100.00,100.00,100.00,97.62,66.67,65.74,50.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,97.62,66.67,65.74,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051096",88.24,33.26,32.30,5.36,5.36,5.36,5.36,5.36,0.00,0.00,0.00,0.00,88.24,33.26,32.30,5.36,5.36,5.36,5.36,5.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"01051097",100.00,100.00,100.00,100.00,100.00,100.00,93.56,92.55,86.34,81.34,4.60,4.60,100.00,100.00,100.00,100.00,100.00,100.00,93.56,92.55,86.34,81.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,4.60,4.60,4.60
