"AGS";"alle Technologien ≥ 1 Mbit/s";"alle Technologien ≥ 2 Mbit/s";"alle Technologien ≥ 6 Mbit/s";"alle Technologien ≥ 16 Mbit/s";"alle Technologien ≥ 30 Mbit/s";"alle Technologien ≥ 50 Mbit/s";"alle Technologien ≥ 100 Mbit/s";"alle Technologien ≥ 200 Mbit/s";"alle Technologien ≥ 400 Mbit/s";"alle Technologien ≥ 1000 Mbit/s";"leitungsg. Technologien ≥ 1 Mbit/s";"leitungsg. Technologien ≥ 2 Mbit/s";"leitungsg. Technologien ≥ 6 Mbit/s";"leitungsg. Technologien ≥ 16 Mbit/s";"leitungsg. Technologien ≥ 30 Mbit/s";"leitungsg. Technologien ≥ 50 Mbit/s";"leitungsg. Technologien ≥ 100 Mbit/s";"leitungsg. Technologien ≥ 200 Mbit/s";"leitungsg. Technologien ≥ 400 Mbit/s";"leitungsg. Technologien ≥ 1000 Mbit/s";"mobile Technologien ≥ 1 Mbit/s";"mobile Technologien ≥ 2 Mbit/s";"mobile Technologien ≥ 6 Mbit/s";"DSL ≥ 1 Mbit/s";"DSL ≥ 2 Mbit/s";"DSL ≥ 6 Mbit/s";"DSL ≥ 16 Mbit/s";"DSL ≥ 30 Mbit/s";"DSL ≥ 50 Mbit/s";"DSL ≥ 100 Mbit/s";"DSL ≥ 200 Mbit/s";"CATV ≥ 1 Mbit/s";"CATV ≥ 2 Mbit/s";"CATV ≥ 6 Mbit/s";"CATV ≥ 16 Mbit/s";"CATV ≥ 30 Mbit/s";"CATV ≥ 50 Mbit/s";"CATV ≥ 100 Mbit/s";"CATV ≥ 200 Mbit/s";"CATV ≥ 400 Mbit/s";"CATV ≥ 1000 Mbit/s";"FTTH/B ≥ 100 Mbit/s";"FTTH/B ≥ 200 Mbit/s";"FTTH/B ≥ 400 Mbit/s";"FTTH/B ≥ 1000 Mbit/s"
"01001000";100;100;100;100;99.02;98.89;97.71;96.29;95.27;95.23;100;100;100;100;99.02;98.89;97.71;96.29;95.27;95.23;100.00;99.97;98.15;100;100;100;99;94.77;93.19;84.02;64.03;94.00;94.00;94.00;94.00;94.00;94.00;94.00;93.99;93.99;93.95;13.27;13.27;13.27;13.27
"01002000";100;100;100;100;98.92;98.67;97.19;95.89;61.62;28.13;100;100;100;100;98.75;98.37;97.19;95.89;61.62;28.13;99.95;99.74;99.10;100;100;100;100;90.24;78.40;72.82;56.84;93.53;93.53;93.53;93.53;93.53;93.53;93.53;93.53;50.60;8.48;21.45;21.45;21.45;21.45
"01003000";100;100;100;99.19;98.36;97.94;96.38;94.54;93.18;87.01;100;100;100;99.19;98.36;97.94;96.38;94.54;93.18;87.01;99.99;99.94;99.21;100;100;99;99;94.33;88.87;80.27;53.47;92.83;92.83;92.83;92.83;92.83;92.83;92.83;92.83;92.83;86.64;3;3;3;3
"01004000";100;100;100;99;98.35;98.12;96.42;95.91;95.26;95.26;100;100;100;99;98.35;98.12;96.42;95.91;95.26;95.26;100.00;100.00;100.00;100;100;100;96;73.02;66.48;53.74;28.91;93.11;93.11;93.11;93.11;93.11;93.11;93.11;93.11;92.86;92.86;28;28;28;28
"01051001";100;100;100;97.65;96.61;95.93;78.50;48.48;0;0;99.27;99.27;99.14;97.65;96.61;95.93;78.50;48.48;0;0;99.94;95.39;93.72;99.27;99.27;99.14;97.65;96.61;95.93;78.50;48.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051002";100.00;99;91.63;19.81;18.72;18.72;0;0;0;0;92;92;36.82;19.81;18.72;18.72;0;0;0;0;92.39;84.78;79.35;92;92;36.82;19.81;18.72;18.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051003";100;100;99;94;94;94;94;94;94;94;98;98;96;94;94;94;94;94;94;94;49.95;48.66;38.49;98;97;20;4;3.23;3.23;0;0;0;0;0;0;0;0;0;0;0;0;94;94;94;94
"01051004";100;100;100;91.55;81.37;69.53;29.38;0;0;0;99.74;99.74;98.66;91.55;81.37;69.53;29.38;0;0;0;52.74;52.74;46.02;99.74;99.74;98.66;91.55;81.37;69.53;29.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051005";100;100;100;28.33;2.47;1.23;0;0;0;0;96.53;96.53;91.60;28.33;2.47;1.23;0;0;0;0;100.00;100.00;100.00;96.53;96.53;91.60;28.33;2.47;1.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051006";100;100;99;75.50;72.30;67.99;47.65;18.42;0;0;99.41;98.05;84;75.50;72.30;67.99;47.65;18.42;0;0;100.00;100.00;45.81;99.41;98.05;84;75.50;72.30;67.99;47.65;18.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051008";100;91.55;81.77;1;1;1;0;0;0;0;86;35;1;1;1;1;0;0;0;0;63.58;63.58;63.58;86;35;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051010";100;100;100;85;85;85;80.07;77.32;74;74;100;99;89;85;85;85;80.07;77.32;74;74;100.00;100.00;98.90;100;99;26;16.05;15;15;7.14;4.40;2.90;2.90;2.90;2.90;2.90;2.90;2.90;2.90;2.90;0;74;74;74;74
"01051011";100;100;100;96;96;94;92.02;90.63;89.09;0.50;99.30;99.16;97.30;96;96;94;92.02;90.63;89.09;0.50;99.80;99.80;99.62;99.28;99.14;97.16;95;93.73;91.82;81.65;58.82;89;89;89;89;89;89;88.89;88.89;88.89;0;0.50;0.50;0.50;0.50
"01051012";100;100;100;87;87;87;83.34;82.21;81;81;94;93;88;87;87;87;83.34;82.21;81;81;100.00;99.32;98.42;94;93;53;50;50;48.07;40.09;28.61;0;0;0;0;0;0;0;0;0;0;81;81;81;81
"01051013";100;100;100;99.30;99.21;99.14;96.93;93.29;91.61;69.52;100;100;100;99.30;99.21;99.14;96.93;93.29;91.61;69.52;100.00;100.00;98.57;100;100;100;98;98;96.34;77.93;49.07;93;93;93;93;93;93;91.14;91.14;91.14;69.05;2.03;2.03;2.03;2.03
"01051014";100;100;100;100;100;99.23;89.54;67.02;66.30;30.53;100;100;100;100;100;99.23;89.54;67.02;66.30;30.53;100.00;100.00;100.00;100;100;100;99.35;99.35;99;88.73;37.48;68;68;68;68;68;68;66.30;66.30;66.30;30.53;0;0;0;0
"01051015";100;100;99.74;96.68;92;74.38;53.18;35.31;0;0;100;100;99.14;96.68;92;74.38;53.18;35.31;0;0;56.85;56.85;50.60;100;100;99.14;96.68;92;74.38;53.18;35.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051016";100;100;100;94.34;93.74;92.55;87.20;85.21;84.92;0.29;100;100;100;94.34;93.74;92.55;87.20;85.21;84.92;0.29;100.00;100.00;100.00;100;100;100;85.99;84.31;82.11;65.54;36.56;84.92;84.92;84.92;84.92;84.92;84.92;84.92;84.92;84.92;0.29;0;0;0;0
"01051017";100;99;80;0.72;0.72;0.72;0.72;0.72;0.72;0.72;95;92;0.72;0.72;0.72;0.72;0.72;0.72;0.72;0.72;100.00;87.77;67.18;95;92;0.53;0.53;0.53;0.53;0;0;0;0;0;0;0;0;0;0;0;0;0.72;0.72;0.72;0.72
"01051019";100;100;78;1.25;1.25;1.25;0;0;0;0;88;85;2;1.25;1.25;1.25;0;0;0;0;100.00;100.00;56.90;88;85;2;1.25;1.25;1.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051020";97;97;96;95;95;94;70.56;52;0;0;96;96;95;95;95;94;70.56;52;0;0;68.36;67.80;60.73;96;96;95;95;95;94;70.56;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051021";100;100;100;88.32;73.79;68.35;63.05;54.84;48.91;44.93;100;100;99;88.32;73.79;68.35;63.05;54.84;48.91;44.93;94.04;94.04;93.90;100;100;99;88.32;73.38;67.18;55.63;39.74;48.65;48.65;48.65;48.65;48.65;48.65;48.65;48.65;48.65;44.32;4.12;4.12;4.12;4.12
"01051022";100;100;99;82;70;64.83;31.55;19.75;0;0;100;100;96;82;70;64.83;31.55;19.75;0;0;56.48;55.43;49.10;100;100;96;82;70;64.83;31.55;19.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051023";100;100;99.63;88.59;79.84;71.63;38.53;19.23;0;0;100;100;97.16;88.59;79.84;71.63;38.53;19.23;0;0;100.00;99.64;31.46;100;100;97.16;88.59;79.84;71.63;38.53;19.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051024";100;100;100;94;92;92;87.89;85.56;80;80;100;100;97;94;92;92;87.89;85.56;80;80;56.11;54.46;37.65;99.41;99.41;97;94;89.21;83.44;59.19;36.69;0;0;0;0;0;0;0;0;0;0;80;80;80;80
"01051026";100;100;100;95;95;95;94;94;94;94;100;100;99;95;95;95;94;94;94;94;53.41;53.41;47.77;100;100;97.44;90.02;89.13;88;60.07;35.37;0;0;0;0;0;0;0;0;0;0;94;94;94;94
"01051027";100;100;98.66;66;57.47;54.77;32.47;0;0;0;98;98;89.22;66;57.47;54.77;32.47;0;0;0;96.37;87.56;81.09;98;98;89.22;66;57.47;54.77;32.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051028";100;100;100;79.88;65.79;44.71;17.65;0;0;0;98;98;92;79.88;65.79;44.71;17.65;0;0;0;96.75;96.75;89.94;98;98;92;79.88;65.79;44.71;17.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051030";100;100;61;3;0;0;0;0;0;0;97.49;97.49;7.50;3;0;0;0;0;0;0;46.67;46.67;41.67;97.49;97.49;7.50;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051032";100;100;100;98;97;94.62;94;94;94;94;100;100;100;98;97;94.62;94;94;94;94;66.27;66.27;43.98;100;100;100;98;96;93.57;59.10;30.22;0;0;0;0;0;0;0;0;0;0;94;94;94;94
"01051033";100;100;89;0;0;0;0;0;0;0;93;82;18;0;0;0;0;0;0;0;100.00;100.00;71.67;93;82;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051034";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;97.56;97.51;60.07;82;75;63;57;53;48;23.04;15;0;0;0;0;0;0;0;0;0;0;100;100;100;100
"01051035";100;100;100;1;1;1;0;0;0;0;87;32;2.81;1;1;1;0;0;0;0;100.00;100.00;100.00;87;32;2.81;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051036";100;100;94.13;2;2;2;0;0;0;0;97.33;91.06;8.66;2;2;2;0;0;0;0;94.12;94.12;92.16;97.33;91.06;8.66;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051037";100;100;100;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;59.91;59.43;54.72;58;41;11;9;5.60;2.29;0;0;0;0;0;0;0;0;0;0;0;0;92;92;92;92
"01051038";100;100;100;7;2.27;2.27;0;0;0;0;93.17;87;35;7;2.27;2.27;0;0;0;0;100.00;100.00;100.00;93.17;87;35;7;2.27;2.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051039";100;99;58;1;0;0;0;0;0;0;99.42;95.39;5;1;0;0;0;0;0;0;39.66;38.67;36.95;99.42;95.39;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051043";100;100;90.01;16.76;13.46;10;4.26;2.14;1.03;0.83;96.07;96.07;50.96;16.76;13.46;10;4.26;2.14;1.03;0.83;90.08;90.08;79.44;96.07;96.07;50.96;15.73;12.42;9;3.22;1.10;1.03;1.03;1.03;1.03;1.03;1.03;1.03;1.03;1.03;0.83;0;0;0;0
"01051044";100;100;100;99.12;98.50;98;95.64;91.88;89.72;73.94;100;100;100;99.12;98.50;98;95.64;91.88;89.72;73.94;99.69;99.69;99.03;100;100;100;98;97.18;95.30;79.69;38.48;90;90;90;90;90;90;89.70;89.70;89.70;73.76;0.26;0.26;0.26;0.26
"01051045";100;99.02;99;62.64;37.14;25.44;7;7;0;0;93.93;93.93;82.96;62.64;37.14;25.44;7;7;0;0;92.68;92.68;91.46;93.93;93.93;82.96;62.64;37.14;25.44;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051046";100;100;100;88.98;80.07;72.30;58.22;31;31;31;98.52;98.52;97.12;88.98;80.07;72.30;58.22;31;31;31;95.82;92.63;81.47;98.52;98.52;95.39;64.85;55.47;47.24;32.31;0;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;31;31;31;31
"01051047";88.26;88;85;1.38;1.38;1.38;0;0;0;0;31.51;11.27;1.38;1.38;1.38;1.38;0;0;0;0;68.02;66.48;63.64;31.51;11.27;1.38;1.38;1.38;1.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051048";100;100;100;97;95.05;92.21;66.47;8.03;0.08;0.08;100;99.19;99;97;95.05;92.21;66.47;8.03;0.08;0.08;100.00;100.00;98.86;100;99.19;99;96.61;95.05;92.21;66.47;8.03;0;0;0;0;0;0;0;0;0;0;0.08;0.08;0.08;0.08
"01051049";100;100;94;80;79;76;56.52;37.34;0;0;99;99;83;80;79;76;56.52;37.34;0;0;79.16;79.16;79.06;99;99;83;80;79;76;56.52;37.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051050";100;100;100;43;27;17;2.13;0;0;0;99.99;99.99;90.42;43;27;17;2.13;0;0;0;100.00;100.00;95.74;99.99;99.99;90.42;43;27;17;2.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051051";100;100;99;93;93;93;87.76;86.06;82;82;99;98.36;93;93;93;93;87.76;86.06;82;82;76.97;76.97;51.44;96;90;27.75;27.56;27.56;27.37;15.13;11.53;0;0;0;0;0;0;0;0;0;0;82;82;82;82
"01051052";100;100;96;2.27;2.27;2.27;0;0;0;0;100;100;7;2.27;2.27;2.27;0;0;0;0;100.00;100.00;90.91;100;100;7;2.27;2.27;2.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051053";100;94;59;2;2;2;0;0;0;0;95.58;80.05;2;2;2;2;0;0;0;0;27.94;27.94;27.94;95.58;80.05;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051054";100;100;100;48.00;26;19;0;0;0;0;98;98;93;48.00;26;19;0;0;0;0;100.00;100.00;100.00;98;98;93;48.00;26;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051057";100;100;99.84;98;98;98;98;98;98;98;100;100;98;98;98;98;98;98;98;98;88.64;88.64;81.36;99.99;95.90;67.67;18;13;11;9.54;3;0;0;0;0;0;0;0;0;0;0;98;98;98;98
"01051058";100;100;100;1.11;1.11;1.11;0;0;0;0;28.04;17.57;1.11;1.11;1.11;1.11;0;0;0;0;100.00;99.67;98.00;28.04;17.57;1.11;1.11;1.11;1.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051060";100;100;79;3.61;2.16;2;0;0;0;0;92;92;57;3.61;2.16;2;0;0;0;0;32.37;32.37;29.71;92;92;57;3.61;2.16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051061";100;100;94;81;75;68.83;40.34;25.87;0;0;100;100;84;81;75;68.83;40.34;25.87;0;0;91.93;91.93;78.31;100;100;84;81;75;68.83;40.34;25.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051062";100;100;100;99;99;99;99;99;99;99;100;100;100;99;99;99;99;99;99;99;86.39;85.00;76.40;55.15;42;25;7;6;3.19;0.99;0.71;0;0;0;0;0;0;0;0;0;0;99;99;99;99
"01051063";100;100;93;1;1;1;0;0;0;0;81.38;80.49;1;1;1;1;0;0;0;0;100.00;100.00;90.13;81.38;80.49;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051064";100;100;100;99;97;96;93.01;93;93;93;99.62;99.62;99;99;97;96;93.01;93;93;93;42.96;42.96;30.99;99.29;99.29;97.87;97.87;95.94;94.45;89.18;60.97;0;0;0;0;0;0;0;0;0;0;93;93;93;93
"01051065";100;100;100;92;90.17;87;75.59;53;35;28.09;99.01;99.01;96;92;90.17;87;75.59;53;35;28.09;99.80;99.80;89.74;99;99;96;92;90.17;86.74;63.34;29.24;35;35;35;35;35;35;35;35;35;28.09;0;0;0;0
"01051067";100;100;100;100;99.37;95;21.02;0;0;0;100;100;100;100;99.37;95;21.02;0;0;0;100.00;100.00;100.00;100;100;100;100;99.37;95;21.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051068";99.75;99.75;99.17;83.30;80.29;78.93;58.95;34.83;0;0;98.49;98.22;92.63;83.30;80.29;78.93;58.95;34.83;0;0;97.27;97.27;64.75;98.49;98.22;92.63;83.30;80.29;78.93;58.95;34.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051069";100;100;100;98;97.49;96.43;84.00;52.63;39.43;29.62;100;100;99.42;98;97.49;96.43;84.00;52.63;39.43;29.62;100.00;100.00;100.00;100;100;99.24;97.63;97.15;96.09;80.26;31.84;40;40;40;40;40;40;38.47;38.47;38.47;28.67;0.95;0.95;0.95;0.95
"01051071";100;100;100;100;99.16;99;93.01;88.18;79.15;67.47;100;100;100;100;99.16;99;93.01;88.18;79.15;67.47;100.00;100.00;100.00;100;100;100;99;97.44;96.33;81.93;62.63;79.15;79.15;79.15;79.15;79.15;79.15;79.15;79.15;79.15;67.47;0;0;0;0
"01051072";100;100;100;100;99.05;99.05;97.47;96.45;93.42;79.88;100;100;100;100;99.05;99.05;97.47;96.45;93.42;79.88;100.00;100.00;100.00;100;100;100;98.54;94.77;90.69;72.38;44.75;93.24;93.24;93.24;93.24;93.24;93.24;93.24;93.24;93.24;79.15;7;7;7;7
"01051073";100;100;100;100;100;100;99;99;99;99;100;100;100;100;100;100;99;99;99;99;100.00;100.00;96.51;100;100;97.57;84;68;65;51.12;42.80;3;3;3;3;3;3;2.10;2.10;2.10;2.10;99;99;99;99
"01051074";100;100;100;98;98;96.60;84.05;72.93;69.39;55.73;100;100;99;98;98;96.60;84.05;72.93;69.39;55.73;100.00;99.92;98.05;100;100;99;97.22;97;95.80;72.34;28.92;69.31;69.31;69.31;69.31;69.31;69.31;69.31;69.31;69.31;55.63;0.13;0.13;0.13;0.13
"01051075";100;100;93;66.28;62.75;61.08;40.58;7.75;0.24;0.24;98;98;81.41;66.28;62.75;61.08;40.58;7.75;0.24;0.24;63.64;57.42;37.56;98;98;81.41;66.28;62.75;61.08;40.58;7.75;0;0;0;0;0;0;0;0;0;0;0.24;0.24;0.24;0.24
"01051076";100;100;99;79;72;54;36.51;22;22;22;93;89;82;79;72;54;36.51;22;22;22;72.20;71.82;53.32;92;89;76;68;57;38;25.21;0;0;0;0;0;0;0;0;0;0;0;22;22;22;22
"01051077";100;100;97.44;58.64;58.46;56.04;49;49;49;49;92.61;92.32;75.69;58.64;58.46;56.04;49;49;49;49;94.57;94.57;87.20;91.45;86.58;54.87;15.04;9.76;7.33;0;0;0;0;0;0;0;0;0;0;0;0;49;49;49;49
"01051078";100;100;100;98.31;95.65;80.91;55.66;17.79;0.34;0.34;100;100;100;98.31;95.65;80.91;55.66;17.79;0.34;0.34;95.79;95.59;58.29;100;100;100;98.31;95.65;80.91;55.66;17.79;0.22;0.22;0.22;0.22;0.22;0.22;0.22;0.22;0.22;0.22;0.12;0.12;0.12;0.12
"01051079";100;100;98;95;91;89.25;86.91;67.37;0;0;100;100;97.02;95;91;89.25;86.91;67.37;0;0;100.00;100.00;72.38;100;100;97.02;95;91;89.25;86.91;67.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051080";100;100;100;74.01;33.07;17.04;0.73;0;0;0;98.91;98.91;98.91;74.01;33.07;17.04;0.73;0;0;0;100.00;100.00;100.00;98.91;98.91;98.91;74.01;33.07;17.04;0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051081";100;100;91.68;3;3;3;0.85;0.85;0.85;0.85;89.74;88.89;20.06;3;3;3;0.85;0.85;0.85;0.85;99.15;95.76;72.88;88.89;88.89;19.21;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0.85;0.85;0.85;0.85
"01051082";100;100;100;85;83;79;48.62;18.10;0.20;0.20;95.55;95.55;93;85;83;79;48.62;18.10;0.20;0.20;98.81;98.81;98.57;95.55;95.55;93;85;83;79;48.43;17.90;0;0;0;0;0;0;0;0;0;0;0.20;0.20;0.20;0.20
"01051083";100;100;99.51;94;93;92;76.55;49.07;0;0;99.27;99.27;96;94;93;92;76.55;49.07;0;0;77.70;77.70;76.98;99.27;99.27;96;94;93;92;76.55;49.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051084";100;100;100;57.11;47.24;12.06;6.72;6.72;6.72;6.72;97.48;97.48;96;57.11;47.24;12.06;6.72;6.72;6.72;6.72;100.00;100.00;99.11;97.48;97.48;96;57.11;47.24;12.06;6.72;6.72;0;0;0;0;0;0;0;0;0;0;6.72;6.72;6.72;6.72
"01051085";80.54;79.04;70.75;2;2;2;0;0;0;0;5.47;5;2;2;2;2;0;0;0;0;75.94;72.18;66.17;5.47;5;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051086";100;100;90;5;4;4;0;0;0;0;91.39;90.31;28;5;4;4;0;0;0;0;88.17;88.17;80.11;91.39;90.31;28;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051087";100;100;100;99;99.00;97.53;72.99;43.49;30;0.94;100;100;99;99;99.00;97.53;72.99;43.49;30;0.94;100.00;100.00;100.00;100;100;99;99;98.97;97.29;67.71;23.18;30;30;30;30;30;30;30;30;30;0.94;0;0;0;0
"01051088";100;100;100;96.85;87.59;83.26;51.53;20.24;5.49;5.49;100;100;99.49;96.85;87.59;83.26;51.53;20.24;5.49;5.49;100.00;100.00;13.56;100;100;99.49;96.85;87.59;83.26;51.53;20.24;0;0;0;0;0;0;0;0;0;0;5.49;5.49;5.49;5.49
"01051089";100;100;100;92;92;92;92;92;92;92;100;99;93;92;92;92;92;92;92;92;100.00;100.00;100.00;100;99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;92;92;92
"01051090";100;100;95;1.49;1.49;1.49;0;0;0;0;72.25;72.25;11.11;1.49;1.49;1.49;0;0;0;0;100.00;100.00;83.25;72.25;72.25;11.11;1.49;1.49;1.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051092";100;100;90.58;2;2;2;0;0;0;0;77.47;77.47;39.30;2;2;2;0;0;0;0;78.71;78.71;70.70;77.47;77.47;39.30;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051093";100;100;99.44;97.36;93.45;88.58;61.05;41.76;0;0;99;98.40;98.40;97.36;93.45;88.58;61.05;41.76;0;0;97.92;97.92;69.27;99;98.40;98.40;97.36;93.45;88.58;61.05;41.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051096";98.29;88;87;10;10;9.42;0;0;0;0;18;16;10;10;10;9.42;0;0;0;0;94.27;66.88;60.83;18;16;10;10;10;9.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051097";100;100;100;94.38;89.20;85.95;71.03;47.63;0;0;100;100;99;94.38;89.20;85.95;71.03;47.63;0;0;100.00;100.00;99.64;100;100;99;94.38;89.20;85.95;71.03;47.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051098";100;100;100;96.36;91.00;88.17;53.82;18.79;0;0;100;100;100;96.36;91.00;88.17;53.82;18.79;0;0;100.00;100.00;100.00;100;100;100;96.36;91.00;88.17;53.82;18.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051099";100;100;100;88.50;87;85.84;71.22;44.71;29;29;99;99;95;88.50;87;85.84;71.22;44.71;29;29;100.00;100.00;100.00;98.49;98.15;94;79;74;68;45.13;16.37;0;0;0;0;0;0;0;0;0;0;29;29;29;29
"01051100";100;99;98.23;91.75;86.73;85.51;70.93;50;0;0;100;99;97.31;91.75;86.73;85.51;70.93;50;0;0;60.95;60.95;52.19;100;99;97.31;91.75;86.73;85.51;70.93;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051102";80;79;57;2;2;2;0;0;0;0;22;14;2;2;2;2;0;0;0;0;59.26;59.26;49.07;22;14;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051103";100;99;98.22;21.43;21.43;21.43;15.08;0;0;0;97;81;40;21.43;21.43;21.43;15.08;0;0;0;97.62;97.62;94.64;97;81;40;21.43;21.43;21.43;15.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051104";100;100;100;0;0;0;0;0;0;0;85;84.76;0;0;0;0;0;0;0;0;100.00;100.00;100.00;85;84.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051105";100;100;98.65;79.73;65.55;61;57.58;33.58;0;0;97.03;97.03;91.40;79.73;65.55;61;57.58;33.58;0;0;59.91;59.91;58.19;97.03;97.03;91.40;79.73;65.55;61;57.58;33.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051107";100;100;100;3.09;3.09;3.09;0;0;0;0;55.21;42.49;4;3.09;3.09;3.09;0;0;0;0;100.00;100.00;100.00;55.21;42.49;4;3.09;3.09;3.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051108";85;85;85;4;4;4;0;0;0;0;26;22;13;4;4;4;0;0;0;0;76.00;74.00;74.00;26;22;13;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051109";100;100;100;96.31;96.31;95.37;72.21;52.79;0;0;99.05;99.05;98.20;96.31;96.31;95.37;72.21;52.79;0;0;100.00;100.00;100.00;99.05;99.05;98.20;96.31;96.31;95.37;72.21;52.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051110";100;100;100;96;96;95;95;95;95;95;100;100;99;96;96;95;95;95;95;95;100.00;100.00;100.00;100;100;98;87;86;79;59.79;28.58;0;0;0;0;0;0;0;0;0;0;95;95;95;95
"01051113";100;100;97.65;71;68;65;46.42;31.22;0;0;99;98;91;71;68;65;46.42;31.22;0;0;94.12;94.12;29.42;99;98;91;71;68;65;46.42;31.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051114";100;100;100;89.65;88;86.20;59.98;27;0.08;0.08;99.30;99.30;96.82;89.65;88;86.20;59.98;27;0.08;0.08;100.00;100.00;99.10;99.30;99.30;96.82;89.65;88;86.20;59.98;27;0;0;0;0;0;0;0;0;0;0;0.08;0.08;0.08;0.08
"01051117";96;96;94;0.59;0.59;0.59;0;0;0;0;17;15;0.59;0.59;0.59;0.59;0;0;0;0;76.44;76.44;69.50;17;15;0.59;0.59;0.59;0.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051118";100;100;81.23;33;33;33;32;32;32;32;99;99;45;33;33;33;32;32;32;32;90.32;82.58;68.71;96;88;21;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;32;32;32;32
"01051119";100;100;100;14.19;8.87;7;4.52;0;0;0;98.70;98.70;65.37;14.19;8.87;7;4.52;0;0;0;100.00;100.00;98.06;98.70;98.70;65.37;14.19;8.87;7;4.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01051120";100;100;97;10;10;10;0;0;0;0;100;100;38.56;10;10;10;0;0;0;0;84.21;84.21;84.21;100;100;38.56;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
