"AGS";"alle Technologien ≥ 1 Mbit/s";"alle Technologien ≥ 2 Mbit/s";"alle Technologien ≥ 6 Mbit/s";"alle Technologien ≥ 16 Mbit/s";"alle Technologien ≥ 30 Mbit/s";"alle Technologien ≥ 50 Mbit/s";"alle Technologien ≥ 100 Mbit/s";"alle Technologien ≥ 200 Mbit/s";"alle Technologien ≥ 400 Mbit/s";"alle Technologien ≥ 1000 Mbit/s";"leitungsg. Technologien ≥ 1 Mbit/s";"leitungsg. Technologien ≥ 2 Mbit/s";"leitungsg. Technologien ≥ 6 Mbit/s";"leitungsg. Technologien ≥ 16 Mbit/s";"leitungsg. Technologien ≥ 30 Mbit/s";"leitungsg. Technologien ≥ 50 Mbit/s";"leitungsg. Technologien ≥ 100 Mbit/s";"leitungsg. Technologien ≥ 200 Mbit/s";"leitungsg. Technologien ≥ 400 Mbit/s";"leitungsg. Technologien ≥ 1000 Mbit/s";"mobile Technologien ≥ 1 Mbit/s";"mobile Technologien ≥ 2 Mbit/s";"mobile Technologien ≥ 6 Mbit/s";"DSL ≥ 1 Mbit/s";"DSL ≥ 2 Mbit/s";"DSL ≥ 6 Mbit/s";"DSL ≥ 16 Mbit/s";"DSL ≥ 30 Mbit/s";"DSL ≥ 50 Mbit/s";"DSL ≥ 100 Mbit/s";"DSL ≥ 200 Mbit/s";"CATV ≥ 1 Mbit/s";"CATV ≥ 2 Mbit/s";"CATV ≥ 6 Mbit/s";"CATV ≥ 16 Mbit/s";"CATV ≥ 30 Mbit/s";"CATV ≥ 50 Mbit/s";"CATV ≥ 100 Mbit/s";"CATV ≥ 200 Mbit/s";"CATV ≥ 400 Mbit/s";"CATV ≥ 1000 Mbit/s";"FTTH/B ≥ 100 Mbit/s";"FTTH/B ≥ 200 Mbit/s";"FTTH/B ≥ 400 Mbit/s";"FTTH/B ≥ 1000 Mbit/s"
"01059121";100;100;100;12.35;10.29;10.29;7.29;2.24;2.24;2.24;71.54;58.15;29.12;12.35;10.29;10.29;7.29;2.24;2.24;2.24;100.00;100.00;100.00;71.54;58.15;29.12;12.35;10.29;10.29;7.29;2.24;0;0;0;0;0;0;0;0;0;0;2.24;2.24;2.24;2.24
"01059123";100;100;100;95;93.51;93.10;92.70;92.56;90.26;90.26;99;99;96;95;93.51;93.10;92.70;92.56;90.26;90.26;78.54;78.54;75.30;99;99;96;95;93.51;93.10;92.70;92.56;0;0;0;0;0;0;0;0;0;0;90.26;90.26;90.26;90.26
"01059124";100;100;100;28.03;22;17;1.30;0;0;0;98.69;98.69;60;28.03;22;17;1.30;0;0;0;100.00;100.00;100.00;98.69;98.69;60;28.03;22;17;1.30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059126";100;100;100;96;91.54;86.82;73.14;61.45;61.45;61.45;99.46;99.46;99.46;96;91.54;86.82;73.14;61.45;61.45;61.45;94.17;94.17;85.53;99.27;99.27;99.27;96;90.77;81.33;50.45;0.06;61.45;61.45;61.45;61.45;61.45;61.45;61.45;61.45;61.45;61.45;0;0;0;0
"01059127";100;100;100;61.58;60.96;60.16;56.03;55.18;54.81;54.81;99;98.12;87;61.58;60.96;60.16;56.03;55.18;54.81;54.81;100.00;100.00;100.00;99;98.12;87;49.32;40.11;35.53;18.55;7.13;54.81;54.81;54.81;54.81;54.81;54.81;54.81;54.81;54.81;54.81;0;0;0;0
"01059128";100;100;97;51.89;42.46;42.17;15.83;0;0;0;98.76;98.76;72.93;51.89;42.46;42.17;15.83;0;0;0;77.78;77.78;69.59;97.65;97.65;71.99;51.89;42.46;42.17;15.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059129";98.47;98.47;82.82;4.93;4.93;4.93;0;0;0;0;93;90;41.32;4.93;4.93;4.93;0;0;0;0;70.99;70.99;57.25;93;90;41.32;4.93;4.93;4.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059131";100;100;100;83;82;82;76.10;69.61;68.78;68.78;98;98;93;83;82;82;76.10;69.61;68.78;68.78;85.40;85.40;84.65;98;98;93;81;81;80;61.94;24.14;68.78;68.78;68.78;68.78;68.78;68.78;68.78;68.78;68.78;68.78;0.70;0.70;0.70;0.70
"01059132";99;99;88;43;36;18;4;4;4;4;96;86;65;43;36;18;4;4;4;4;81.91;81.91;69.28;88;82;62;40;34;15;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4
"01059136";100;100;100;7.05;7.05;7.05;0;0;0;0;12.51;8.10;7.05;7.05;7.05;7.05;0;0;0;0;98.56;98.56;98.56;12.51;8.10;7.05;7.05;7.05;7.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059137";100;100;98.48;51.26;46.29;45.41;28.12;10.27;1.14;1.14;99.47;99.47;72.22;51.26;46.29;45.41;28.12;10.27;1.14;1.14;99.73;85.99;82.42;99.47;99.47;72.22;51.26;46.29;45.41;28.12;10.27;0;0;0;0;0;0;0;0;0;0;1.14;1.14;1.14;1.14
"01059138";100;100;100;93.13;90.49;89.79;87.70;85.89;85.06;85.06;99.06;99.06;96.30;93.13;90.49;89.79;87.70;85.89;85.06;85.06;100.00;100.00;100.00;99.06;99.06;96.07;92.30;89.66;88.73;81.59;53.82;85.06;85.06;85.06;85.06;85.06;85.06;85.06;85.06;85.06;85.06;0;0;0;0
"01059141";100;100;100;96;78.66;55.24;20.19;0;0;0;100;100;100;96;78.66;55.24;20.19;0;0;0;100.00;100.00;100.00;100;100;100;96;78.66;55.24;20.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059142";100;100;100;99.02;99.02;97.34;83.16;57.28;0;0;100;100;99.13;99.02;99.02;97.34;83.16;57.28;0;0;100.00;100.00;100.00;100;100;99.13;99.02;99.02;97.34;83.16;57.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059143";100;100;100;95;91.77;83.90;63.94;38.02;2.30;2.30;100;100;100;95;91.77;83.90;63.94;38.02;2.30;2.30;100.00;100.00;100.00;100;100;100;95;91.77;83.90;63.94;38.02;0;0;0;0;0;0;0;0;0;0;2.30;2.30;2.30;2.30
"01059144";100;100;100;79;69;17;1;1;1;1;94.13;94.13;92.11;79;69;17;1;1;1;1;97.98;97.98;97.64;94.13;94.13;92.11;79;69;17;0.25;0.25;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"01059145";100;100;100;84.86;84.01;81.50;79.65;49.41;0;0;99.11;99.02;95;84.86;84.01;81.50;79.65;49.41;0;0;100.00;100.00;100.00;99.11;99.02;95;84.86;84.01;81.50;79.65;49.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059147";100;100;100;2;2;2;0;0;0;0;11;11;2;2;2;2;0;0;0;0;100.00;100.00;100.00;11;11;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059148";100;100;100;1;1;1;0;0;0;0;17.50;15.45;4;1;1;1;0;0;0;0;100.00;100.00;100.00;17.50;15.45;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059149";100;100;90;57;43;36;0;0;0;0;98;97;77;57;43;36;0;0;0;0;69.47;69.47;47.89;94.73;90.69;77;57;43;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059151";100;100;90;1;1;1;0;0;0;0;93;85.57;5;1;1;1;0;0;0;0;77.87;77.87;76.23;93;85.57;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059152";100;100;97;1;1;1;0;0;0;0;61.46;48.83;1;1;1;1;0;0;0;0;100.00;100.00;94.74;61.46;48.83;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059154";100;100;99.46;95;87;85;63.52;49;49;49;100;99;98;95;87;85;63.52;49;49;49;89.18;88.43;73.51;100;99;98;95;87;78;37.72;0;49;49;49;49;49;49;49;49;49;49;0;0;0;0
"01059155";100;100;100;5.16;2.30;2;0;0;0;0;91.91;89.94;8.37;5.16;2.30;2;0;0;0;0;100.00;100.00;100.00;91.91;89.94;8.37;5.16;2.30;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059157";100;100;100;84;74;38;6.91;0;0;0;99.42;99.24;93;84;74;38;6.91;0;0;0;100.00;100.00;100.00;99.42;99.24;93;84;74;38;6.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059158";100;100;100;91.50;90.99;89.91;70.33;33.65;4.05;4.05;98.46;98.46;95.35;91.50;90.99;89.91;70.33;33.65;4.05;4.05;100.00;100.00;100.00;98.46;98.46;95.35;91.50;90.99;89.91;70.33;33.65;0;0;0;0;0;0;0;0;0;0;4.05;4.05;4.05;4.05
"01059159";100;100;100;86.30;80;74;63.79;47.95;0;0;97.46;96.66;93.57;86.04;80;74;63.79;47.95;0;0;95.01;95.01;93.34;97.46;96.66;93.57;86.04;80;74;63.79;47.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059161";100;100;100;60.66;59.30;58.49;54.96;53.40;53.12;53.12;95.61;93.37;73;60.66;59.30;58.49;54.96;53.40;53.12;53.12;99.47;99.47;99.00;95.60;93.37;73;50.06;48.44;47.59;40.28;17.76;53;53;53;53;53;53;52.66;52.66;52.66;52.66;0.69;0.69;0.69;0.69
"01059162";100;100;100;71;63.43;56.57;35.51;0;0;0;94;92;83;71;63.43;56.57;35.51;0;0;0;100.00;100.00;99.48;91;90;81;70;62.17;56.41;35.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059163";99.46;99.46;97.66;1;1;1;0;0;0;0;25;23;1;1;1;1;0;0;0;0;99.22;99.22;96.09;25;23;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059164";100;100;99.40;2;2;2;0;0;0;0;57;43.35;25.10;2;2;2;0;0;0;0;100.00;100.00;97.14;57;43.35;25.10;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059167";100;100;99;53;50;47;29.33;14.66;0;0;99;99;82;53;50;47;29.33;14.66;0;0;99.12;99.12;96.01;99;99;82;53;50;47;29.33;14.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059168";99;99;98;28;28;27;16.51;1.83;0;0;38;37;32;28;28;27;16.51;1.83;0;0;98.60;98.60;96.07;38;37;32;28;28;27;16.51;1.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059169";99;99;96;47;44.18;41;0;0;0;0;72.88;72.88;62;47;44.18;41;0;0;0;0;98.29;98.29;79.43;71;71;62;45;42;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059171";100;100;100;95;95;94.31;92.33;92.01;91.87;91.87;99.43;99.43;98.69;95;95;94.31;92.33;92.01;91.87;91.87;100.00;94.75;91.05;99.40;99.40;98.60;93;90;87.23;67.77;42.43;89.99;89.99;89.99;89.99;89.99;89.99;89.99;89.99;89.99;89.99;3.74;3.74;3.74;3.74
"01059173";100;100;100;87.51;85.28;73.84;51.78;28.11;0;0;97;97;92;87.51;85.28;73.84;51.78;28.11;0;0;100.00;100.00;95.49;97;97;92;87.51;85.28;73.84;51.78;28.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059174";100;100;100;82.56;80.48;79.77;65.55;64.63;64.63;64.63;97.51;97.19;92;82.56;80.48;79.77;65.55;64.63;64.63;64.63;99.64;99.64;99.27;96.51;96.19;91;66;58.41;57.75;31.87;9.54;70;70;70;70;70;70;64.54;64.54;64.54;64.54;0.09;0.09;0.09;0.09
"01059176";100;100;100;97;93.26;88.96;81.47;78.89;77.17;77.17;100;100;99.24;97;93.26;88.96;81.47;78.89;77.17;77.17;100.00;100.00;93.10;100;100;99.24;97;90.42;77.27;55.84;32.31;78;78;78;78;78;78;77.17;77.17;77.17;77.17;0;0;0;0
"01059177";99.41;99.04;97.04;2.34;2.06;2.06;0;0;0;0;83.42;79.42;60.38;2.34;2.06;2.06;0;0;0;0;62.01;62.01;60.89;83.42;79.42;60.38;2.34;2.06;2.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059178";88.32;87.71;86.28;3;3;3;1.28;1.28;1.28;1.28;17;8;3;3;3;3;1.28;1.28;1.28;1.28;92.39;86.41;83.70;17;8;2.74;2.74;2.74;2.74;1.28;1.28;0;0;0;0;0;0;0;0;0;0;1.28;1.28;1.28;1.28
"01059179";98;98;91;44;37;28;0.12;0.12;0.12;0.12;92;89;69;44;37;28;0.12;0.12;0.12;0.12;75.43;75.43;67.19;83;82;67;44;37;28;0;0;0;0;0;0;0;0;0;0;0;0;0.12;0.12;0.12;0.12
"01059182";100;100;99.41;81.26;67.51;61.58;42.86;20.20;0;0;100;100;98.70;81.26;67.51;61.58;42.86;20.20;0;0;98.74;98.74;96.77;100;100;98.70;81.26;67.51;61.58;42.86;20.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059183";100;100;99.32;90.39;85.16;82.22;70.24;56.87;45.43;45.43;100;100;97.33;90.38;85.16;82.22;70.24;56.87;45.43;45.43;96.34;95.52;92.99;100;100;97.29;90.20;84.66;80.73;58.60;29.92;46;46;46;46;46;46;45.40;45.40;45.40;45.40;0.19;0.19;0.19;0.19
"01059184";100;100;100;79;75.88;74.02;57.07;33.25;28.11;28.11;93;92.67;86.39;79;75.88;74.02;57.07;33.25;28.11;28.11;95.14;95.08;89.90;93;92.67;86.38;79;75.33;73.31;53.44;22.21;26.72;26.72;26.72;26.72;26.72;26.72;26.72;26.72;26.72;26.72;2;2;2;2
"01059185";100;100;100;72.72;69.82;67.21;55.38;43.04;34.74;34.74;92;90;82;72.72;69.82;67.21;55.38;43.04;34.74;34.74;100.00;100.00;99.88;92;90;82;72.48;68.89;66.14;49.16;21.91;37;37;37;37;37;37;34.29;34.29;34.29;34.29;1.22;1.22;1.22;1.22
"01059186";99.83;99.11;98;42.21;40.65;39.91;30.80;16.48;0;0;87;81.74;54.01;42.21;40.65;39.91;30.80;16.48;0;0;98.84;98.84;93.38;87;81.74;54.01;42.21;40.65;39.91;30.80;16.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01059187";100;100;100;78.85;67.95;59.17;29.04;4.84;0;0;99.39;99.39;92.54;78.85;67.95;59.17;29.04;4.84;0;0;97.74;97.74;86.73;99.39;99.39;92.54;78.85;67.95;59.17;29.04;4.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01060002";100;100;100;94;94;94;93;93;93;93;94;94;94;94;94;94;93;93;93;93;100.00;100.00;100.00;22;6.05;4.18;4;4;4;0.20;0.20;0;0;0;0;0;0;0;0;0;0;93;93;93;93
"01060003";100;100;98;95;95;95;95;95;95;95;100;100;95;95;95;95;95;95;95;95;52.44;52.44;37.81;100;100;8;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;95;95;95;95
"01060004";100;100;100;99;98.51;98.29;97.01;96.60;96.59;58;100;100;100;99;98.51;98.29;97.01;96.60;96.59;58;100.00;100.00;100.00;100;100;99;97;92.46;90.45;70.92;33.97;91.69;91.69;91.69;91.69;91.69;91.69;91.69;91.69;91.69;0;58;58;58;58
"01060005";100;100;100;99.26;99.11;99.06;97.46;96.96;76.55;18.93;100;100;100;99.26;99.11;99.06;97.46;96.96;76.55;18.93;100.00;100.00;100.00;100;100;100;98;95.75;94.75;74.65;34.06;96;96;96;96;96;96;94.35;94.35;71.53;0;18.93;18.93;18.93;18.93
"01060006";100;100;96;45;44;44;31;31;31;31;98;97;81;45;44;44;31;31;31;31;100.00;100.00;94.44;98;97;57.36;14;12;12;0.39;0;0;0;0;0;0;0;0;0;0;0;31;31;31;31
"01060007";100;100;100;46.43;46.43;46.43;45.89;45.89;45.89;45.89;52.73;51.77;46.43;46.43;46.43;46.43;45.89;45.89;45.89;45.89;100.00;100.00;100.00;52.73;51.76;27.32;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;45.89;45.89;45.89;45.89
"01060008";100;100;100;98;98;98;98;98;98;98;100;99;98;98;98;98;98;98;98;98;100.00;100.00;100.00;100;79.21;0.35;0.35;0.35;0.35;0;0;0;0;0;0;0;0;0;0;0;0;98;98;98;98
"01060009";100;100;100;87.03;87.03;87.03;86.28;86.28;86.28;86.28;87.08;87.03;87.03;87.03;87.03;87.03;86.28;86.28;86.28;86.28;99.23;99.23;94.07;51;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;86.28;86.28;86.28;86.28
"01060010";100;100;100;95;82;64;51.14;20.94;0;0;99;99;98;95;82;64;51.14;20.94;0;0;66.40;66.40;47.20;99;99;98;95;82;64;51.14;20.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01060011";100;100;100;66;62.04;61.47;56.01;55.99;55.99;55.99;99;99;99;66;62.04;61.47;56.01;55.99;55.99;55.99;100.00;100.00;99.64;99;99;99;41;19;5.31;1.96;0;57;57;57;57;57;57;52.97;52.97;52.97;52.97;4;4;4;4
"01060012";100;100;100;99.16;99.16;98.66;97.82;97.67;97.67;97.67;100;100;100;99.16;99.16;98.66;97.82;97.67;97.67;97.67;100.00;100.00;100.00;100;100;99.26;98;96.08;90.02;65.18;35.78;58.90;58.90;58.90;58.90;58.90;58.90;58.90;58.90;58.90;58.90;93.13;93.13;93.13;93.13
"01060013";100;100;100;95.10;95.10;95.10;95.10;95.10;95.10;95.10;100;97;95.10;95.10;95.10;95.10;95.10;95.10;95.10;95.10;100.00;100.00;100.00;98.10;44;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;95.10;95.10;95.10;95.10
"01060014";100;100;100;0;0;0;0;0;0;0;60;60;0;0;0;0;0;0;0;0;100.00;100.00;100.00;60;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01060015";100;100;100;98;98;96.01;87.31;47.32;0;0;99.30;99.30;99.30;98;98;96.01;87.31;47.32;0;0;100.00;100.00;100.00;99.30;99.30;99.30;98;98;96.01;87.31;47.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01060016";100;100;100;90;90;90;90;90;90;90;91;91;90;90;90;90;90;90;90;90;100.00;100.00;100.00;9.01;9.01;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;90;90;90;90
"01060017";99;99;98;89;89;89;88.09;88.09;88.09;88.09;90;89;89;89;89;89;88.09;88.09;88.09;88.09;70.53;70.53;68.42;8;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;88.09;88.09;88.09;88.09
"01060018";100;100;100;95.10;95.10;95.10;95.10;95.10;95.10;95.10;100;100;99.75;95.10;95.10;95.10;95.10;95.10;95.10;95.10;100.00;100.00;100.00;100;100;94.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95.10;95.10;95.10;95.10
"01060019";100;100;100;100;100;99;98;98;98;98;100;100;100;100;100;99;98;98;98;98;100.00;100.00;100.00;100;100;99.39;96;84;82;73.17;48.31;89;89;89;89;89;89;85.11;85.11;0;0;98;98;98;98
"01060020";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100.00;100.00;100.00;99;98.29;98;97;95.22;90.77;54.93;18.07;92.01;92.01;92.01;92.01;92.01;92.01;92.01;92.01;92.01;0;100;100;100;100
"01060021";100;100;100;98.16;96.36;96.23;94.04;93.49;92.54;91.76;99.95;99.09;98.46;98.16;96.36;96.23;94.04;93.49;92.54;91.76;100.00;100.00;100.00;99.11;96.19;95.44;90.18;87.18;86.31;50.02;28;1;1;1;1;1;1;1;1;1;0;91.76;91.76;91.76;91.76
"01060022";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;81.37;80.12;59.01;100;97;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100
"01060023";100;100;100;94.63;93.55;91.65;85.67;83.02;83.02;83.02;100;100;96.28;94.63;93.55;91.65;85.67;83.02;83.02;83.02;100.00;100.00;100.00;100;100;91;84.30;82.39;72.30;22.54;0;0;0;0;0;0;0;0;0;0;0;83.02;83.02;83.02;83.02
"01060024";100;100;100;95.85;95.49;85.01;33.85;0;0;0;99.12;99.12;99.12;95.85;95.49;85.01;33.85;0;0;0;100.00;100.00;96.94;99.12;99.12;99.12;95.85;95.49;85.01;33.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01060025";100;100;100;89;88;87;82;82;82;82;94;94;91;89;88;87;82;82;82;82;100.00;100.00;100.00;85;83;75;73;70;68;48.36;21.15;0;0;0;0;0;0;0;0;0;0;82;82;82;82
"01060026";100;100;100;89;89;89;89;89;89;89;92.66;91.42;90;89;89;89;89;89;89;89;100.00;100.00;81.82;62.86;48;20.62;17.54;15.00;12.62;6.80;5.51;4.77;4.77;4.77;4.77;4.77;4.77;4.77;4.77;4.77;4.77;89;89;89;89
"01060027";100;100;100;92;92;91;91;91;91;91;97;97;93;92;92;91;91;91;91;91;99.76;99.76;99.20;92;91.15;82;68;65;61;40.89;16.81;0;0;0;0;0;0;0;0;0;0;91;91;91;91
"01060028";100;100;100;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;89.17;88.93;44.40;22;21;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;98;98;98;98
"01060029";100;100;100;99;99;99;98.51;98.51;98.51;98.51;99.24;99.24;99.24;99;99;99;98.51;98.51;98.51;98.51;100.00;100.00;88.56;97;95.12;14.51;3.54;3.54;3.54;0;0;0;0;0;0;0;0;0;0;0;0;98.51;98.51;98.51;98.51
"01060030";100;100;100;98;98;97.21;92;92;92;92;100;100;98.27;98;98;97.21;92;92;92;92;100.00;100.00;100.00;100;100;97.83;97.49;97.49;90.52;33.43;0;1;1;1;1;1;1;0.41;0.41;0.41;0;92;92;92;92
"01060031";100;100;100;97;97;97;97;97;97;97;99;99;98;97;97;97;97;97;97;97;82.91;82.91;54.27;88;23;7;1.66;1.66;1.58;1.26;1.26;0;0;0;0;0;0;0;0;0;0;97;97;97;97
"01060033";100;100;100;93;93;93;93;93;93;93;97.37;97;93;93;93;93;93;93;93;93;85.24;85.24;78.97;80.80;80.29;1.38;1.38;1.38;1.13;0;0;0;0;0;0;0;0;0;0;0;0;93;93;93;93
"01060034";100;100;100;94.30;92.84;92.71;92;92;92;92;99;99;99;94.30;92.84;92.71;92;92;92;92;100.00;100.00;100.00;97;97;95;75.84;65;55;34.55;1.36;0;0;0;0;0;0;0;0;0;0;92;92;92;92
"01060035";100;100;100;92;92;92;92;92;92;92;99.23;99.23;95;92;92;92;92;92;92;92;81.90;81.90;80.70;97.91;97.91;22;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;92;92;92;92
"01060036";100;100;91;35.56;35.56;35.56;31.19;31.19;31.19;31.19;86.64;80.80;43.17;35.56;35.56;35.56;31.19;31.19;31.19;31.19;100.00;99.66;82.03;61;50;13;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;31.19;31.19;31.19;31.19
"01060037";100;100;99;95;94;93;87;87;87;87;100;100;99;95;94;93;87;87;87;87;45.31;45.31;25.00;99;99;95;89;79.95;74.88;14.72;0;0;0;0;0;0;0;0;0;0;0;87;87;87;87
"01060038";100;100;100;61;60;48;24.15;1;1;1;100;100;84;61;60;48;24.15;1;1;1;100.00;100.00;100.00;99;99;83;61;60;47;23.83;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"01060039";100;100;100;99;99;99;96.62;96.35;96.33;91;100;100;99;99;99;99;96.62;96.35;96.33;91;100.00;100.00;99.79;99.22;99.09;97;88;85.83;84.18;68.31;40.35;86.89;86.89;86.89;86.89;86.89;86.89;86.89;86.89;86.89;0;91;91;91;91
"01060040";100;100;100;98.52;98.45;97.21;96.39;96;96;96;100;100;99.11;98.52;98.45;97.21;96.39;96;96;96;100.00;100.00;100.00;100;100;98.28;90.04;89.42;77.60;45.62;19.74;84;84;84;84;84;84;84;84;84;0;96;96;96;96
"01060041";100;100;100;93;93;93;92;92;92;92;99;94;93;93;93;93;92;92;92;92;100.00;100.00;100.00;95;82;81;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;92;92;92;92
"01060042";100;100;100;99;99;97.10;97.10;97.10;97.10;97.10;100;100;99;99;99;97.10;97.10;97.10;97.10;97.10;80.75;79.50;40.37;100;100;99;99;95.24;83;44.94;0;0;0;0;0;0;0;0;0;0;0;97.10;97.10;97.10;97.10
"01060043";100;100;100;100;99.53;99.43;99.11;99.11;99.11;98.83;100;100;100;100;99.53;99.43;99.11;99.11;99.11;98.83;90.48;90.48;38.64;100;99.19;97;96.67;96.39;93.55;76.98;21.30;63.52;63.52;63.52;63.52;63.52;63.52;63.52;63.52;63.52;0;98.83;98.83;98.83;98.83
"01060044";100;100;100;99.42;99.20;98.50;94.73;91.54;91.08;1.85;100;100;100;99.42;99.20;98.50;94.73;91.54;91.08;1.85;100.00;100.00;100.00;100;100;100;98.27;97.87;96.96;81.72;27.18;90.61;90.61;90.61;90.61;90.61;90.61;90.61;90.61;90.61;0;1.85;1.85;1.85;1.85
"01060045";100;100;100;100;98.03;97.14;93.36;91;91;91;100;100;100;100;98.03;97.14;93.36;91;91;91;99.72;99.72;39.36;99.99;99.99;99.99;99.99;97.58;93.75;63.59;0;0;0;0;0;0;0;0;0;0;0;91;91;91;91
"01060046";100;100;100;98;98;98;97;97;97;97;98;98;98;98;98;98;97;97;97;97;100.00;100.00;100.00;81;40.73;3;3;3;3;0;0;45;45;45;45;45;45;41.07;41.07;41.07;0;97;97;97;97
"01060047";100;100;100;97;94;91.60;79.77;75.92;72.67;2;99;99;98.08;97;94;91.60;79.77;75.92;72.67;2;99.94;99.94;99.53;99;99;98.08;97;92;86.12;53.04;11.44;76;76;76;76;76;76;72.33;72.33;72.33;0;2;2;2;2
"01060048";100;100;100;100;96.35;96.35;83.62;73.51;56;56;100;100;100;100;96.35;96.35;83.62;73.51;56;56;100.00;100.00;100.00;100;100;98;94.11;70.67;61.23;34.44;23.06;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0;56;56;56;56
"01060049";100;100;100;99;99;99;98.70;98.70;98.70;96;100;100;99.01;99;99;99;98.70;98.70;98.70;96;100.00;100.00;100.00;100;100;99;98;98;98;60.69;0.03;92;92;92;92;92;92;87.95;87.95;87.95;0;96;96;96;96
"01060050";100.00;100.00;81.08;2.38;2.38;2.38;0;0;0;0;61;38;8;2.38;2.38;2.38;0;0;0;0;98.82;98.82;69.41;61;38;8;2.38;2.38;2.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01060051";100;100;100;100;99.43;98.31;98.31;98.31;98.31;98.31;100;100;100;100;99.43;98.31;98.31;98.31;98.31;98.31;100.00;100.00;94.91;99.43;99.43;99.43;94.06;68.51;52.05;31.29;0;0;0;0;0;0;0;0;0;0;0;98.31;98.31;98.31;98.31
"01060052";100;100;100;85;85;85;85;85;85;85;97;96.02;85.97;85;85;85;85;85;85;85;51.84;51.47;41.18;85;79;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;85;85;85;85
"01060053";100;100;100;92;89;86;84;84;84;84;100;100;92;92;89;86;84;84;84;84;100.00;100.00;100.00;100;100;92;86.06;82.42;76.81;55.57;33.59;0;0;0;0;0;0;0;0;0;0;84;84;84;84
"01060054";100;100;100;91.06;87.41;82.11;48.84;20.93;3;3;93.22;91.62;91.35;91.06;87.41;82.11;48.84;20.93;3;3;100.00;100.00;100.00;92.16;91.62;91.35;90.90;86.92;81.47;48.21;20.25;0;0;0;0;0;0;0;0;0;0;3;3;3;3
"01060056";100;100;97;88.59;88.35;88.35;88.35;88.35;88.35;88.35;99.99;99.99;89.49;88.59;88.35;88.35;88.35;88.35;88.35;88.35;87.38;87.38;57.28;99.99;99.99;48.64;7.18;3;3;0;0;0;0;0;0;0;0;0;0;0;0;88.35;88.35;88.35;88.35
