"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_200_1";"verf_200_2";"verf_200_6";"verf_200_16";"verf_200_30";"verf_200_50";"verf_200_100";"verf_200_200";"verf_200_400";"verf_200_1000";"verf_300_1";"verf_300_2";"verf_300_6";"verf_300_16";"verf_300_30";"verf_300_50";"verf_300_100";"verf_300_200";"verf_300_400";"verf_300_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_ftth_1";"verf_ftth_2";"verf_ftth_6";"verf_ftth_16";"verf_ftth_30";"verf_ftth_50";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_plc_1";"verf_plc_2";"verf_plc_6";"verf_plc_16";"verf_plc_30";"verf_plc_50";"verf_plc_100";"verf_plc_200";"verf_plc_400";"verf_plc_1000";"verf_umts_1";"verf_umts_2";"verf_lte_1";"verf_lte_2";"verf_lte_6";"verf_wlan_1";"verf_wlan_2";"verf_wlan_6";"verf_wlan_16";"verf_wlan_30";"verf_wlan_50";"verf_wlan_100";"verf_wlan_200";"verf_wlan_400";"verf_wlan_1000";"verf_wimax_1";"verf_wimax_2";"verf_wimax_6";"verf_wimax_16";"verf_wimax_30";"verf_wimax_50";"verf_wimax_100";"verf_wimax_200";"verf_wimax_400";"verf_wimax_1000"
"08325";99.45;99.34;99.06;97.48;95.91;93.30;72.62;72.62;70.33;0.04;95.28;94.18;91.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.97;99.97;99.93;97.48;95.91;93.30;72.62;72.62;70.33;0.04;99.19;99.04;98.49;96.61;92.55;85.95;17.30;17.26;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;70.55;70.55;70.55;70.55;70.55;70.55;70.33;70.33;70.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;84.11;58.59;94.18;94.18;92.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08326";97.23;96.22;93.70;88.45;86.96;85.48;75.39;75.39;72.22;7.40;97.30;93.23;89.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.40;99.25;97.53;88.45;86.96;85.48;75.39;75.39;72.22;7.40;95.70;92.14;85.77;74.02;66.32;61.99;22.63;22.63;7.40;7.40;7.40;7.40;7.40;7.40;7.40;7.40;7.40;7.40;66.40;66.40;66.40;66.40;66.40;66.40;65.80;65.80;65.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;87.41;45.79;91.97;91.97;90.92;15.44;15.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08327";99.42;99.22;97.86;95.67;94.11;92.79;85.86;85.86;84.96;0.53;96.33;90.56;87.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.94;99.94;99.44;95.67;94.11;92.79;85.86;85.86;84.96;0.53;95.27;93.57;87.45;76.68;68.91;60.80;4.18;4.18;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.53;84.62;84.62;84.62;84.62;84.62;84.62;84.43;84.43;84.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;85.36;45.74;90.56;90.56;89.62;0.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08335";98.80;97.70;95.11;91.03;84.56;79.61;66.58;65.56;63.66;5.88;96.21;94.11;89.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.69;99.35;98.04;91.03;84.56;79.61;66.58;65.56;63.66;5.88;98.26;96.77;92.70;84.92;57.05;48.15;10.32;10.32;5.88;5.88;5.88;5.88;5.88;5.88;5.88;5.88;5.88;5.88;65.37;65.37;65.37;65.37;65.37;65.37;63.55;63.55;63.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;92.01;49.36;92.95;92.95;91.01;2.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08336";94.81;93.32;88.98;81.65;78.34;75.98;61.22;61.22;56.71;11.63;97.16;93.55;80.49;0.27;0.00;0.00;0.00;0.00;0.00;0.00;99.11;98.67;96.09;81.78;78.34;75.98;61.22;61.22;56.71;11.63;94.80;93.26;88.50;80.15;72.61;67.22;29.83;29.83;11.63;11.63;11.63;11.63;11.63;11.63;11.63;11.63;11.63;11.63;57.02;57.02;57.02;57.02;57.02;57.02;56.54;56.54;56.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;86.24;42.15;90.78;90.78;87.51;6.03;6.03;0.29;0.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08337";91.35;88.30;77.32;65.56;62.96;62.12;46.09;45.28;42.97;1.24;85.20;77.63;66.97;31.98;23.73;23.73;0.00;0.00;0.00;0.00;98.03;97.18;92.91;77.80;71.02;70.25;46.09;45.28;42.97;1.24;89.10;84.26;70.30;53.20;47.50;44.93;9.05;9.05;1.24;1.24;1.24;1.24;1.24;1.24;1.24;1.24;1.24;1.24;43.55;43.55;43.55;43.55;43.55;43.55;42.71;42.70;42.50;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;61.13;34.89;59.43;59.43;56.09;34.60;34.60;34.60;31.79;23.50;23.50;0.00;0.00;0.00;0.00;0.08;0.08;0.08;0.08;0.08;0.08;0.00;0.00;0.00;0.00
"08415";98.94;98.34;95.89;92.81;90.33;86.72;71.98;71.98;67.42;0.10;98.78;98.78;96.89;6.98;0.00;0.00;0.00;0.00;0.00;0.00;99.98;99.97;99.65;95.85;90.33;86.72;71.98;71.98;67.42;0.10;98.77;98.12;93.95;87.42;82.55;75.54;33.00;33.00;0.10;0.10;0.10;0.10;0.10;0.10;0.10;0.10;0.10;0.10;67.50;67.50;67.50;67.50;67.50;67.50;67.42;67.42;67.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;87.33;41.59;98.18;98.18;96.85;7.00;6.97;6.97;6.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08416";99.97;99.84;99.38;96.16;92.69;89.23;73.15;73.15;68.82;0.48;98.91;97.64;94.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;99.98;96.16;92.69;89.23;73.15;73.15;68.82;0.48;99.93;99.57;97.07;89.36;75.32;66.43;31.09;31.09;0.48;0.48;0.48;0.48;0.48;0.48;0.48;0.48;0.48;0.48;69.20;69.20;69.20;69.20;69.20;69.20;68.82;68.82;68.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91.70;47.72;97.64;97.64;95.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08417";98.81;98.22;94.36;88.10;84.98;79.35;60.02;59.97;52.04;0.00;93.76;93.10;89.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.96;99.96;99.53;88.10;84.98;79.35;60.02;59.97;52.04;0.00;96.64;95.47;89.39;80.90;76.03;67.15;18.54;18.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52.67;52.67;52.67;52.67;52.67;52.67;52.04;52.04;52.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;81.57;47.75;92.53;92.53;91.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08421";100.00;100.00;100.00;99.00;97.00;96.00;92.00;87.00;85.00;1.00;100.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;100.00;97.00;96.00;92.00;87.00;85.00;1.00;99.00;99.00;98.00;94.00;77.00;68.00;32.00;20.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;88.00;88.00;88.00;88.00;88.00;88.00;87.00;87.00;85.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.00;43.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08425";97.59;96.87;93.80;89.73;85.64;78.38;54.04;54.03;52.26;0.44;97.16;96.53;94.92;37.42;0.00;0.00;0.00;0.00;0.00;0.00;99.72;99.47;99.03;93.56;85.64;78.38;54.04;54.03;52.26;0.44;95.49;94.74;87.97;79.31;70.00;58.06;8.08;8.08;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44;52.47;52.47;52.47;52.47;52.47;52.47;52.22;52.22;52.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;77.64;39.11;95.13;95.13;94.26;43.02;37.42;37.42;37.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08426";97.80;97.04;93.84;89.58;86.07;80.09;56.86;55.81;51.38;2.71;92.82;90.32;86.23;9.20;0.00;0.00;0.00;0.00;0.00;0.00;99.76;99.27;98.12;89.62;86.07;80.09;56.86;55.81;51.38;2.71;94.74;93.29;88.58;78.74;69.51;61.40;17.90;17.90;2.71;2.71;2.71;2.71;2.71;2.71;2.71;2.71;2.71;2.71;50.74;50.74;50.74;50.74;50.74;50.74;50.54;50.54;50.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;66.55;38.36;90.22;90.22;88.20;29.61;9.18;9.18;9.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08435";98.81;97.06;92.12;87.02;85.34;83.21;71.67;71.65;69.22;0.65;98.86;95.69;94.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.99;99.66;98.28;87.02;85.34;83.21;71.67;71.65;69.22;0.65;97.79;96.01;88.97;76.21;71.51;63.27;23.67;23.67;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;69.41;69.41;69.41;69.41;69.41;69.41;69.22;69.22;69.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;90.52;48.75;95.69;95.69;94.75;36.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08436";97.34;96.61;91.93;85.12;82.22;78.61;62.94;62.94;56.99;0.26;96.96;95.43;90.93;4.80;0.00;0.00;0.00;0.00;0.00;0.00;99.82;99.60;98.14;85.98;82.22;78.61;62.94;62.94;56.99;0.26;96.59;95.27;90.01;78.29;72.45;65.03;23.65;23.65;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;57.19;57.19;57.19;57.19;57.19;57.19;56.88;56.88;56.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;77.79;40.51;95.38;95.38;93.28;54.01;4.80;4.80;4.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"08437";98.87;98.67;96.92;90.26;86.77;80.41;45.07;45.00;42.08;0.00;95.27;89.11;82.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.85;99.50;99.02;90.26;86.77;80.41;45.07;45.00;42.08;0.00;97.23;96.76;93.54;75.54;71.64;63.80;7.48;7.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;42.64;42.64;42.64;42.64;42.64;42.64;42.08;42.08;42.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;67.38;40.73;89.08;89.08;87.31;34.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09161";100.00;100.00;99.00;99.00;98.00;97.00;90.00;90.00;85.00;85.00;100.00;99.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;99.00;98.00;97.00;90.00;90.00;85.00;85.00;100.00;100.00;99.00;96.00;92.00;88.00;60.00;60.00;25.00;25.00;25.00;25.00;25.00;25.00;25.00;25.00;25.00;25.00;87.00;87.00;87.00;87.00;87.00;87.00;85.00;85.00;85.00;85.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.00;32.00;99.00;99.00;99.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09162";100.00;100.00;100.00;100.00;98.00;97.00;94.00;93.00;89.00;89.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;100.00;98.00;97.00;94.00;93.00;89.00;89.00;100.00;100.00;100.00;100.00;91.00;79.00;63.00;63.00;43.00;43.00;43.00;43.00;43.00;43.00;43.00;43.00;43.00;43.00;90.00;90.00;90.00;90.00;90.00;90.00;90.00;90.00;89.00;89.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;39.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09163";100.00;100.00;100.00;100.00;100.00;100.00;61.00;57.00;12.00;12.00;100.00;100.00;99.00;13.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;100.00;100.00;100.00;61.00;57.00;12.00;12.00;100.00;100.00;100.00;99.00;92.00;87.00;53.00;53.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;99.00;99.00;99.00;99.00;99.00;99.00;7.00;7.00;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;39.00;100.00;100.00;100.00;14.00;14.00;14.00;13.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09171";98.16;97.63;95.10;91.44;89.84;87.36;76.39;76.39;70.96;56.47;98.42;98.38;96.82;29.48;29.48;29.48;0.00;0.00;0.00;0.00;99.91;99.85;99.53;93.66;92.27;90.08;76.39;76.39;70.96;56.47;93.19;91.36;84.87;69.54;61.29;54.54;10.12;10.12;1.47;1.47;1.47;1.47;1.47;1.47;1.47;1.47;1.47;1.47;77.68;77.68;77.68;77.68;77.68;77.68;74.81;74.81;70.71;55.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.48;46.57;94.69;94.69;90.55;51.33;51.33;51.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29.46;29.46;29.46;29.46;29.46;29.46;0.00;0.00;0.00;0.00
"09172";98.32;97.22;93.29;87.46;82.94;79.14;68.74;68.28;66.24;49.28;98.24;98.14;96.62;68.80;68.80;68.80;0.00;0.00;0.00;0.00;99.78;99.76;99.47;95.75;94.19;92.68;68.74;68.28;66.24;49.28;96.37;95.37;88.63;76.42;54.97;44.30;13.31;13.31;1.89;1.89;1.89;1.89;1.89;1.89;1.89;1.89;1.89;1.89;68.28;68.28;68.28;68.28;68.28;68.28;66.24;66.24;66.24;49.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;84.86;49.14;91.73;91.73;89.65;14.28;14.28;14.28;14.18;13.28;13.28;0.00;0.00;0.00;0.00;68.80;68.80;68.80;68.80;68.80;68.80;0.00;0.00;0.00;0.00
"09173";98.59;98.18;96.85;91.30;88.48;83.51;58.29;57.89;52.44;52.44;99.90;99.90;99.45;40.78;34.89;0.00;0.00;0.00;0.00;0.00;100.00;100.00;99.96;93.41;91.24;83.51;58.29;57.89;52.44;52.44;98.36;98.00;94.97;76.77;69.92;61.24;6.76;6.76;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;1.19;55.76;55.76;55.76;55.76;55.76;55.76;52.34;52.34;52.34;52.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;84.76;46.83;98.72;98.72;98.43;41.93;41.93;41.93;40.78;34.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09174";99.91;99.77;99.03;96.05;93.83;86.73;69.90;68.13;61.95;61.95;99.62;99.62;98.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;96.05;93.83;86.73;69.90;68.13;61.95;61.95;98.74;98.08;94.30;87.14;78.99;68.23;33.96;33.96;38.78;38.78;38.78;38.78;38.78;38.78;38.78;38.78;38.78;38.78;56.25;56.25;56.25;56.25;56.25;56.25;48.41;48.41;48.41;48.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;85.24;46.53;99.62;99.62;99.42;0.47;0.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09175";99.67;99.46;98.21;94.29;86.78;81.14;62.90;62.35;40.30;28.88;99.27;99.27;98.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;99.99;99.95;94.29;86.78;81.14;62.90;62.35;40.30;28.88;99.60;99.40;97.99;92.09;75.70;65.18;28.03;28.03;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;45.52;45.52;45.52;45.52;45.52;45.52;43.70;43.70;39.59;27.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;92.90;54.99;99.27;99.27;99.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09176";98.66;98.26;96.56;93.69;88.06;82.63;49.06;49.06;41.60;20.22;96.63;96.36;95.16;0.17;0.00;0.00;0.00;0.00;0.00;0.00;99.71;99.67;99.49;93.86;88.06;82.63;49.06;49.06;41.60;20.22;98.28;97.88;93.92;87.31;78.82;70.62;22.11;22.11;2.16;2.16;2.16;2.16;2.16;2.16;2.16;2.16;2.16;2.16;40.55;40.55;40.55;40.55;40.55;40.55;39.95;39.95;39.95;18.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;83.06;49.86;96.28;96.28;95.63;0.15;0.15;0.15;0.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09177";98.64;98.61;97.30;94.25;91.63;85.03;50.30;49.87;13.61;5.74;98.81;98.75;97.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.99;99.99;99.80;94.25;91.63;85.03;50.30;49.87;13.61;5.74;97.71;97.41;95.51;89.83;84.47;74.92;19.42;19.42;2.14;2.14;2.14;2.14;2.14;2.14;2.14;2.14;2.14;2.14;44.92;44.92;44.92;44.92;44.92;44.92;37.88;37.24;11.79;3.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;85.79;47.41;98.70;98.70;97.96;0.43;0.43;0.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09178";98.69;98.30;96.88;95.17;92.79;89.40;64.67;64.67;57.47;57.47;99.02;99.01;98.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.98;99.98;99.90;95.17;92.79;89.40;64.67;64.67;57.47;57.47;98.09;97.41;95.79;92.22;87.01;80.04;42.35;42.35;24.35;24.35;24.35;24.35;24.35;24.35;24.35;24.35;24.35;24.35;57.99;57.99;57.99;57.99;57.99;57.99;56.44;56.44;56.44;56.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91.11;49.78;98.99;98.99;98.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09179";99.94;99.93;99.64;98.96;96.93;93.84;80.03;80.03;72.00;72.00;99.88;99.88;99.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;98.96;96.93;93.84;80.03;80.03;72.00;72.00;99.19;99.08;98.02;97.03;90.53;84.22;58.00;58.00;8.90;8.90;8.90;8.90;8.90;8.90;8.90;8.90;8.90;8.90;74.80;74.80;74.80;74.80;74.80;74.80;69.89;69.89;69.89;69.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;95.40;46.87;99.88;99.88;99.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09180";99.65;99.55;98.76;96.72;94.74;92.75;70.87;70.87;66.32;50.52;97.97;97.97;97.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;99.97;96.72;94.74;92.75;70.87;70.87;66.32;50.52;99.30;99.25;97.96;92.53;89.85;85.78;14.91;14.91;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;69.77;69.77;69.77;69.77;69.77;69.77;66.24;66.24;66.24;50.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;89.04;46.89;97.97;97.97;97.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09181";98.49;98.36;97.32;91.96;89.07;79.07;40.49;40.49;7.62;7.62;95.82;95.55;89.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.89;99.87;99.59;91.96;89.07;79.07;40.49;40.49;7.62;7.62;98.41;98.28;97.23;88.60;80.72;70.64;24.86;24.86;3.31;3.31;3.31;3.31;3.31;3.31;3.31;3.31;3.31;3.31;32.37;32.37;32.37;32.37;32.37;32.37;31.33;31.33;4.41;4.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;74.33;47.40;95.29;95.29;92.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09182";99.05;98.91;97.34;94.37;91.88;87.84;68.57;68.40;63.30;63.30;98.80;98.80;97.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.97;99.97;99.79;94.37;91.88;87.84;68.57;68.40;63.30;63.30;98.10;97.79;94.24;89.80;85.86;79.43;20.06;20.06;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.53;65.30;65.30;65.30;65.30;65.30;65.30;63.01;63.01;63.01;63.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;85.39;44.79;98.75;98.75;98.14;3.28;3.28;1.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09183";98.77;98.24;96.14;90.44;87.68;81.66;56.19;56.19;27.29;3.34;97.73;97.30;95.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.94;99.94;99.45;90.44;87.68;81.66;56.19;56.19;27.29;3.34;98.36;97.74;94.85;83.95;80.12;70.58;13.84;13.84;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;52.11;52.11;52.11;52.11;52.11;52.11;49.74;49.74;25.07;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;77.60;42.03;97.29;97.29;96.80;40.73;40.73;40.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09184";99.96;99.83;99.58;98.92;96.48;93.35;80.91;80.78;72.26;71.25;100.00;100.00;99.97;0.56;0.18;0.08;0.00;0.00;0.00;0.00;100.00;100.00;99.99;98.92;96.48;93.35;80.91;80.78;72.26;71.25;99.90;99.73;99.40;98.41;89.01;77.65;46.97;46.94;4.23;4.23;4.23;4.23;4.23;4.23;4.23;4.23;4.23;4.23;76.85;76.85;76.85;76.39;76.39;76.39;72.46;72.43;71.82;70.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.02;46.29;100.00;100.00;99.99;0.57;0.57;0.57;0.56;0.18;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09185";97.70;97.04;95.48;91.04;82.46;75.44;46.08;45.07;39.74;39.74;94.52;94.52;90.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.44;99.29;98.52;91.04;82.46;75.44;46.08;45.07;39.74;39.74;95.83;94.89;92.62;85.69;63.62;54.58;8.71;8.71;6.97;6.97;6.97;6.97;6.97;6.97;6.97;6.97;6.97;6.97;38.16;38.16;38.16;38.16;38.16;38.16;36.56;36.56;36.56;36.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;72.13;33.12;94.52;94.52;93.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"09186";99.17;99.00;97.58;93.31;87.48;81.04;58.31;58.27;52.03;52.03;98.44;98.44;97.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;99.93;93.31;87.48;81.04;58.31;58.27;52.03;52.03;98.76;98.53;96.48;89.37;78.30;65.85;16.62;16.62;5.51;5.51;5.51;5.51;5.51;5.51;5.51;5.51;5.51;5.51;48.79;48.79;48.79;48.79;48.79;48.79;48.02;48.02;48.02;48.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;85.12;46.75;98.44;98.44;97.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
