"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_200_1";"verf_200_2";"verf_200_6";"verf_200_16";"verf_200_30";"verf_200_50";"verf_200_100";"verf_200_200";"verf_200_400";"verf_200_1000";"verf_300_1";"verf_300_2";"verf_300_6";"verf_300_16";"verf_300_30";"verf_300_50";"verf_300_100";"verf_300_200";"verf_300_400";"verf_300_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_ftth_1";"verf_ftth_2";"verf_ftth_6";"verf_ftth_16";"verf_ftth_30";"verf_ftth_50";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_plc_1";"verf_plc_2";"verf_plc_6";"verf_plc_16";"verf_plc_30";"verf_plc_50";"verf_plc_100";"verf_plc_200";"verf_plc_400";"verf_plc_1000";"verf_umts_1";"verf_umts_2";"verf_lte_1";"verf_lte_2";"verf_lte_6";"verf_wlan_1";"verf_wlan_2";"verf_wlan_6";"verf_wlan_16";"verf_wlan_30";"verf_wlan_50";"verf_wlan_100";"verf_wlan_200";"verf_wlan_400";"verf_wlan_1000";"verf_wimax_1";"verf_wimax_2";"verf_wimax_6";"verf_wimax_16";"verf_wimax_30";"verf_wimax_50";"verf_wimax_100";"verf_wimax_200";"verf_wimax_400";"verf_wimax_1000"
"05378";99.67;99.23;97.90;96.33;94.57;92.33;53.72;53.31;47.49;1.32;100.00;99.65;97.44;1.57;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;96.97;94.57;92.33;53.72;53.31;47.49;1.32;99.54;99.02;97.81;96.11;93.38;88.30;19.26;19.26;1.32;1.32;1.32;1.32;1.32;1.32;1.32;1.32;1.32;1.32;49.52;49.52;49.52;49.52;49.52;49.52;47.24;47.24;47.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.42;44.81;99.14;99.14;98.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.95;1.95;1.95;1.48;0.00;0.00;0.00;0.00;0.00;0.00
"05382";99.06;98.83;97.75;95.58;93.72;90.82;59.12;58.29;51.93;1.53;99.90;99.73;97.21;17.06;9.96;0.00;0.00;0.00;0.00;0.00;100.00;99.97;99.90;96.25;94.02;90.82;59.12;58.29;51.93;1.53;98.96;98.72;97.67;95.17;92.63;87.07;35.02;34.27;1.53;1.53;1.53;1.53;1.53;1.53;1.53;1.53;1.53;1.53;52.94;52.94;52.94;52.94;52.94;52.94;51.93;51.93;51.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;95.66;43.49;99.46;99.46;98.59;1.31;1.31;1.31;1.31;0.00;0.00;0.00;0.00;0.00;0.00;18.04;18.04;18.01;16.21;9.96;0.00;0.00;0.00;0.00;0.00
"05512";100.00;100.00;100.00;99.00;98.00;97.00;90.00;90.00;88.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;99.00;98.00;97.00;90.00;90.00;88.00;0.00;100.00;100.00;100.00;98.00;94.00;90.00;44.00;44.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;88.00;88.00;88.00;88.00;88.00;88.00;88.00;88.00;88.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;48.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05513";100.00;100.00;100.00;99.00;99.00;98.00;92.00;91.00;90.00;6.00;100.00;100.00;99.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;99.00;99.00;98.00;92.00;91.00;90.00;6.00;100.00;100.00;99.00;98.00;94.00;91.00;24.00;24.00;6.00;6.00;6.00;6.00;6.00;6.00;6.00;6.00;6.00;6.00;90.00;90.00;90.00;90.00;90.00;90.00;90.00;90.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;45.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05515";100.00;100.00;99.00;97.00;95.00;94.00;84.00;84.00;79.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;97.00;95.00;94.00;84.00;84.00;79.00;0.00;100.00;100.00;99.00;96.00;90.00;85.00;58.00;58.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;81.00;81.00;81.00;81.00;81.00;81.00;79.00;79.00;79.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;48.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05554";98.54;98.41;96.64;92.36;88.92;87.22;72.52;68.28;61.26;26.01;100.00;100.00;98.88;26.87;4.87;0.00;0.00;0.00;0.00;0.00;100.00;100.00;99.95;93.87;89.73;87.22;72.52;68.28;61.26;26.01;97.83;97.52;94.43;85.94;76.56;71.97;34.24;32.10;26.01;26.01;26.01;26.01;26.01;26.01;26.01;26.01;26.01;26.01;44.28;44.28;44.28;44.28;44.28;44.28;44.23;44.23;44.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;98.60;56.67;99.95;99.95;99.42;29.32;29.25;27.80;26.73;4.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05558";97.73;97.38;94.89;89.93;88.19;86.70;71.26;67.62;64.20;21.00;99.25;99.25;98.95;30.92;24.42;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;92.02;89.65;86.70;71.26;67.62;64.20;21.00;96.97;96.11;90.99;77.49;73.31;69.22;19.85;19.85;21.00;21.00;21.00;21.00;21.00;21.00;21.00;21.00;21.00;21.00;54.96;54.96;54.96;54.96;54.96;54.96;52.85;52.85;52.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.19;56.58;99.25;99.25;99.16;30.92;30.92;30.92;30.92;24.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05562";99.64;99.59;98.63;95.58;93.59;92.73;83.36;83.36;79.29;0.17;100.00;100.00;99.09;3.66;3.66;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;95.82;93.83;92.73;83.36;83.36;79.29;0.17;99.43;99.25;98.31;92.88;82.17;78.17;30.90;30.90;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;79.50;79.50;79.50;79.50;79.50;79.50;79.11;79.11;79.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.83;49.44;100.00;100.00;99.70;3.66;3.66;3.66;3.66;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05566";98.52;97.75;95.30;91.16;88.07;84.32;69.61;61.07;56.71;12.06;100.00;99.97;99.40;12.82;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;99.86;92.26;88.07;84.32;69.61;61.07;56.71;12.06;97.19;96.47;92.41;84.14;78.90;68.82;39.93;14.21;12.06;12.06;12.06;12.06;12.06;12.06;12.06;12.06;12.06;12.06;50.39;50.39;50.39;50.39;50.39;50.39;49.84;49.84;49.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.28;55.11;99.80;99.80;99.60;2.25;2.25;2.25;1.94;0.00;0.00;0.00;0.00;0.00;0.00;10.88;10.88;10.88;10.88;0.00;0.00;0.00;0.00;0.00;0.00
"05570";98.14;97.66;94.17;88.57;85.93;84.73;74.66;74.24;71.77;14.59;100.00;100.00;99.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;88.57;85.93;84.73;74.66;74.24;71.77;14.59;97.31;96.70;91.50;75.56;68.63;65.04;16.38;16.38;14.59;14.59;14.59;14.59;14.59;14.59;14.59;14.59;14.59;14.59;59.97;59.97;59.97;59.97;59.97;59.97;59.44;59.44;59.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.22;54.83;100.00;100.00;99.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05711";100.00;100.00;99.00;96.00;88.00;87.00;82.00;81.00;79.00;1.00;100.00;100.00;99.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;96.00;88.00;87.00;82.00;81.00;79.00;1.00;100.00;100.00;99.00;95.00;54.00;46.00;17.00;16.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;79.00;79.00;79.00;79.00;79.00;79.00;79.00;79.00;79.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.00;43.00;100.00;100.00;99.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05754";98.44;98.08;94.58;86.41;80.66;77.92;60.78;60.54;52.60;0.92;99.98;99.98;99.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;99.92;86.41;80.66;77.92;60.78;60.54;52.60;0.92;98.35;97.76;93.71;84.15;75.27;69.57;21.88;21.65;0.92;0.92;0.92;0.92;0.92;0.92;0.92;0.92;0.92;0.92;52.99;52.99;52.99;52.99;52.99;52.99;52.60;52.60;52.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.97;47.17;99.98;99.98;99.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05758";99.89;99.75;98.67;96.11;93.71;91.86;75.49;74.74;63.11;0.00;99.92;99.48;97.83;2.13;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;99.93;96.11;93.71;91.86;75.49;74.74;63.11;0.00;99.80;99.53;98.50;95.53;90.38;85.54;42.66;42.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;63.51;63.51;63.51;63.51;63.51;63.51;63.11;63.11;63.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;96.27;46.27;99.48;99.48;99.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.13;2.13;2.13;2.13;0.00;0.00;0.00;0.00;0.00;0.00
"05762";96.46;95.19;90.75;87.76;76.16;74.44;54.27;52.97;48.67;0.00;97.60;96.84;95.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.59;99.31;98.01;87.76;76.16;74.44;54.27;52.97;48.67;0.00;95.39;94.35;88.52;81.97;60.51;56.76;13.45;10.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48.67;48.67;48.67;48.67;48.67;48.67;48.67;48.67;48.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;88.93;53.31;96.78;96.78;96.45;0.64;0.64;0.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05766";98.96;98.34;95.65;88.74;86.43;82.92;65.88;65.88;62.05;0.00;99.10;99.08;97.44;0.86;0.00;0.00;0.00;0.00;0.00;0.00;100.00;99.88;99.69;88.78;86.43;82.92;65.88;65.88;62.05;0.00;98.50;97.25;94.28;85.55;78.36;71.33;20.63;20.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;62.10;62.10;62.10;62.10;62.10;62.10;62.05;62.05;62.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;89.91;50.25;99.08;99.08;98.47;0.07;0.07;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.86;0.86;0.86;0.86;0.00;0.00;0.00;0.00;0.00;0.00
"05770";98.86;97.79;92.43;86.65;83.14;80.54;63.55;62.11;56.25;0.00;99.53;98.28;96.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;99.92;99.45;86.65;83.14;80.54;63.55;62.11;56.25;0.00;98.25;97.24;92.10;85.80;79.38;73.34;30.69;29.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;56.55;56.55;56.55;56.55;56.55;56.55;56.20;56.20;56.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;92.96;42.80;98.28;98.28;97.52;0.91;0.91;0.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.44;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05774";99.61;99.55;98.47;94.28;90.99;85.69;66.64;66.10;61.56;0.36;99.52;99.49;98.07;30.01;30.01;30.01;0.00;0.00;0.00;0.00;100.00;100.00;99.74;94.28;90.99;86.22;66.64;66.10;61.56;0.36;99.45;99.34;97.04;90.10;82.01;72.85;22.39;21.85;0.36;0.36;0.36;0.36;0.36;0.36;0.36;0.36;0.36;0.36;61.61;61.61;61.61;61.61;61.61;61.61;61.49;61.49;61.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;93.10;53.05;98.91;98.91;98.70;33.16;33.16;31.58;30.01;30.01;30.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05911";100.00;100.00;100.00;99.00;98.00;97.00;92.00;92.00;90.00;90.00;100.00;100.00;98.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;99.00;98.00;97.00;92.00;92.00;90.00;90.00;100.00;100.00;99.00;98.00;88.00;79.00;46.00;46.00;3.00;3.00;3.00;3.00;3.00;3.00;3.00;3.00;3.00;3.00;90.00;90.00;90.00;90.00;90.00;90.00;90.00;90.00;90.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;47.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05913";100.00;100.00;99.00;98.00;93.00;92.00;77.00;77.00;76.00;3.00;100.00;100.00;99.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;98.00;93.00;92.00;77.00;77.00;76.00;3.00;100.00;100.00;99.00;96.00;85.00;77.00;21.00;21.00;3.00;3.00;3.00;3.00;3.00;3.00;3.00;3.00;3.00;3.00;76.00;76.00;76.00;76.00;76.00;76.00;76.00;76.00;75.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;46.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05914";100.00;100.00;98.00;95.00;93.00;92.00;87.00;87.00;85.00;1.00;100.00;100.00;99.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;95.00;93.00;92.00;87.00;87.00;85.00;1.00;100.00;99.00;97.00;86.00;67.00;58.00;15.00;15.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;85.00;85.00;85.00;85.00;85.00;85.00;85.00;85.00;85.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;43.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05915";100.00;100.00;100.00;99.00;94.00;93.00;80.00;79.00;70.00;5.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;99.00;94.00;93.00;80.00;79.00;70.00;5.00;100.00;100.00;100.00;99.00;90.00;86.00;50.00;50.00;5.00;5.00;5.00;5.00;5.00;5.00;5.00;5.00;5.00;5.00;70.00;70.00;70.00;70.00;70.00;70.00;70.00;70.00;70.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;52.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05916";100.00;100.00;100.00;99.00;99.00;99.00;87.00;87.00;81.00;3.00;100.00;100.00;99.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;99.00;99.00;99.00;87.00;87.00;81.00;3.00;100.00;100.00;100.00;99.00;98.00;98.00;59.00;59.00;3.00;3.00;3.00;3.00;3.00;3.00;3.00;3.00;3.00;3.00;81.00;81.00;81.00;81.00;81.00;81.00;81.00;81.00;81.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;47.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05954";99.32;99.24;98.35;96.90;94.53;92.99;70.12;70.12;65.99;0.91;100.00;99.67;97.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;99.83;96.90;94.53;92.99;70.12;70.12;65.99;0.91;99.25;98.99;98.01;95.99;89.70;85.05;20.89;20.89;0.91;0.91;0.91;0.91;0.91;0.91;0.91;0.91;0.91;0.91;65.99;65.99;65.99;65.99;65.99;65.99;65.99;65.99;65.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;98.43;41.74;99.67;99.67;98.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05958";98.97;98.82;96.80;94.07;93.26;92.17;82.02;82.02;81.63;0.00;98.61;97.12;96.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.96;99.96;99.70;94.07;93.26;92.17;82.02;82.02;81.63;0.00;96.97;95.09;84.81;69.61;63.98;59.19;5.64;5.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;81.72;81.72;81.72;81.72;81.72;81.72;81.63;81.63;81.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;90.20;52.69;96.36;96.36;96.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.97;9.97;9.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05962";98.41;97.29;92.23;82.31;74.60;73.66;63.53;63.53;61.40;0.24;99.62;98.17;96.26;2.36;0.76;0.00;0.00;0.00;0.00;0.00;100.00;99.88;99.23;82.96;74.98;73.66;63.53;63.53;61.40;0.24;97.48;96.16;89.42;72.74;54.51;50.36;6.21;6.21;0.24;0.24;0.24;0.24;0.24;0.24;0.24;0.24;0.24;0.24;62.19;62.19;62.19;62.19;62.19;62.19;62.02;62.02;61.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;96.90;46.86;97.72;97.72;96.84;2.36;2.36;2.36;2.36;0.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05966";95.95;94.56;87.99;82.54;80.40;75.85;51.18;51.18;43.54;0.00;98.81;97.41;96.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;99.92;99.37;82.74;80.40;75.85;51.18;51.18;43.54;0.00;95.25;93.53;85.61;75.18;69.63;62.48;12.53;12.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43.93;43.93;43.93;43.93;43.93;43.93;43.54;43.54;43.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91.95;55.75;97.41;97.41;97.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05970";98.51;97.70;93.16;88.08;86.22;83.40;68.10;68.10;61.32;0.00;98.63;97.42;94.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.75;99.61;98.97;88.08;86.22;83.40;68.10;68.10;61.32;0.00;97.97;96.73;91.33;82.81;79.48;74.83;31.13;31.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;61.72;61.72;61.72;61.72;61.72;61.72;61.32;61.32;61.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;96.03;53.29;95.90;95.90;95.42;0.24;0.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.98;1.98;1.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05974";99.35;99.07;95.65;92.10;85.81;84.47;75.11;74.81;73.23;0.23;99.76;99.67;99.28;0.04;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;99.89;92.10;85.81;84.47;75.11;74.81;73.23;0.23;98.74;98.23;91.11;83.37;64.33;60.15;20.65;20.30;0.23;0.23;0.23;0.23;0.23;0.23;0.23;0.23;0.23;0.23;74.05;74.05;74.05;74.05;74.05;74.05;73.23;73.23;73.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;94.32;51.49;99.67;99.67;99.61;0.04;0.04;0.04;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"05978";99.94;99.94;99.46;96.46;91.80;90.63;79.42;78.38;75.46;8.55;100.00;100.00;98.50;2.36;1.90;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;96.46;91.95;90.63;79.42;78.38;75.46;8.55;99.94;99.69;98.81;92.65;72.94;68.36;25.07;25.07;8.55;8.55;8.55;8.55;8.55;8.55;8.55;8.55;8.55;8.55;75.72;75.72;75.72;75.72;75.72;75.72;75.41;75.41;75.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.61;46.58;99.95;99.95;99.52;2.36;2.36;2.36;2.36;1.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"06411";100.00;100.00;100.00;100.00;99.00;98.00;90.00;85.00;81.00;1.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;100.00;99.00;98.00;90.00;85.00;81.00;1.00;100.00;100.00;100.00;100.00;99.00;95.00;63.00;46.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;82.00;82.00;82.00;82.00;82.00;82.00;81.00;81.00;81.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;41.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"06412";100.00;100.00;100.00;100.00;97.00;96.00;92.00;92.00;89.00;88.00;100.00;100.00;100.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;100.00;97.00;96.00;92.00;92.00;89.00;88.00;100.00;100.00;100.00;98.00;85.00;69.00;52.00;52.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91.00;91.00;91.00;91.00;91.00;91.00;89.00;89.00;89.00;88.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;44.00;100.00;100.00;100.00;5.00;5.00;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"06413";100.00;100.00;100.00;100.00;99.00;99.00;96.00;94.00;87.00;1.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;100.00;99.00;99.00;96.00;94.00;87.00;1.00;100.00;100.00;100.00;99.00;94.00;91.00;78.00;62.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;88.00;88.00;88.00;88.00;88.00;88.00;87.00;87.00;87.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;45.00;100.00;100.00;100.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"06414";100.00;100.00;100.00;100.00;99.00;98.00;96.00;89.00;89.00;89.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;100.00;99.00;98.00;96.00;89.00;89.00;89.00;100.00;100.00;99.00;98.00;89.00;74.00;49.00;48.00;89.00;89.00;89.00;89.00;89.00;89.00;89.00;89.00;89.00;89.00;79.00;79.00;79.00;79.00;79.00;79.00;78.00;78.00;78.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;45.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"06431";99.83;99.81;99.58;98.75;96.29;95.25;64.44;56.90;52.90;1.81;99.04;98.29;96.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;98.75;96.29;95.25;64.44;56.90;52.90;1.81;99.79;99.75;99.02;97.80;91.74;88.67;39.96;22.41;1.81;1.81;1.81;1.81;1.81;1.81;1.81;1.81;1.81;1.81;53.42;53.42;53.42;53.42;53.42;53.42;52.90;52.90;52.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91.79;49.32;98.05;98.05;97.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
