"staat";"verf_300_1";"verf_300_2";"verf_300_6";"verf_300_16";"verf_300_30";"verf_300_50";"verf_300_100";"verf_300_200";"verf_300_400";"verf_300_1000";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_200_1";"verf_200_2";"verf_200_6";"verf_200_16";"verf_200_30";"verf_200_50";"verf_200_100";"verf_200_200";"verf_200_400";"verf_200_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_ftth_1";"verf_ftth_2";"verf_ftth_6";"verf_ftth_16";"verf_ftth_30";"verf_ftth_50";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_plc_1";"verf_plc_2";"verf_plc_6";"verf_plc_16";"verf_plc_30";"verf_plc_50";"verf_plc_100";"verf_plc_200";"verf_plc_400";"verf_plc_1000";"verf_umts_1";"verf_umts_2";"verf_lte_1";"verf_lte_2";"verf_lte_6";"verf_wlan_1";"verf_wlan_2";"verf_wlan_6";"verf_wlan_16";"verf_wlan_30";"verf_wlan_50";"verf_wlan_100";"verf_wlan_200";"verf_wlan_400";"verf_wlan_1000";"verf_wimax_1";"verf_wimax_2";"verf_wimax_6";"verf_wimax_16";"verf_wimax_30";"verf_wimax_50";"verf_wimax_100";"verf_wimax_200";"verf_wimax_400";"verf_wimax_1000"
Deutschland;99.92;99.89;99.65;93.89;90.77;87.79;70.06;68.20;59.69;27.33;98.70;98.34;96.64;93.36;90.59;87.70;70.06;68.20;59.69;27.33;98.86;98.53;97.02;6.63;2.17;1.26;0.00;0.00;0.00;0.00;98.13;97.55;94.85;89.34;81.81;74.46;30.29;27.55;8.93;8.93;8.93;8.93;8.92;8.92;8.92;8.92;8.92;8.92;64.81;64.81;64.81;64.79;64.69;64.62;62.58;62.11;58.10;23.66;0.47;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91.83;45.48;98.18;98.18;97.61;7.33;6.92;6.37;5.20;1.86;1.04;0.00;0.00;0.00;0.00;3.49;3.48;3.18;1.52;0.33;0.23;0.00;0.00;0.00;0.00
