"AGS","leitungsg. Technologien ≥ 1 Mbit/s","leitungsg. Technologien ≥ 2 Mbit/s","leitungsg. Technologien ≥ 6 Mbit/s","leitungsg. Technologien ≥ 16 Mbit/s","leitungsg. Technologien ≥ 30 Mbit/s","leitungsg. Technologien ≥ 50 Mbit/s","leitungsg. Technologien ≥ 100 Mbit/s","leitungsg. Technologien ≥ 200 Mbit/s","leitungsg. Technologien ≥ 400 Mbit/s","leitungsg. Technologien ≥ 1000 Mbit/s","DSL ≥ 1 Mbit/s","DSL ≥ 2 Mbit/s","DSL ≥ 6 Mbit/s","DSL ≥ 16 Mbit/s","DSL ≥ 30 Mbit/s","DSL ≥ 50 Mbit/s","DSL ≥ 100 Mbit/s","DSL ≥ 200 Mbit/s","CATV ≥ 1 Mbit/s","CATV ≥ 2 Mbit/s","CATV ≥ 6 Mbit/s","CATV ≥ 16 Mbit/s","CATV ≥ 30 Mbit/s","CATV ≥ 50 Mbit/s","CATV ≥ 100 Mbit/s","CATV ≥ 200 Mbit/s","CATV ≥ 400 Mbit/s","CATV ≥ 1000 Mbit/s","FTTH/B ≥ 1000 Mbit/s"
"09678175",100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.43,96.43,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,46.07,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.43,0.00,0.00
"09678176",100.00,100.00,100.00,100.00,98.24,73.53,70.98,65.03,65.03,26.98,100.00,100.00,100.00,100.00,97.59,60.72,50.91,26.98,38.04,38.04,38.04,38.04,38.04,38.04,38.04,38.04,38.04,0.00,26.98
"09678178",100.00,100.00,100.00,98.84,96.23,95.86,68.94,53.05,52.98,0.17,100.00,100.00,100.00,79.61,71.94,71.56,54.88,8.42,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,0.00,0.17
"09678181",100.00,100.00,100.00,99.29,99.29,98.57,63.00,26.41,0.00,0.00,100.00,100.00,100.00,89.94,89.94,82.77,63.00,26.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09678183",100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09678186",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,96.67,45.83,45.83,45.83,33.33,30.93,6.50,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00
"09678190",100.00,100.00,97.51,97.51,97.51,97.51,50.00,0.00,0.00,0.00,100.00,100.00,50.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09678192",100.00,100.00,100.00,100.00,100.00,100.00,29.44,18.18,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,29.44,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09678193",100.00,100.00,100.00,100.00,100.00,71.88,60.76,24.80,17.35,17.35,100.00,100.00,100.00,100.00,100.00,71.88,60.76,24.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.35
"09678196",100.00,100.00,100.00,100.00,100.00,100.00,99.05,25.00,25.00,25.00,100.00,100.00,100.00,100.00,100.00,100.00,99.05,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
"09679114",100.00,100.00,100.00,93.75,88.75,88.75,75.00,12.17,0.00,0.00,100.00,100.00,100.00,93.75,88.75,88.75,75.00,12.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679117",100.00,100.00,100.00,100.00,100.00,66.42,48.20,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,66.42,48.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679126",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.24,45.27,100.00,100.00,100.00,100.00,98.85,73.49,57.92,51.81,90.24,90.24,90.24,90.24,90.24,90.24,90.24,90.24,90.24,45.27,0.00
"09679130",100.00,100.00,100.00,100.00,100.00,100.00,93.24,83.73,70.23,70.23,100.00,100.00,100.00,100.00,100.00,100.00,93.24,83.73,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,0.00,70.23
"09679131",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,66.67,66.67,66.13,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00
"09679134",100.00,100.00,100.00,100.00,83.33,83.33,64.13,25.00,0.00,0.00,100.00,100.00,100.00,100.00,83.33,83.33,64.13,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679135",100.00,100.00,100.00,100.00,100.00,100.00,37.80,25.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,37.80,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679136",100.00,100.00,100.00,100.00,94.29,90.64,89.92,87.28,34.45,34.45,100.00,100.00,100.00,100.00,94.29,90.64,89.92,87.28,55.26,55.26,55.26,55.26,55.26,55.26,55.26,55.26,5.50,5.50,29.63
"09679137",100.00,100.00,100.00,100.00,100.00,100.00,100.00,36.44,14.67,14.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,36.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.67
"09679138",100.00,96.72,96.72,96.72,90.16,88.52,51.81,24.91,7.54,7.54,100.00,96.72,96.72,96.72,90.16,88.52,39.80,9.92,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,7.54,7.54,0.00
"09679141",100.00,100.00,100.00,100.00,100.00,100.00,85.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679142",100.00,100.00,100.00,100.00,100.00,100.00,90.42,76.92,69.23,69.23,100.00,100.00,100.00,100.00,100.00,100.00,90.42,73.72,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,0.00,0.00,69.23
"09679143",100.00,100.00,100.00,100.00,100.00,39.83,24.45,18.89,7.78,7.78,100.00,100.00,100.00,100.00,100.00,39.83,24.45,18.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.78
"09679144",100.00,100.00,100.00,100.00,92.86,78.57,78.57,12.17,0.00,0.00,100.00,100.00,100.00,100.00,92.86,78.57,78.57,12.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679146",100.00,100.00,100.00,100.00,97.30,97.30,97.30,97.30,42.26,42.26,73.16,73.16,73.16,73.16,70.45,70.45,70.45,70.45,97.30,97.30,97.30,97.30,97.30,97.30,97.30,97.30,36.67,36.67,11.16
"09679153",100.00,100.00,100.00,100.00,100.00,100.00,57.55,27.27,27.27,27.27,100.00,100.00,100.00,100.00,100.00,100.00,57.55,27.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27
"09679154",100.00,100.00,100.00,100.00,100.00,100.00,100.00,66.98,31.92,31.92,100.00,100.00,100.00,100.00,100.00,100.00,100.00,66.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.92
"09679155",100.00,100.00,100.00,100.00,100.00,100.00,92.86,24.21,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,92.86,24.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679156",100.00,100.00,100.00,100.00,100.00,74.61,61.27,15.69,15.69,15.69,100.00,100.00,100.00,100.00,100.00,74.61,61.27,15.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.69
"09679161",100.00,100.00,100.00,100.00,100.00,100.00,100.00,68.75,68.75,14.49,100.00,100.00,100.00,100.00,96.09,85.80,67.39,19.56,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,14.49,0.00
"09679164",100.00,100.00,100.00,100.00,85.22,79.39,14.29,0.00,0.00,0.00,100.00,100.00,100.00,100.00,85.22,79.39,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679165",100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679174",100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679177",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,30.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,30.00,30.00,0.00
"09679180",100.00,100.00,100.00,99.52,99.52,99.52,86.61,47.20,0.00,0.00,100.00,100.00,100.00,99.52,99.52,99.52,86.61,29.93,41.14,41.14,41.14,41.14,41.14,41.14,41.14,41.14,0.00,0.00,0.00
"09679182",100.00,100.00,100.00,100.00,94.44,94.44,66.27,0.00,0.00,0.00,100.00,100.00,100.00,100.00,94.44,94.44,66.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09772166",100.00,100.00,100.00,100.00,100.00,62.50,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679185",100.00,100.00,100.00,82.69,82.69,82.69,80.53,67.96,16.90,6.01,100.00,100.00,100.00,82.69,82.69,82.69,80.18,61.08,12.81,12.81,12.81,12.81,12.81,12.81,12.81,12.81,12.81,1.92,4.09
"09679187",100.00,100.00,100.00,100.00,100.00,100.00,66.67,39.48,8.33,8.33,100.00,100.00,100.00,100.00,100.00,100.00,66.67,39.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33
"09679193",100.00,100.00,100.00,100.00,97.50,97.50,72.00,26.07,0.00,0.00,100.00,100.00,100.00,100.00,97.50,97.50,72.00,26.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679194",100.00,100.00,100.00,80.56,80.56,55.56,55.56,22.22,0.00,0.00,100.00,100.00,100.00,55.56,55.56,55.56,55.56,22.22,8.89,8.89,8.89,8.89,8.89,8.89,8.89,8.89,0.00,0.00,0.00
"09679196",100.00,100.00,100.00,100.00,100.00,100.00,96.67,96.67,56.67,56.67,100.00,100.00,100.00,100.00,100.00,100.00,76.67,46.60,96.67,96.67,96.67,96.67,96.67,96.67,96.67,96.67,56.67,56.67,0.00
"09679200",100.00,100.00,55.01,55.01,50.00,50.00,50.00,3.13,0.00,0.00,100.00,100.00,50.00,50.00,50.00,50.00,50.00,0.00,3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.13,0.00,0.00,0.00
"09679201",100.00,100.00,100.00,100.00,100.00,100.00,100.00,38.53,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,38.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679202",100.00,100.00,100.00,99.86,99.56,99.56,83.24,42.48,3.18,3.18,100.00,100.00,100.00,99.56,99.56,99.56,83.24,37.85,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,3.18,3.18,0.00
"09679204",100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679205",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.52,50.52,73.57,71.63,70.27,70.27,67.02,45.97,44.22,42.75,94.12,94.12,94.12,94.12,94.12,94.12,94.12,94.12,47.48,47.48,5.98
"09679206",100.00,100.00,100.00,100.00,100.00,100.00,19.16,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,19.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09679209",100.00,99.75,99.00,86.42,81.67,81.67,80.00,80.00,80.00,35.34,100.00,96.19,81.67,81.67,81.67,81.67,80.00,70.43,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,35.34,0.00
"09679452",100.00,100.00,100.00,100.00,100.00,100.00,100.00,47.64,3.84,3.84,100.00,100.00,100.00,100.00,100.00,100.00,100.00,47.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.84
"09679453",100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09761000",100.00,99.93,99.56,95.22,91.61,89.46,69.58,61.36,46.94,46.94,99.93,99.77,97.71,84.48,83.76,80.75,61.02,47.30,43.63,43.63,43.63,43.63,43.63,43.63,43.63,43.63,43.63,43.63,7.34
"09771111",100.00,100.00,81.26,81.26,81.26,81.26,0.00,0.00,0.00,0.00,100.00,100.00,32.80,32.80,32.80,32.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09771113",100.00,100.00,100.00,100.00,96.81,95.58,93.56,90.22,88.58,88.58,100.00,100.00,100.00,99.16,90.34,84.25,62.42,51.87,54.34,54.34,54.34,54.34,54.34,54.34,54.34,54.34,54.34,54.34,38.46
"09771114",100.00,100.00,100.00,100.00,100.00,100.00,83.07,49.70,49.70,49.70,100.00,100.00,100.00,99.66,99.66,99.66,81.46,7.41,42.30,42.30,42.30,42.30,42.30,42.30,42.30,42.30,42.30,42.30,7.41
"09771140",100.00,100.00,100.00,100.00,100.00,100.00,93.98,41.67,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,93.98,41.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09771141",100.00,100.00,100.00,7.14,7.14,7.14,2.38,0.00,0.00,0.00,100.00,100.00,100.00,7.14,7.14,7.14,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09771142",100.00,100.00,99.97,96.94,83.14,83.14,76.71,68.32,34.30,0.65,100.00,100.00,99.42,62.99,62.99,62.99,55.74,34.58,60.81,60.81,60.81,60.81,60.81,60.81,60.81,60.81,34.30,0.00,0.65
"09771144",100.00,100.00,100.00,100.00,100.00,99.70,74.70,35.95,0.00,0.00,100.00,100.00,100.00,100.00,100.00,99.70,74.70,35.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09771145",100.00,100.00,98.56,96.85,95.27,92.77,7.89,7.89,1.97,0.00,100.00,100.00,92.58,86.32,86.32,86.32,7.89,0.00,7.89,7.89,7.89,7.89,7.89,7.89,7.89,7.89,1.97,0.00,0.00
"09771146",100.00,100.00,100.00,96.10,95.64,95.64,72.07,47.21,15.87,1.74,100.00,100.00,100.00,94.91,94.91,94.91,71.46,36.14,42.93,42.93,42.93,42.93,42.93,42.93,42.93,42.93,15.58,0.00,1.74
"09771155",100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,50.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00
"09771160",100.00,100.00,100.00,100.00,100.00,96.88,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,84.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09771165",100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09771168",100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09771176",100.00,100.00,100.00,100.00,72.73,72.73,67.64,57.86,3.16,3.16,100.00,100.00,100.00,100.00,72.73,72.73,67.64,57.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16
"09772111",100.00,100.00,100.00,100.00,100.00,100.00,84.40,84.40,84.40,84.40,85.45,85.45,85.45,85.45,85.45,84.55,0.00,0.00,84.40,84.40,84.40,84.40,84.40,84.40,84.40,84.40,84.40,84.40,7.27
"09772114",100.00,100.00,95.01,95.01,95.01,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09772121",100.00,100.00,100.00,100.00,100.00,100.00,50.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09772125",100.00,100.00,100.00,100.00,96.38,92.61,83.30,65.04,27.53,27.53,100.00,100.00,99.10,99.10,90.67,88.94,77.53,55.03,27.53,27.53,27.53,27.53,27.53,27.53,27.53,27.53,27.53,27.53,0.00
"09772130",100.00,100.00,99.68,99.68,99.68,96.20,87.60,72.49,25.70,25.70,100.00,100.00,99.68,99.68,99.68,96.20,87.60,47.16,25.70,25.70,25.70,25.70,25.70,25.70,25.70,25.70,25.70,25.70,0.00
"09772131",100.00,100.00,96.59,96.14,91.82,87.50,80.05,73.99,73.99,73.99,100.00,100.00,91.82,53.89,53.89,41.86,25.76,3.15,73.99,73.99,73.99,73.99,73.99,73.99,73.99,73.99,73.99,73.99,2.82
"09772136",100.00,100.00,100.00,99.09,99.09,81.82,0.00,0.00,0.00,0.00,100.00,100.00,100.00,90.91,81.82,81.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09772137",100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09772141",100.00,100.00,100.00,100.00,100.00,100.00,81.72,14.87,11.99,11.99,100.00,100.00,100.00,100.00,100.00,100.00,81.72,14.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.99
"09772148",100.00,100.00,100.00,100.00,100.00,98.61,61.11,50.00,22.22,22.22,100.00,100.00,100.00,100.00,100.00,98.61,61.11,50.00,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,16.67
"09772151",100.00,100.00,100.00,55.67,40.62,40.62,39.08,27.65,27.41,27.41,100.00,100.00,100.00,54.13,39.08,39.08,31.71,20.28,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,18.51
"09772159",100.00,100.00,100.00,99.82,99.82,99.82,96.30,96.30,92.59,92.59,100.00,100.00,100.00,96.30,96.30,96.30,96.30,96.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.59
"09772162",100.00,100.00,100.00,100.00,100.00,100.00,23.13,19.50,19.50,19.50,100.00,100.00,100.00,100.00,100.00,100.00,23.13,8.33,19.50,19.50,19.50,19.50,19.50,19.50,19.50,19.50,19.50,19.50,0.00
"09772167",100.00,100.00,98.75,98.75,98.75,91.67,0.00,0.00,0.00,0.00,100.00,100.00,91.67,91.67,91.67,91.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09772168",100.00,100.00,100.00,100.00,57.14,57.14,43.86,14.29,0.00,0.00,100.00,100.00,100.00,100.00,57.14,57.14,43.86,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09772178",100.00,100.00,100.00,100.00,95.53,95.53,39.28,4.38,0.00,0.00,100.00,100.00,100.00,100.00,95.53,95.53,39.28,4.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09772179",100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09772185",100.00,100.00,100.00,95.24,95.24,95.24,78.03,77.12,67.00,67.00,100.00,100.00,100.00,95.24,95.24,95.24,78.03,68.92,27.66,27.66,27.66,27.66,27.66,27.66,27.66,27.66,27.66,27.66,40.58
"09772211",100.00,100.00,100.00,100.00,100.00,100.00,34.60,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,34.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09772214",100.00,100.00,100.00,100.00,100.00,100.00,100.00,66.67,66.67,66.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67
"09772215",100.00,100.00,100.00,99.71,88.24,47.06,0.00,0.00,0.00,0.00,100.00,100.00,100.00,94.12,88.24,47.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09772217",100.00,100.00,98.05,97.40,86.96,53.70,45.43,45.20,45.20,45.20,100.00,98.97,50.00,36.96,34.78,10.56,4.35,0.59,43.24,43.24,43.24,43.24,43.24,43.24,43.24,43.24,43.24,43.24,2.83
"09773112",100.00,100.00,94.12,94.12,94.12,90.20,78.43,78.43,66.67,66.67,100.00,100.00,94.12,94.12,94.12,82.35,70.59,70.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67
"09773113",100.00,100.00,89.65,86.08,86.08,86.07,35.00,35.00,35.00,27.86,100.00,100.00,68.44,57.50,57.50,57.50,0.00,0.00,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,0.00,27.86
"09773116",100.00,100.00,100.00,100.00,100.00,96.43,51.75,51.75,51.75,51.75,100.00,100.00,77.17,77.17,77.17,73.60,21.78,21.78,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,50.35
"09773117",100.00,100.00,100.00,80.91,80.91,80.91,52.27,45.45,45.45,45.45,100.00,100.00,100.00,80.91,80.91,80.91,52.27,24.35,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,0.00
"09773119",100.00,100.00,100.00,76.44,39.50,32.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,76.44,39.50,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09773122",100.00,100.00,100.00,98.46,98.46,90.35,21.03,15.90,10.77,10.77,100.00,100.00,100.00,76.92,76.92,71.54,10.26,5.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.77
"09773125",100.00,100.00,99.16,87.44,82.32,76.55,65.96,64.12,23.13,23.13,99.35,99.35,87.28,53.70,52.98,51.90,27.67,15.74,49.06,49.06,49.06,49.06,49.06,49.06,49.06,49.06,0.00,0.00,23.13
"09773133",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
"09773139",100.00,100.00,100.00,96.88,96.88,89.06,73.13,55.20,9.19,9.19,100.00,100.00,100.00,90.89,90.68,82.87,63.32,38.62,52.58,52.58,52.58,52.58,52.58,52.58,52.58,52.58,0.00,0.00,9.19
"09773150",100.00,100.00,100.00,100.00,100.00,100.00,35.67,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,35.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09773153",100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09773164",100.00,100.00,100.00,100.00,100.00,100.00,4.60,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,4.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09773170",100.00,100.00,100.00,100.00,91.91,73.42,34.14,19.31,5.56,5.56,100.00,100.00,100.00,100.00,91.91,67.86,28.58,13.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56
"09773183",100.00,100.00,100.00,88.89,88.89,79.02,23.02,23.02,0.00,0.00,100.00,100.00,100.00,88.89,88.89,79.02,23.02,23.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09773186",100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09773187",100.00,100.00,100.00,100.00,100.00,100.00,70.43,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,70.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09773188",100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09774116",100.00,100.00,100.00,100.00,100.00,100.00,100.00,75.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09774119",100.00,100.00,99.31,99.31,98.11,90.69,6.90,6.90,6.90,6.90,100.00,100.00,86.21,86.21,82.76,75.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.90
"09774122",100.00,100.00,100.00,97.82,97.82,96.88,19.71,12.50,0.00,0.00,100.00,100.00,100.00,92.50,92.50,92.50,19.71,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09774127",100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"09774140",100.00,100.00,100.00,100.00,100.00,85.71,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,85.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
