"AGS";"Technologie";"Flaechenart";"Flaechen Gruppe";"Flaechen Gruppe Name";"Verfügbarkeit"
"01002";LTE6;Gewerbliche Nutzfläche;20;Gemeindefläche;100.00
"01002";LTE6;Kreisstraßen;30;Infrastruktur;100.00
"01002";LTE6;Landstraßen;30;Infrastruktur;100.00
"01002";LTE6;Landwirtschaftliche Flächen;20;Gemeindefläche;100.00
"01002";LTE6;Wald-, Wiesenflächen;20;Gemeindefläche;100.00
"01002";LTE6;Wasserstraßen;30;Infrastruktur;100.00
"01002";LTE6;Wohnbaufläche;20;Gemeindefläche;100.00
"01002";Mobil Alle;Autobahn;30;Infrastruktur;100.00
"01002";Mobil Alle;Bahnstrecken;30;Infrastruktur;100.00
"01002";Mobil Alle;Bundesstraßen;30;Infrastruktur;100.00
"01002";Mobil Alle;Gewässer;20;Gemeindefläche;100.00
"01002";Mobil Alle;Gewerbliche Nutzfläche;20;Gemeindefläche;100.00
"01002";Mobil Alle;Kreisstraßen;30;Infrastruktur;100.00
"01002";Mobil Alle;Landstraßen;30;Infrastruktur;100.00
"01002";Mobil Alle;Landwirtschaftliche Flächen;20;Gemeindefläche;100.00
"01002";Mobil Alle;Wald-, Wiesenflächen;20;Gemeindefläche;100.00
"01002";Mobil Alle;Wasserstraßen;30;Infrastruktur;100.00
"01002";Mobil Alle;Wohnbaufläche;20;Gemeindefläche;100.00
"01003";"5G2";Autobahn;30;Infrastruktur;99.57
"01003";"5G2";Bahnstrecken;30;Infrastruktur;98.03
"01003";"5G2";Bundesstraßen;30;Infrastruktur;96.33
"01003";"5G2";Gewässer;20;Gemeindefläche;85.96
"01003";"5G2";Gewerbliche Nutzfläche;20;Gemeindefläche;97.28
"01003";"5G2";Kreisstraßen;30;Infrastruktur;93.06
"01003";"5G2";Landstraßen;30;Infrastruktur;95.82
"01003";"5G2";Landwirtschaftliche Flächen;20;Gemeindefläche;86.71
"01003";"5G2";Wald-, Wiesenflächen;20;Gemeindefläche;63.31
"01003";"5G2";Wasserstraßen;30;Infrastruktur;88.05
"01003";"5G2";Wohnbaufläche;20;Gemeindefläche;95.52
"01003";LTE10;Autobahn;30;Infrastruktur;100.00
"01003";LTE10;Bahnstrecken;30;Infrastruktur;100.00
"01003";LTE10;Bundesstraßen;30;Infrastruktur;100.00
"01003";LTE10;Gewässer;20;Gemeindefläche;100.00
"01003";LTE10;Gewerbliche Nutzfläche;20;Gemeindefläche;100.00
"01003";LTE10;Kreisstraßen;30;Infrastruktur;100.00
"01003";LTE10;Landstraßen;30;Infrastruktur;100.00
"01003";LTE10;Landwirtschaftliche Flächen;20;Gemeindefläche;100.00
"01003";LTE10;Wald-, Wiesenflächen;20;Gemeindefläche;100.00
"01003";LTE10;Wasserstraßen;30;Infrastruktur;100.00
