"staat";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_ftth_1";"verf_ftth_2";"verf_ftth_6";"verf_ftth_16";"verf_ftth_30";"verf_ftth_50";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000"
Deutschland;98.89;98.33;95.11;90.56;88.67;86.34;78.97;69.93;59.62;29.56;98.46;97.77;93.48;85.30;80.99;75.43;61.93;37.53;5.26;5.26;5.26;5.26;5.26;5.26;5.26;5.26;5.26;5.26;61.72;61.72;61.72;61.72;61.69;61.67;61.67;61.39;57.84;26.43
