"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_200_1";"verf_200_2";"verf_200_6";"verf_300_1";"verf_300_2";"verf_300_6";"verf_300_16";"verf_300_30";"verf_300_50";"verf_300_100";"verf_300_200";"verf_300_400";"verf_300_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_ftth_1";"verf_ftth_2";"verf_ftth_6";"verf_ftth_16";"verf_ftth_30";"verf_ftth_50";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_2g";"verf_umts_1";"verf_umts_2";"verf_lte_1";"verf_lte_2";"verf_lte_6"
"03456";97.56;96.93;93.96;89.89;88.32;86.35;76.52;68.78;64.71;55.96;96.76;95.23;88.62;98.19;97.80;96.19;89.89;88.32;86.35;76.52;68.78;64.71;55.96;96.93;96.26;92.47;87.33;85.41;82.50;60.71;33.92;3.85;3.85;3.85;3.85;3.85;3.85;3.85;3.85;3.85;3.85;66.13;66.13;66.13;66.13;66.13;66.13;64.52;64.52;63.28;53.13;100.00;93.53;80.27;93.72;93.72;88.62
"03457";98.56;98.28;96.82;95.14;94.01;90.30;77.18;68.66;62.47;21.28;93.38;92.44;86.27;98.58;98.31;96.91;95.14;94.01;90.30;77.18;68.66;62.47;21.28;94.88;94.04;89.34;82.68;80.30;72.44;43.53;9.72;16.56;16.56;16.56;16.56;16.56;16.56;16.56;16.56;16.56;16.56;54.20;54.20;54.20;54.20;54.20;54.20;54.06;53.87;48.47;4.99;100.00;77.45;63.75;92.39;92.39;86.27
"03458";98.22;97.74;96.41;93.17;91.13;85.83;71.25;57.57;55.58;39.91;98.96;98.91;94.69;98.75;98.49;98.01;93.17;91.13;85.83;71.25;57.57;55.58;39.91;96.93;96.42;93.69;88.68;87.46;80.76;52.34;11.06;6.11;6.11;6.11;6.11;6.11;6.11;6.11;6.11;6.11;6.11;54.80;54.80;54.80;54.80;54.80;54.80;54.40;53.88;53.39;34.91;100.00;87.09;73.17;98.91;98.91;94.69
"03459";97.18;96.34;92.24;86.38;84.09;81.22;69.04;56.39;43.32;11.57;99.33;99.26;97.40;98.44;98.22;97.83;86.38;84.09;81.22;69.04;56.39;43.32;11.57;96.03;95.16;90.19;82.34;80.59;76.76;56.28;19.58;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;1.01;53.11;53.11;53.11;53.11;53.11;53.11;53.07;53.07;42.86;10.75;100.00;90.23;77.04;99.24;99.24;97.40
"03460";97.94;97.28;95.05;91.32;88.71;84.32;68.41;59.89;59.53;44.19;97.90;97.63;94.99;98.16;97.70;96.50;91.32;88.71;84.32;68.41;59.89;59.53;44.19;96.05;95.41;91.85;85.81;83.76;78.04;49.28;9.21;17.92;17.92;17.92;17.92;17.92;17.92;17.92;17.92;17.92;17.92;54.26;54.26;54.26;54.26;54.26;54.26;54.01;53.72;53.72;38.42;100.00;90.39;76.13;97.58;97.58;94.99
"03461";98.43;98.09;96.44;93.00;91.19;88.11;77.07;67.55;57.94;36.04;96.42;96.39;90.89;98.43;98.09;96.44;93.00;91.19;88.11;77.07;67.55;57.94;36.04;97.33;96.73;92.78;88.42;86.43;82.57;61.43;11.48;1.14;1.14;1.14;1.14;1.14;1.14;1.14;1.14;1.14;1.14;64.95;64.95;64.95;64.95;64.95;64.95;64.95;64.95;57.08;35.07;100.00;84.79;66.72;96.38;96.38;90.89
"03462";97.72;97.00;94.58;90.36;87.53;82.32;56.82;44.49;26.26;12.45;96.78;96.12;88.62;97.78;97.12;95.35;90.36;87.53;82.32;56.82;44.49;26.26;12.45;94.55;93.63;88.03;80.12;75.90;68.98;34.94;3.86;12.45;12.45;12.45;12.45;12.45;12.45;12.45;12.45;12.45;12.45;36.54;36.54;36.54;36.54;36.54;36.54;36.27;36.27;19.55;0.29;100.00;85.03;66.86;96.11;96.11;88.62
"04011";100.00;100.00;100.00;99.00;98.37;97.91;96.56;95.25;94.37;94.37;100.00;100.00;99.06;100.00;100.00;100.00;99.00;98.37;97.91;96.56;95.25;94.37;94.37;100.00;100.00;99.22;98.00;92.45;87.79;74.74;54.48;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;94.30;94.30;94.30;94.30;94.30;94.30;94.30;94.30;94.30;94.30;100.00;99.88;94.45;100.00;100.00;99.06
"04012";100.00;100.00;100.00;99.00;99.00;98.66;97.75;96.68;96.55;96.55;100.00;100.00;99.78;100.00;100.00;100.00;99.00;99.00;98.66;97.75;96.68;96.55;96.55;100.00;100.00;99.00;94.00;89.55;87.85;77.13;13.77;0.21;0.21;0.21;0.21;0.21;0.21;0.21;0.21;0.21;0.21;96.43;96.43;96.43;96.43;96.43;96.43;96.43;96.43;96.43;96.43;100.00;100.00;96.81;100.00;100.00;99.78
"05111";100.00;100.00;100.00;99.34;98.87;98.58;97.67;96.42;94.31;86.08;99.99;99.98;99.05;100.00;100.00;100.00;99.34;98.87;98.58;97.67;96.42;94.31;86.08;100.00;100.00;100.00;98.00;86.02;73.80;66.82;52.47;2.93;2.93;2.93;2.93;2.93;2.93;2.93;2.93;2.93;2.93;94.67;94.67;94.67;94.67;94.67;94.67;94.67;94.67;94.26;85.82;100.00;99.98;97.85;99.97;99.97;99.05
"05112";100.00;100.00;100.00;98.00;95.97;94.04;90.01;79.70;74.35;1.47;100.00;99.96;98.40;100.00;100.00;100.00;98.00;95.97;94.04;90.01;79.70;74.35;1.47;100.00;100.00;99.00;97.00;87.53;77.78;69.28;32.40;1.47;1.47;1.47;1.47;1.47;1.47;1.47;1.47;1.47;1.47;73.59;73.59;73.59;73.59;73.59;73.59;73.59;73.59;73.50;0.07;100.00;100.00;97.64;99.93;99.93;98.40
"05113";100.00;100.00;99.00;98.00;96.41;95.66;92.30;84.28;81.61;1.83;100.00;100.00;97.67;100.00;100.00;99.00;98.00;96.41;95.66;92.30;84.28;81.61;1.83;100.00;100.00;99.00;96.00;90.69;87.37;78.67;35.06;1.83;1.83;1.83;1.83;1.83;1.83;1.83;1.83;1.83;1.83;81.55;81.55;81.55;81.55;81.55;81.55;81.55;81.55;81.54;0.00;100.00;99.90;98.77;99.99;99.99;97.67
"05114";100.00;100.00;100.00;99.00;98.03;96.68;94.12;91.14;88.92;0.51;100.00;99.97;94.92;100.00;100.00;100.00;99.00;98.03;96.68;94.12;91.14;88.92;0.51;100.00;100.00;100.00;97.67;94.37;89.17;79.49;43.97;0.51;0.51;0.51;0.51;0.51;0.51;0.51;0.51;0.51;0.51;88.92;88.92;88.92;88.92;88.92;88.92;88.92;88.92;88.92;0.00;100.00;99.91;93.47;99.93;99.93;94.92
"05116";100.00;100.00;100.00;99.00;98.46;97.74;92.99;87.06;84.48;4.91;100.00;99.95;96.07;100.00;100.00;100.00;99.00;98.46;97.74;92.99;87.06;84.48;4.91;100.00;100.00;99.00;97.00;94.90;93.05;78.60;38.74;4.91;4.91;4.91;4.91;4.91;4.91;4.91;4.91;4.91;4.91;80.63;80.63;80.63;80.63;80.63;80.63;80.63;80.63;80.63;0.01;100.00;99.67;92.67;99.93;99.93;96.07
"05117";100.00;100.00;100.00;99.00;97.88;97.26;94.69;91.52;90.62;0.35;100.00;100.00;99.84;100.00;100.00;100.00;99.00;97.88;97.26;94.69;91.52;90.62;0.35;100.00;100.00;99.28;98.00;89.00;82.00;62.26;23.89;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;90.62;90.62;90.62;90.62;90.62;90.62;90.62;90.62;90.62;0.01;100.00;99.99;99.61;100.00;100.00;99.84
"05119";100.00;100.00;100.00;99.08;98.63;97.89;91.00;80.93;78.71;0.16;100.00;100.00;99.06;100.00;100.00;100.00;99.08;98.63;97.89;91.00;80.93;78.71;0.16;100.00;100.00;100.00;99.00;96.68;94.34;79.93;27.38;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;78.84;78.84;78.84;78.84;78.84;78.70;78.70;78.70;78.70;0.00;100.00;100.00;98.41;100.00;100.00;99.06
"05120";100.00;100.00;99.24;99.00;97.86;97.15;94.47;88.19;71.19;0.05;100.00;100.00;97.43;100.00;100.00;99.24;99.00;97.86;97.15;94.47;88.19;71.19;0.05;100.00;100.00;99.07;98.60;95.61;92.02;86.83;69.21;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;73.53;73.53;73.53;73.53;73.53;73.53;73.53;73.53;71.19;0.00;100.00;99.91;87.89;100.00;100.00;97.43
"05122";100.00;100.00;100.00;99.00;96.59;94.89;87.99;75.84;61.16;0.19;100.00;99.66;97.45;100.00;100.00;100.00;99.00;96.59;94.89;87.99;75.84;61.16;0.19;100.00;100.00;99.51;99.00;92.91;86.70;75.92;49.33;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;61.93;61.93;61.93;61.93;61.93;61.89;61.89;61.73;61.15;0.01;100.00;99.64;91.04;99.62;99.62;97.45
"05124";100.00;100.00;99.00;98.00;97.42;96.57;93.35;87.72;85.84;0.04;100.00;99.97;98.80;100.00;100.00;99.00;98.00;97.42;96.57;93.35;87.72;85.84;0.04;100.00;100.00;99.00;97.00;93.77;89.87;80.54;38.60;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;86.01;86.01;86.01;86.01;86.01;86.01;86.01;86.01;85.84;0.02;100.00;99.75;93.44;99.72;99.72;98.80
"05154";99.58;99.43;98.28;94.84;91.99;89.40;80.41;66.15;48.22;4.86;99.03;96.88;91.36;99.58;99.43;98.56;94.84;91.99;89.40;80.41;66.15;48.22;4.86;99.27;99.08;97.79;93.35;89.91;86.49;74.58;49.20;4.86;4.86;4.86;4.86;4.86;4.86;4.86;4.86;4.86;4.86;44.65;44.65;44.65;44.65;44.65;44.65;44.52;44.52;44.52;0.14;100.00;96.66;74.95;96.81;96.81;91.36
"05158";100.00;99.38;98.56;96.66;94.88;94.10;88.48;85.16;80.57;13.42;99.96;99.58;97.26;100.00;99.66;99.38;96.66;94.88;94.10;88.48;85.16;80.57;13.42;99.96;99.19;98.32;94.19;84.93;81.77;59.11;35.71;12.28;12.28;12.28;12.28;12.28;12.28;12.28;12.28;12.28;12.28;80.40;80.40;80.40;80.40;80.40;80.40;80.40;80.40;79.24;5.08;100.00;99.63;86.60;99.53;99.53;97.26
"05162";99.97;99.94;99.86;98.97;97.18;96.23;87.12;81.59;77.65;10.66;99.95;99.90;95.98;99.99;99.96;99.89;98.97;97.18;96.23;87.12;81.59;77.65;10.66;99.83;99.78;98.86;97.13;91.33;86.11;60.65;30.15;7.84;7.84;7.84;7.84;7.84;7.84;7.84;7.84;7.84;7.84;72.48;72.48;72.48;72.48;72.48;72.48;72.48;72.48;72.37;2.87;100.00;99.33;87.09;99.90;99.90;95.98
"05166";100.00;99.90;99.34;97.14;95.61;94.39;88.76;81.83;72.42;5.85;99.98;99.90;95.46;100.00;99.90;99.53;97.14;95.61;94.39;88.76;81.83;72.42;5.85;99.88;99.88;98.66;95.64;91.90;88.03;75.90;52.53;5.84;5.84;5.84;5.84;5.84;5.84;5.84;5.84;5.84;5.84;69.16;69.16;69.16;69.16;69.16;69.16;69.16;69.16;69.16;0.05;100.00;99.04;79.17;99.88;99.88;95.46
"05170";99.30;99.10;98.19;96.10;94.06;92.80;87.05;81.11;73.62;5.83;99.90;99.75;96.32;99.58;99.48;99.14;96.10;94.06;92.80;87.05;81.11;73.62;5.83;98.94;98.68;96.46;93.27;90.20;88.03;76.26;49.05;5.83;5.83;5.83;5.83;5.83;5.83;5.83;5.83;5.83;5.83;69.16;69.16;69.16;69.16;69.16;69.16;69.16;69.16;69.16;0.07;100.00;99.01;83.17;99.75;99.75;96.32
"05314";100.00;100.00;100.00;100.00;99.71;99.62;99.04;98.66;97.92;7.46;100.00;100.00;99.47;100.00;100.00;100.00;100.00;99.71;99.62;99.04;98.66;97.92;7.46;100.00;100.00;100.00;100.00;97.92;97.35;78.43;61.02;7.46;7.46;7.46;7.46;7.46;7.46;7.46;7.46;7.46;7.46;98.16;98.16;98.16;98.16;98.16;98.16;98.16;98.16;97.88;0.00;100.00;99.96;97.45;100.00;100.00;99.47
"05315";100.00;100.00;100.00;100.00;100.00;99.00;95.61;94.41;90.08;84.10;100.00;100.00;99.34;100.00;100.00;100.00;100.00;100.00;99.00;95.61;94.41;90.08;84.10;100.00;100.00;100.00;99.00;97.42;96.82;72.92;52.58;72.00;72.00;72.00;72.00;72.00;72.00;72.00;72.00;72.00;72.00;93.00;93.00;93.00;93.00;93.00;93.00;92.12;92.12;85.42;70.89;100.00;99.96;96.59;100.00;100.00;99.34
"05316";100.00;100.00;100.00;100.00;99.00;98.62;90.69;89.70;88.46;2.61;99.99;99.98;98.07;100.00;100.00;100.00;100.00;99.00;98.62;90.69;89.70;88.46;2.61;100.00;100.00;100.00;99.00;98.00;97.00;56.15;33.81;2.61;2.61;2.61;2.61;2.61;2.61;2.61;2.61;2.61;2.61;89.28;89.28;89.28;89.28;89.28;89.28;89.28;89.28;88.21;0.01;100.00;99.77;94.42;99.94;99.94;98.07
"05334";99.99;99.99;99.85;99.06;98.16;97.74;89.44;85.74;81.99;24.82;99.04;97.72;86.62;99.99;99.99;99.85;99.06;98.16;97.74;89.44;85.74;81.99;24.82;99.99;99.99;99.76;98.90;95.98;95.26;53.07;36.58;24.82;24.82;24.82;24.82;24.82;24.82;24.82;24.82;24.82;24.82;81.40;81.40;81.40;81.40;81.40;81.40;81.33;81.33;80.08;0.02;99.98;97.28;83.95;95.06;95.06;86.62
"05358";99.71;99.51;99.29;98.83;92.00;91.28;73.05;67.43;63.14;2.80;98.94;98.51;94.92;99.73;99.54;99.42;98.83;92.00;91.28;73.05;67.43;63.14;2.80;99.53;99.31;99.03;97.82;84.31;82.10;53.00;34.16;2.80;2.80;2.80;2.80;2.80;2.80;2.80;2.80;2.80;2.80;63.02;63.02;63.02;63.02;63.02;63.02;63.02;63.02;63.01;0.09;100.00;94.14;70.09;98.50;98.50;94.92
"05362";99.82;99.78;99.73;98.91;98.10;97.57;55.91;53.95;49.83;3.30;99.74;99.72;96.91;99.82;99.78;99.73;98.91;98.10;97.57;55.91;53.95;49.83;3.30;99.80;99.77;99.61;98.76;97.74;97.06;3.89;1.71;3.30;3.30;3.30;3.30;3.30;3.30;3.30;3.30;3.30;3.30;52.77;52.77;52.77;52.77;52.77;52.77;52.59;52.59;49.09;0.06;100.00;98.52;77.18;99.70;99.70;96.91
"05366";99.16;99.00;95.87;92.82;90.83;88.86;70.33;54.55;43.95;1.21;97.59;96.63;91.84;99.16;99.04;96.45;92.82;90.83;88.86;70.33;54.55;43.95;1.21;98.99;98.84;95.73;91.79;88.45;84.82;59.06;27.73;1.21;1.21;1.21;1.21;1.21;1.21;1.21;1.21;1.21;1.21;43.50;43.50;43.50;43.50;43.50;43.50;43.50;43.50;43.50;0.09;99.98;84.79;56.66;96.55;96.55;91.84
"05370";99.75;99.39;98.54;97.43;97.03;96.38;89.31;81.43;69.77;45.29;96.63;91.67;80.22;99.75;99.39;98.54;97.43;97.03;96.38;89.31;81.43;69.77;45.29;98.20;96.11;91.82;89.50;88.77;87.60;69.98;42.63;45.28;45.28;45.28;45.28;45.28;45.28;45.28;45.28;45.28;45.28;28.00;28.00;28.00;28.00;28.00;28.00;27.48;27.48;27.42;0.07;100.00;93.29;64.56;89.28;89.28;80.22
"05374";97.06;95.45;90.23;82.49;79.73;76.30;62.20;45.69;32.05;3.69;98.85;98.21;95.15;98.24;97.77;97.23;82.49;79.73;76.30;62.20;45.69;32.05;3.69;96.87;95.35;89.89;81.96;78.30;73.98;55.83;28.68;3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;31.05;31.05;31.05;31.05;31.05;31.05;31.05;31.05;31.05;0.07;100.00;93.62;81.05;97.21;97.21;95.15
"05378";99.70;99.30;98.16;96.66;95.70;94.99;73.05;61.79;50.85;1.42;99.81;99.28;95.39;99.70;99.40;98.81;96.66;95.70;94.99;73.05;61.79;50.85;1.42;99.67;99.25;97.96;96.58;94.98;93.67;57.68;31.80;1.42;1.42;1.42;1.42;1.42;1.42;1.42;1.42;1.42;1.42;51.90;51.90;51.90;51.90;51.90;51.90;51.85;51.85;50.10;0.02;100.00;97.95;86.26;98.99;98.99;95.39
"05382";99.37;99.24;98.66;97.40;96.24;94.95;69.75;61.82;54.31;2.08;99.63;99.21;94.97;99.56;99.48;99.19;97.40;96.24;94.95;69.75;61.82;54.31;2.08;99.30;99.19;98.61;96.92;95.63;93.52;56.04;38.05;2.08;2.08;2.08;2.08;2.08;2.08;2.08;2.08;2.08;2.08;54.42;54.42;54.42;54.42;54.42;54.42;54.31;54.31;54.13;0.06;100.00;96.05;77.81;99.09;99.09;94.97
"05512";100.00;100.00;100.00;99.00;98.27;97.88;96.04;93.94;91.44;17.27;99.99;99.99;99.22;100.00;100.00;100.00;99.00;98.27;97.88;96.04;93.94;91.44;17.27;100.00;100.00;100.00;98.04;96.68;95.53;86.34;57.52;17.21;17.21;17.21;17.21;17.21;17.21;17.21;17.21;17.21;17.21;90.56;90.56;90.56;90.56;90.56;90.56;90.56;90.56;90.56;0.01;100.00;99.90;97.11;99.99;99.99;99.22
"05513";100.00;100.00;100.00;99.47;99.34;99.25;97.57;95.31;94.50;41.33;100.00;100.00;98.47;100.00;100.00;100.00;99.47;99.34;99.25;97.57;95.31;94.50;41.33;100.00;100.00;99.00;98.05;97.64;97.31;88.77;51.52;40.83;40.83;40.83;40.83;40.83;40.83;40.83;40.83;40.83;40.83;92.57;92.57;92.57;92.57;92.57;92.57;92.57;92.57;92.57;0.45;100.00;99.99;99.21;99.77;99.77;98.47
"05515";100.00;100.00;99.50;97.72;96.42;95.68;93.63;90.36;87.29;4.44;100.00;100.00;99.87;100.00;100.00;99.87;97.72;96.42;95.68;93.63;90.36;87.29;4.44;100.00;100.00;99.19;96.00;91.70;88.28;82.06;64.26;4.44;4.44;4.44;4.44;4.44;4.44;4.44;4.44;4.44;4.44;87.23;87.23;87.23;87.23;87.23;87.23;87.23;87.23;87.18;0.02;100.00;99.89;98.35;100.00;100.00;99.87
"05554";98.75;98.56;96.76;92.76;90.38;89.37;84.72;77.02;68.70;28.72;99.83;99.73;97.97;99.21;99.14;98.80;92.76;90.38;89.37;84.72;77.02;68.70;28.72;98.03;97.67;94.74;86.57;80.08;77.72;65.53;40.30;28.72;28.72;28.72;28.72;28.72;28.72;28.72;28.72;28.72;28.72;46.23;46.23;46.23;46.23;46.23;46.23;46.23;46.23;46.21;0.07;100.00;98.85;90.13;99.67;99.67;97.97
"05558";98.13;97.75;95.20;90.83;89.37;88.35;83.31;76.65;71.69;22.00;99.15;99.14;98.03;99.18;99.15;98.83;90.83;89.37;88.35;83.31;76.65;71.69;22.00;97.35;96.70;91.80;83.90;80.48;76.96;61.14;32.64;22.00;22.00;22.00;22.00;22.00;22.00;22.00;22.00;22.00;22.00;57.59;57.59;57.59;57.59;57.59;57.59;55.83;55.83;55.83;0.15;100.00;97.05;83.44;99.14;99.14;98.03
"05562";99.65;99.62;98.82;96.21;94.78;94.26;91.60;87.65;83.24;6.83;99.99;99.98;98.59;99.85;99.82;99.45;96.21;94.78;94.26;91.60;87.65;83.24;6.83;99.47;99.27;98.33;92.93;84.91;83.63;74.61;49.08;6.82;6.82;6.82;6.82;6.82;6.82;6.82;6.82;6.82;6.82;81.81;81.81;81.81;81.81;81.81;81.81;81.81;81.81;81.80;0.03;100.00;99.79;94.75;99.98;99.98;98.59
"05566";98.56;97.85;95.36;91.65;89.13;85.58;77.23;65.51;60.69;14.79;99.94;99.78;97.70;99.19;98.84;98.32;91.65;89.13;85.58;77.23;65.51;60.69;14.79;97.42;96.68;92.72;85.46;81.79;72.91;56.25;18.67;14.76;14.76;14.76;14.76;14.76;14.76;14.76;14.76;14.76;14.76;52.13;52.13;52.13;52.13;52.13;52.13;52.02;52.02;52.02;0.08;100.00;97.89;88.03;99.72;99.72;97.70
"05570";98.44;97.94;94.35;89.44;87.93;86.88;82.83;78.62;76.20;15.75;99.99;99.98;99.01;99.61;99.57;99.21;89.44;87.93;86.88;82.83;78.62;76.20;15.75;97.95;97.29;91.74;78.20;73.47;71.78;58.30;30.04;15.75;15.75;15.75;15.75;15.75;15.75;15.75;15.75;15.75;15.75;62.25;62.25;62.25;62.25;62.25;62.25;62.20;62.20;62.16;0.10;100.00;99.41;84.08;99.98;99.98;99.01
"05711";100.00;100.00;99.00;96.00;90.51;89.90;87.31;84.90;83.73;2.65;99.92;99.88;97.94;100.00;100.00;99.00;96.00;90.51;89.90;87.31;84.90;83.73;2.65;100.00;100.00;99.00;95.00;60.70;53.81;47.47;25.32;2.65;2.65;2.65;2.65;2.65;2.65;2.65;2.65;2.65;2.65;83.42;83.42;83.42;83.42;83.42;83.41;83.41;83.41;83.41;0.01;100.00;99.41;96.83;99.82;99.82;97.94
"05754";98.60;98.20;95.29;88.21;84.91;83.12;76.94;68.79;59.40;4.14;99.95;99.94;98.83;99.63;99.63;99.41;88.21;84.91;83.12;76.94;68.79;59.40;4.14;98.51;97.98;93.97;84.62;79.40;76.29;64.02;35.88;4.14;4.14;4.14;4.14;4.14;4.14;4.14;4.14;4.14;4.14;56.15;56.15;56.15;56.15;56.15;56.15;56.15;56.15;56.15;0.07;100.00;98.82;87.87;99.78;99.78;98.83
"05758";99.94;99.81;98.82;96.53;94.87;93.03;87.19;78.15;65.80;0.18;99.24;99.07;95.94;99.94;99.81;99.08;96.53;94.87;93.03;87.19;78.15;65.80;0.18;99.86;99.68;98.65;95.87;93.79;91.16;80.21;53.99;0.18;0.18;0.18;0.18;0.18;0.18;0.18;0.18;0.18;0.18;65.79;65.79;65.79;65.79;65.79;65.79;65.79;65.79;65.79;0.03;100.00;96.39;90.07;98.72;98.72;95.94
"05762";96.54;95.31;90.81;87.77;76.25;74.61;65.63;57.74;51.18;0.15;97.53;96.60;93.53;97.06;96.37;95.22;87.77;76.25;74.61;65.63;57.74;51.18;0.15;95.56;94.50;88.59;82.19;62.86;60.94;50.28;27.21;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;51.18;51.18;51.18;51.18;51.18;51.18;51.18;51.18;51.18;0.11;100.00;89.37;74.59;96.39;96.39;93.53
"05766";98.99;98.41;95.71;89.03;86.89;83.69;76.96;69.83;64.71;1.42;98.92;98.82;95.96;99.13;98.64;97.74;89.03;86.89;83.69;76.96;69.83;64.71;1.42;98.61;97.58;94.43;85.88;78.90;72.87;60.14;33.01;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;64.69;64.69;64.69;64.69;64.69;64.69;64.69;64.69;64.69;1.20;100.00;91.32;86.05;98.74;98.74;95.96
"05770";98.93;97.91;92.94;87.77;84.92;82.69;73.68;65.65;59.40;0.11;99.47;98.82;95.98;99.23;98.43;97.60;87.77;84.92;82.69;73.68;65.65;59.40;0.11;98.38;97.60;92.58;86.69;83.76;80.44;66.36;42.03;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11;59.37;59.37;59.37;59.37;59.37;59.37;59.37;59.37;59.37;0.04;100.00;93.64;83.54;98.81;98.81;95.98
"05774";99.66;99.61;98.54;94.53;92.26;89.65;82.67;71.00;65.20;0.64;99.35;99.34;98.00;99.74;99.70;98.98;94.53;92.26;89.65;82.67;71.00;65.20;0.64;99.54;99.46;97.56;90.61;86.58;83.06;71.35;42.50;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;64.86;64.86;64.86;64.86;64.86;64.86;64.86;64.86;64.86;0.04;99.98;94.14;87.29;99.29;99.29;98.00
"05911";100.00;100.00;100.00;99.12;98.82;98.46;97.02;95.43;93.75;93.22;100.00;99.99;97.94;100.00;100.00;100.00;99.12;98.82;98.46;97.02;95.43;93.75;93.22;100.00;100.00;99.00;98.00;93.78;91.34;84.23;65.42;4.29;4.29;4.29;4.29;4.29;4.29;4.29;4.29;4.29;4.29;93.73;93.73;93.73;93.73;93.73;93.73;93.73;93.73;93.73;93.19;100.00;99.94;98.69;99.99;99.99;97.94
"05913";100.00;100.00;99.00;98.00;95.20;94.14;90.03;83.45;80.81;5.44;100.00;100.00;99.11;100.00;100.00;99.11;98.00;95.20;94.14;90.03;83.45;80.81;5.44;100.00;100.00;99.00;96.00;87.98;82.94;72.98;35.12;5.42;5.42;5.42;5.42;5.42;5.42;5.42;5.42;5.42;5.42;80.59;80.59;80.59;80.59;80.59;80.59;80.59;80.59;80.50;0.04;100.00;99.96;97.90;100.00;100.00;99.11
"05914";100.00;100.00;98.09;96.27;96.00;95.66;94.24;90.41;87.57;1.46;99.95;99.90;98.48;100.00;100.00;98.48;96.27;96.00;95.66;94.24;90.41;87.57;1.46;100.00;99.64;97.00;89.20;86.36;81.30;75.57;41.54;1.46;1.46;1.46;1.46;1.46;1.46;1.46;1.46;1.46;1.46;87.44;87.44;87.44;87.44;87.44;87.44;87.44;87.44;87.44;0.02;100.00;99.74;94.94;99.77;99.77;98.48
"05915";100.00;100.00;100.00;99.00;96.37;95.54;92.23;85.02;75.63;5.07;100.00;100.00;99.03;100.00;100.00;100.00;99.00;96.37;95.54;92.23;85.02;75.63;5.07;100.00;100.00;100.00;99.00;94.74;93.27;85.95;62.67;5.07;5.07;5.07;5.07;5.07;5.07;5.07;5.07;5.07;5.07;75.35;75.35;75.35;75.35;75.35;75.35;75.35;75.35;75.35;0.02;100.00;99.91;90.84;100.00;100.00;99.03
"05916";100.00;100.00;100.00;99.42;99.32;99.07;96.66;89.93;83.51;5.04;100.00;100.00;98.35;100.00;100.00;100.00;99.42;99.32;99.07;96.66;89.93;83.51;5.04;100.00;100.00;100.00;99.00;98.35;98.00;92.64;68.64;4.88;4.88;4.88;4.88;4.88;4.88;4.88;4.88;4.88;4.88;83.46;83.46;83.46;83.46;83.46;83.46;83.46;83.46;83.46;0.16;100.00;100.00;98.99;100.00;100.00;98.35
"05954";99.42;99.33;98.56;97.23;95.42;94.37;82.15;75.18;67.53;1.96;99.90;99.72;97.84;99.63;99.54;98.80;97.23;95.42;94.37;82.15;75.18;67.53;1.96;99.36;99.26;98.40;96.39;92.94;90.65;53.87;36.24;1.94;1.94;1.94;1.94;1.94;1.94;1.94;1.94;1.94;1.94;67.48;67.48;67.48;67.48;67.48;67.48;67.48;67.48;67.48;0.05;100.00;98.57;90.78;99.72;99.72;97.84
"05958";99.15;98.96;97.25;94.84;94.09;93.33;89.78;85.80;83.33;0.15;98.10;96.71;94.13;99.18;99.00;98.00;94.84;94.09;93.33;89.78;85.80;83.33;0.15;97.28;95.67;86.21;71.60;66.76;63.03;46.67;19.55;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;83.35;83.35;83.35;83.35;83.35;83.35;83.33;83.33;83.32;0.07;99.98;90.83;80.41;95.97;95.97;94.13
"05962";98.47;97.40;92.54;82.81;75.70;74.94;71.85;67.30;63.63;0.84;99.36;97.94;94.63;99.06;98.56;97.27;82.81;75.70;74.94;71.85;67.30;63.63;0.84;97.56;96.28;89.71;73.30;56.84;54.39;47.16;25.42;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.84;0.84;64.04;64.04;64.04;64.04;64.04;64.04;64.04;64.04;63.41;0.04;99.98;97.23;85.11;97.55;97.55;94.63
