"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_200_1";"verf_200_2";"verf_200_6";"verf_200_16";"verf_200_30";"verf_200_50";"verf_300_1";"verf_300_2";"verf_300_6";"verf_300_16";"verf_300_30";"verf_300_50";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_ftth_1";"verf_ftth_2";"verf_ftth_6";"verf_ftth_16";"verf_ftth_30";"verf_ftth_50";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_plc_1";"verf_plc_2";"verf_plc_6";"verf_plc_16";"verf_plc_30";"verf_plc_50";"verf_umts_1";"verf_umts_2";"verf_lte_1";"verf_lte_2";"verf_lte_6";"verf_wlan_1";"verf_wlan_2";"verf_wlan_6";"verf_wlan_16";"verf_wlan_30";"verf_wlan_50";"verf_wimax_1";"verf_wimax_2";"verf_wimax_6";"verf_wimax_16";"verf_wimax_30";"verf_wimax_50"
"14524";96;95;92;83;73;67;99;99;97;3;0;0;99;99;99;84;73;67;96;95;89;76;59;51;6;6;6;6;6;6;38;38;38;38;38;38;0;0;0;0;0;0;94;40;99;99;96;6;6;6;3;0;0;0;0;0;0;0;0
"14612";99;99;99;98;96;92;100;100;99;41;5;5;100;100;100;99;96;92;94;94;93;91;86;74;11;11;11;11;10;10;75;75;75;75;75;75;0;0;0;0;0;0;99;41;100;100;98;38;38;34;34;5;5;7;7;7;7;0;0
"14625";96;95;91;80;72;61;98;98;96;5;0;0;99;99;99;81;72;61;96;95;90;75;62;48;2;2;2;2;2;2;34;34;34;34;30;30;0;0;0;0;0;0;80;32;98;98;95;6;6;6;5;0;0;0;0;0;0;0;0
"14626";91;90;83;72;68;60;95;86;74;7;6;0;99;99;97;74;69;60;87;86;78;61;55;45;3;3;3;3;3;3;36;36;36;36;35;35;0;0;0;0;0;0;79;35;82;82;73;9;9;8;7;6;0;0;0;0;0;0;0
"14627";88;86;80;75;72;67;99;99;99;70;0;0;99;99;99;91;72;67;87;84;77;68;58;52;1;1;1;1;1;1;36;36;36;36;36;36;0;0;0;0;0;0;89;42;98;98;95;23;23;22;20;0;0;92;92;92;68;0;0
"14628";92;91;85;76;69;59;96;96;93;36;2;0;99;99;98;80;70;59;92;90;83;72;62;50;12;12;12;12;12;12;25;25;25;25;24;24;0;0;0;0;0;0;74;34;95;95;91;37;37;36;36;2;0;2;2;2;0;0;0
"14713";100;100;99;99;97;94;100;100;99;27;0;0;100;100;100;99;97;94;100;99;98;97;93;85;7;7;7;7;7;7;82;82;82;82;82;82;0;0;0;0;0;0;100;50;100;100;99;0;0;0;0;0;0;39;39;39;27;0;0
"14729";92;89;82;65;60;54;99;99;97;17;3;0;99;99;99;69;60;54;91;89;80;60;50;43;2;2;2;2;2;2;25;25;25;25;25;25;0;0;0;0;0;0;86;43;98;98;95;20;20;15;7;3;0;34;34;34;12;0;0
"14730";92;90;85;72;63;56;97;97;95;12;0;0;99;99;98;76;63;56;91;89;83;69;57;48;8;8;8;8;8;8;27;27;27;27;26;26;0;0;0;0;0;0;77;41;95;95;93;2;2;1;0;0;0;48;48;48;12;0;0
"15001";99;97;95;92;81;80;100;100;99;0;0;0;100;100;100;92;81;80;99;97;94;89;71;68;0;0;0;0;0;0;66;66;66;66;66;66;0;0;0;0;0;0;99;43;100;100;99;0;0;0;0;0;0;3;3;3;0;0;0
"15002";98;97;92;86;76;75;100;100;100;53;0;0;100;100;100;96;76;75;94;88;75;58;29;26;30;30;30;30;30;30;62;62;62;62;62;62;0;0;0;0;0;0;100;45;100;100;100;0;0;0;0;0;0;53;53;53;53;0;0
"15003";99;99;99;96;89;85;100;100;99;0;0;0;100;100;100;96;89;85;99;99;98;93;73;63;15;15;15;15;15;15;50;50;50;50;50;50;0;0;0;0;0;0;99;43;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"15081";86;85;80;68;64;61;95;95;93;0;0;0;99;98;97;68;64;61;86;85;80;65;60;56;0;0;0;0;0;0;30;30;30;30;30;30;0;0;0;0;0;0;65;32;95;95;93;4;4;0;0;0;0;4;4;0;0;0;0
"15082";89;87;73;52;48;45;99;99;98;33;0;0;99;99;99;70;48;45;89;87;69;38;31;25;0;0;0;0;0;0;32;32;32;32;32;32;0;0;0;0;0;0;86;38;98;98;96;4;4;2;0;0;0;36;36;36;32;0;0
"15083";88;87;74;55;50;37;96;96;93;0;0;0;99;99;98;55;50;37;88;86;73;51;46;32;0;0;0;0;0;0;12;12;12;12;12;12;0;0;0;0;0;0;77;36;95;95;93;1;1;0;0;0;0;0;0;0;0;0;0
"15084";91;90;81;62;55;50;98;98;96;14;0;0;99;99;98;66;55;50;90;89;78;56;46;39;0;0;0;0;0;0;33;33;33;33;33;33;0;0;0;0;0;0;81;33;98;98;95;0;0;0;0;0;0;23;23;23;14;0;0
"15085";97;96;92;80;74;63;97;97;95;37;0;0;99;99;99;82;74;63;97;96;92;79;72;56;0;0;0;0;0;0;38;38;38;38;38;38;0;0;0;0;0;0;77;38;96;96;94;37;37;37;37;0;0;0;0;0;0;0;0
"15086";84;82;71;52;43;31;98;97;94;5;0;0;99;99;98;56;43;31;84;82;70;47;36;23;0;0;0;0;0;0;16;16;16;16;16;16;0;0;0;0;0;0;78;38;96;96;93;3;3;2;0;0;0;7;7;7;5;0;0
"15087";96;95;86;70;59;50;95;95;92;0;0;0;99;99;99;70;59;50;96;95;86;68;51;40;0;0;0;0;0;0;23;23;23;23;23;23;0;0;0;0;0;0;72;32;95;95;92;1;1;1;0;0;0;0;0;0;0;0;0
"15088";93;91;83;72;64;53;99;99;97;35;0;0;99;99;99;87;64;53;91;88;81;68;57;44;3;3;3;3;3;3;23;23;23;23;23;23;0;0;0;0;0;0;83;44;99;99;96;3;3;0;0;0;0;41;41;41;35;0;0
"15089";93;92;85;73;66;55;98;98;94;0;0;0;99;99;98;73;66;55;92;91;81;64;46;32;0;0;0;0;0;0;37;37;37;37;37;37;0;0;0;0;0;0;82;36;96;96;93;0;0;0;0;0;0;6;6;6;0;0;0
"15090";89;88;85;79;76;72;95;95;92;0;0;0;98;98;97;79;76;72;88;87;83;77;71;65;4;4;4;4;4;4;43;43;43;43;43;43;0;0;0;0;0;0;72;31;95;95;92;0;0;0;0;0;0;0;0;0;0;0;0
"15091";96;96;91;68;61;51;98;97;95;3;0;0;99;99;99;70;61;51;96;95;91;68;59;47;0;0;0;0;0;0;29;29;29;29;29;29;0;0;0;0;0;0;80;36;96;96;93;1;1;1;0;0;0;24;24;24;3;0;0
"16051";100;99;99;97;94;88;100;100;99;0;0;0;100;100;100;97;94;88;100;99;99;96;91;80;0;0;0;0;0;0;67;67;67;67;67;67;0;0;0;0;0;0;99;42;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"16052";99;98;97;95;93;92;100;100;99;0;0;0;100;100;100;95;93;92;99;98;96;92;86;82;0;0;0;0;0;0;77;77;77;77;77;77;0;0;0;0;0;0;97;37;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"16053";100;99;99;99;97;95;100;100;100;0;0;0;100;100;100;99;97;95;99;99;99;98;96;93;1;1;1;1;1;1;69;69;69;69;69;69;0;0;0;0;0;0;99;44;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"16054";99;99;98;93;88;87;100;100;100;0;0;0;100;100;100;93;88;87;99;93;90;64;34;31;0;0;0;0;0;0;84;84;84;84;84;84;0;0;0;0;0;0;94;48;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"16055";100;100;99;99;97;83;100;100;100;0;0;0;100;100;100;99;97;83;100;99;99;98;95;26;1;1;1;1;1;1;72;72;72;72;72;72;0;0;0;0;0;0;98;43;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"16056";100;99;98;93;89;55;100;100;100;0;0;0;100;100;100;93;89;55;100;99;98;92;85;12;0;0;0;0;0;0;50;50;50;50;50;50;0;0;0;0;0;0;100;49;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"16061";98;98;97;89;79;64;94;94;92;0;0;0;99;99;99;89;79;64;98;98;96;85;73;55;0;0;0;0;0;0;20;20;20;20;20;20;0;0;0;0;0;0;70;40;94;94;92;0;0;0;0;0;0;0;0;0;0;0;0
"16062";97;97;92;87;84;73;95;94;87;35;0;0;99;99;98;87;84;73;97;96;92;86;83;72;0;0;0;0;0;0;23;23;23;22;22;22;0;0;0;0;0;0;78;37;91;91;82;35;35;35;35;0;0;0;0;0;0;0;0
"16063";95;94;90;74;68;46;94;94;92;0;0;0;99;99;97;74;68;46;94;93;89;73;67;45;0;0;0;0;0;0;6;6;6;6;0;0;0;0;0;0;0;0;76;46;93;93;91;1;1;1;0;0;0;0;0;0;0;0;0
"16064";99;98;96;88;86;61;92;90;88;2;0;0;99;99;99;88;86;61;98;98;96;87;85;29;0;0;0;0;0;0;37;37;37;37;37;37;0;0;0;0;0;0;76;38;90;90;87;2;2;2;2;0;0;0;0;0;0;0;0
"16065";97;96;88;69;65;57;91;90;87;1;0;0;99;99;96;69;65;57;97;96;88;69;65;56;0;0;0;0;0;0;15;15;15;15;15;15;0;0;0;0;0;0;74;35;89;89;85;3;3;3;1;0;0;0;0;0;0;0;0
"16066";97;97;92;83;79;70;95;95;94;0;0;0;99;99;99;83;79;70;96;96;91;78;70;57;0;0;0;0;0;0;41;41;41;41;38;38;0;0;0;0;0;0;77;43;95;95;94;0;0;0;0;0;0;0;0;0;0;0;0
"16067";97;96;94;89;83;70;97;97;94;2;0;0;99;99;99;89;83;70;95;94;92;83;74;59;6;6;6;6;6;6;36;36;36;36;36;36;0;0;0;0;0;0;79;41;96;96;92;26;26;26;2;0;0;0;0;0;0;0;0
"16068";91;90;86;68;62;46;95;95;88;3;0;0;99;98;96;71;62;46;91;90;86;67;60;43;0;0;0;0;0;0;22;22;22;22;22;22;0;0;0;0;0;0;71;31;94;94;87;3;3;3;3;0;0;0;0;0;0;0;0
"16069";95;93;87;76;71;57;94;94;91;11;0;0;99;99;97;78;71;57;95;93;87;73;57;41;0;0;0;0;0;0;28;28;28;28;28;28;0;0;0;0;0;0;63;35;93;93;90;11;11;11;11;0;0;0;0;0;0;0;0
"16070";95;93;91;79;72;67;98;97;96;0;0;0;99;99;98;79;72;67;94;92;89;74;68;63;4;4;4;4;4;4;26;26;26;26;26;26;0;0;0;0;0;0;83;32;96;96;93;16;16;16;0;0;0;0;0;0;0;0;0
"16071";97;97;94;87;86;71;97;97;93;0;0;0;99;99;99;87;86;71;97;97;92;82;79;58;0;0;0;0;0;0;36;36;36;36;36;36;0;0;0;0;0;0;70;34;97;97;93;0;0;0;0;0;0;0;0;0;0;0;0
"16072";97;97;91;79;77;74;98;98;97;12;0;0;99;99;99;80;77;74;97;96;85;66;56;49;0;0;0;0;0;0;59;59;59;59;59;59;0;0;0;0;0;0;73;36;98;98;97;12;12;12;12;0;0;0;0;0;0;0;0
"16073";94;93;86;76;65;53;96;96;94;8;0;0;99;99;97;78;65;53;94;92;85;73;62;39;1;1;1;1;1;1;37;37;37;37;37;37;0;0;0;0;0;0;71;31;96;96;94;8;8;8;8;0;0;0;0;0;0;0;0
"16074";95;94;89;79;68;59;96;96;94;6;0;0;99;99;98;79;68;59;95;93;88;77;63;40;1;1;1;1;1;1;34;34;34;34;34;34;0;0;0;0;0;0;76;45;96;96;92;15;15;14;6;0;0;0;0;0;0;0;0
"16075";93;92;88;80;75;61;97;97;96;22;0;0;99;99;99;83;75;61;93;92;88;77;65;50;2;2;2;2;2;2;37;37;37;37;37;37;0;0;0;0;0;0;69;37;96;96;95;22;22;22;22;0;0;0;0;0;0;0;0
"16076";95;94;90;80;77;65;97;97;96;0;0;0;99;99;99;80;77;65;95;94;90;78;73;59;0;0;0;0;0;0;42;42;42;42;42;42;0;0;0;0;0;0;73;42;97;97;96;2;2;2;0;0;0;0;0;0;0;0;0
"16077";93;92;86;75;68;62;98;97;95;0;0;0;99;99;98;75;68;62;93;91;85;72;62;54;0;0;0;0;0;0;40;40;40;40;30;30;0;0;0;0;0;0;87;43;97;97;95;6;5;5;0;0;0;13;13;13;0;0;0
