"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_200_1";"verf_200_2";"verf_200_6";"verf_200_16";"verf_200_30";"verf_200_50";"verf_300_1";"verf_300_2";"verf_300_6";"verf_300_16";"verf_300_30";"verf_300_50";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_ftth_1";"verf_ftth_2";"verf_ftth_6";"verf_ftth_16";"verf_ftth_30";"verf_ftth_50";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_plc_1";"verf_plc_2";"verf_plc_6";"verf_plc_16";"verf_plc_30";"verf_plc_50";"verf_umts_1";"verf_umts_2";"verf_lte_1";"verf_lte_2";"verf_lte_6";"verf_wlan_1";"verf_wlan_2";"verf_wlan_6";"verf_wlan_16";"verf_wlan_30";"verf_wlan_50";"verf_wimax_1";"verf_wimax_2";"verf_wimax_6";"verf_wimax_16";"verf_wimax_30";"verf_wimax_50"
"01001";100;100;100;100;99;98;100;99;96;0;0;0;100;100;100;100;99;98;100;100;100;99;90;84;13;13;13;13;13;13;93;93;93;93;93;93;0;0;0;0;0;0;100;42;99;99;96;0;0;0;0;0;0;0;0;0;0;0;0
"01002";100;100;100;100;98;97;100;100;100;87;40;40;100;100;100;100;98;98;100;100;100;100;78;72;21;21;21;21;21;21;92;92;92;92;92;92;0;0;0;0;0;0;99;47;100;100;99;87;87;87;87;40;40;0;0;0;0;0;0
"01003";100;100;100;99;97;96;100;100;99;0;0;0;100;100;100;99;97;96;100;100;99;99;92;79;3;3;3;3;3;3;91;91;91;91;91;91;0;0;0;0;0;0;99;41;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"01004";100;100;100;99;98;98;100;100;99;0;0;0;100;100;100;99;98;98;100;100;100;96;68;62;28;28;28;28;28;28;92;92;92;92;92;92;0;0;0;0;0;0;100;36;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"01051";95;95;89;84;81;77;94;94;90;0;0;0;99;99;98;84;81;77;94;93;85;77;71;63;8;8;8;8;8;8;43;43;43;43;43;43;0;0;0;0;0;0;83;44;94;94;90;0;0;0;0;0;0;0;0;0;0;0;0
"01053";98;97;97;95;94;93;98;98;95;1;1;0;99;99;99;95;94;93;93;91;85;80;73;67;43;43;43;43;43;43;67;67;67;67;67;67;0;0;0;0;0;0;84;47;97;97;95;1;1;1;1;1;0;0;0;0;0;0;0
"01054";92;90;84;78;74;70;96;95;91;0;0;0;99;99;98;78;74;70;91;89;82;73;66;59;4;4;4;4;4;4;45;45;45;45;45;45;0;0;0;0;0;0;80;44;94;94;91;2;2;2;0;0;0;3;3;3;0;0;0
"01055";93;91;85;81;80;78;99;99;97;16;0;0;99;99;99;83;80;78;93;91;84;76;72;69;1;1;1;1;1;1;62;62;62;62;62;62;0;0;0;0;0;0;90;49;98;98;96;17;17;17;16;0;0;5;5;5;0;0;0
"01056";99;99;98;95;93;92;99;99;94;0;0;0;99;99;99;95;93;92;99;98;97;92;84;76;22;22;22;22;22;22;78;78;78;78;78;78;0;0;0;0;0;0;97;43;99;99;94;0;0;0;0;0;0;0;0;0;0;0;0
"01057";94;91;85;80;77;73;98;98;93;23;0;0;99;99;99;85;77;73;94;91;84;79;69;59;4;4;4;4;4;4;44;44;44;44;44;44;0;0;0;0;0;0;83;44;97;97;92;24;24;24;23;0;0;1;1;1;0;0;0
"01058";95;93;88;83;79;75;98;98;95;15;0;0;99;99;98;85;79;75;94;90;83;74;65;56;16;16;16;16;16;16;54;54;54;54;54;54;0;0;0;0;0;0;80;38;98;98;94;15;15;15;15;0;0;0;0;0;0;0;0
"01059";92;90;82;72;67;59;96;95;89;0;0;0;99;99;98;72;67;59;92;90;82;69;59;46;1;1;1;1;1;1;39;39;39;39;39;39;0;0;0;0;0;0;76;39;94;94;89;0;0;0;0;0;0;0;0;0;0;0;0
"01060";98;97;96;94;93;92;99;98;93;0;0;0;99;99;99;94;93;92;94;93;87;75;50;44;66;66;66;66;66;66;66;66;66;66;66;66;0;0;0;0;0;0;89;39;98;98;93;0;0;0;0;0;0;0;0;0;0;0;0
"01061";97;96;96;94;92;91;97;97;93;0;0;0;99;99;99;94;92;91;92;89;81;69;60;53;54;54;54;54;54;54;56;56;56;56;56;56;0;0;0;0;0;0;85;43;96;96;93;0;0;0;0;0;0;0;0;0;0;0;0
"01062";98;98;98;97;95;94;99;99;96;0;0;0;99;99;99;97;95;94;97;96;92;89;83;77;20;20;20;20;20;20;75;75;75;75;75;75;0;0;0;0;0;0;94;46;99;99;96;0;0;0;0;0;0;0;0;0;0;0;0
"02000";100;100;100;99;98;97;100;100;99;0;0;0;100;100;100;99;98;97;100;100;100;99;92;84;71;71;71;71;71;71;87;87;87;87;87;87;0;0;0;0;0;0;100;42;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"03101";100;100;100;99;98;96;100;100;99;0;0;0;100;100;100;99;98;96;100;100;100;99;90;80;8;8;8;8;8;8;87;87;87;87;87;87;0;0;0;0;0;0;100;42;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"03102";98;98;96;94;93;91;100;100;99;0;0;0;100;100;100;94;93;91;98;98;96;94;90;86;0;0;0;0;0;0;80;80;80;80;80;80;0;0;0;0;0;0;95;51;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"03103";100;100;99;98;96;96;100;100;99;0;0;0;100;100;100;98;96;96;100;100;98;97;92;91;7;7;7;7;7;7;77;77;77;77;77;77;0;0;0;0;0;0;97;47;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"03151";97;96;93;86;81;70;97;97;92;0;0;0;99;99;99;86;81;70;96;95;90;82;73;61;0;0;0;0;0;0;36;36;36;36;36;36;0;0;0;0;0;0;82;41;97;97;92;0;0;0;0;0;0;0;0;0;0;0;0
"03152";98;98;95;93;91;84;98;97;96;0;0;0;99;99;99;93;91;84;98;97;95;91;85;74;0;0;0;0;0;0;64;64;64;64;64;64;0;0;0;0;0;0;90;43;97;97;96;1;1;1;0;0;0;0;0;0;0;0;0
"03153";98;98;98;95;93;90;98;98;96;0;0;0;99;99;99;95;93;90;98;98;97;92;87;80;0;0;0;0;0;0;70;70;70;70;70;70;0;0;0;0;0;0;89;47;97;97;96;0;0;0;0;0;0;0;0;0;0;0;0
"03154";98;97;95;92;89;87;98;98;96;0;0;0;99;99;99;92;89;87;97;95;92;88;83;78;0;0;0;0;0;0;46;46;46;46;46;46;0;0;0;0;0;0;85;50;98;98;96;0;0;0;0;0;0;0;0;0;0;0;0
"03155";94;92;84;81;79;73;97;97;95;4;0;0;99;99;99;83;79;73;94;91;83;76;68;59;0;0;0;0;0;0;55;55;55;55;55;55;0;0;0;0;0;0;81;50;95;95;93;8;8;7;4;0;0;46;46;46;0;0;0
"03156";98;98;98;95;91;85;94;92;86;0;0;0;99;99;99;95;91;85;98;98;96;91;85;72;0;0;0;0;0;0;62;62;62;62;62;62;0;0;0;0;0;0;88;45;91;91;86;3;3;0;0;0;0;0;0;0;0;0;0
"03157";99;99;97;95;84;82;99;99;96;0;0;0;100;100;99;95;84;82;99;99;97;94;77;72;0;0;0;0;0;0;61;61;61;61;61;61;0;0;0;0;0;0;88;44;99;99;96;0;0;0;0;0;0;0;0;0;0;0;0
"03158";99;99;98;97;85;84;98;98;96;0;0;0;99;99;99;97;85;84;99;99;98;93;50;47;0;0;0;0;0;0;53;53;53;53;53;53;0;0;0;0;0;0;84;40;98;98;96;0;0;0;0;0;0;0;0;0;0;0;0
"03241";99;99;99;98;95;93;99;99;98;3;2;2;100;100;100;98;95;93;99;99;99;97;90;80;9;9;9;9;9;9;82;82;82;82;82;82;0;0;0;0;0;0;98;43;99;99;98;9;9;8;3;2;2;0;0;0;0;0;0
"03251";93;93;88;80;75;67;98;98;96;0;0;0;99;99;99;80;75;67;93;93;88;79;68;54;0;0;0;0;0;0;52;52;52;52;52;52;0;0;0;0;0;0;83;49;98;98;96;0;0;0;0;0;0;0;0;0;0;0;0
"03252";97;96;91;84;81;76;98;98;96;0;0;0;99;99;99;84;81;76;97;96;88;81;75;66;24;24;24;24;24;24;58;58;58;58;58;58;24;4;0;0;0;0;87;46;97;97;95;62;62;62;0;0;0;0;0;0;0;0;0
"03254";99;98;97;96;88;85;98;98;95;0;0;0;99;99;99;96;88;85;99;98;97;95;84;79;0;0;0;0;0;0;59;59;59;59;59;59;0;0;0;0;0;0;90;45;98;98;95;1;1;1;0;0;0;0;0;0;0;0;0
"03255";95;95;91;86;82;75;94;94;91;0;0;0;99;99;98;86;82;75;95;94;89;80;73;63;0;0;0;0;0;0;51;51;51;51;51;51;0;0;0;0;0;0;84;54;93;93;91;0;0;0;0;0;0;1;1;1;0;0;0
"03256";94;94;90;83;81;80;97;97;93;3;3;3;99;99;99;83;82;80;94;94;90;79;76;72;0;0;0;0;0;0;49;49;49;49;49;49;0;0;0;0;0;0;80;47;97;97;92;3;3;3;3;3;3;0;0;0;0;0;0
"03257";98;97;94;88;84;75;98;98;95;0;0;0;99;99;99;88;84;75;98;97;94;88;79;67;0;0;0;0;0;0;53;53;53;53;53;53;0;0;0;0;0;0;90;45;97;97;95;9;9;9;0;0;0;1;1;0;0;0;0
"03351";97;97;94;92;89;86;98;98;95;5;3;3;99;99;99;92;89;86;97;96;93;90;85;79;0;0;0;0;0;0;51;51;51;51;51;51;0;0;0;0;0;0;88;50;98;98;95;5;5;5;5;3;3;0;0;0;0;0;0
"03352";95;95;93;90;82;70;97;97;94;0;0;0;99;99;99;90;82;70;95;94;92;87;76;56;24;24;24;24;24;24;57;57;57;57;57;57;0;0;0;0;0;0;79;37;97;97;94;0;0;0;0;0;0;1;1;1;0;0;0
"03353";98;97;95;92;89;84;99;98;96;0;0;0;99;99;99;92;89;84;97;96;93;88;82;69;0;0;0;0;0;0;70;70;70;70;70;70;0;0;0;0;0;0;87;43;98;98;96;0;0;0;0;0;0;0;0;0;0;0;0
"03354";84;81;68;58;57;54;95;95;91;7;0;0;98;98;96;65;58;54;84;80;68;57;55;51;0;0;0;0;0;0;38;38;38;38;38;38;0;0;0;0;0;0;51;43;94;94;90;16;16;16;7;0;0;0;0;0;0;0;0
"03355";95;94;87;79;76;73;98;98;95;0;0;0;99;99;98;79;76;73;94;93;86;78;72;66;1;1;1;1;1;1;57;57;57;57;57;57;0;0;0;0;0;0;84;36;98;98;95;0;0;0;0;0;0;1;1;1;0;0;0
"03356";96;96;95;92;85;71;97;94;85;0;0;0;99;99;99;92;85;71;96;96;95;92;78;57;0;0;0;0;0;0;48;48;48;48;48;48;0;0;0;0;0;0;86;42;93;93;85;0;0;0;0;0;0;0;0;0;0;0;0
"03357";95;95;93;90;83;64;96;95;91;0;0;0;99;99;98;90;83;64;95;94;92;88;77;51;13;13;13;13;13;13;35;35;35;35;35;35;0;0;0;0;0;0;70;44;95;95;91;0;0;0;0;0;0;0;0;0;0;0;0
"03358";94;93;89;82;77;75;98;98;96;0;0;0;99;99;98;82;77;75;93;91;87;76;69;63;4;4;4;4;4;4;60;60;60;60;60;60;0;0;0;0;0;0;79;42;98;98;96;0;0;0;0;0;0;0;0;0;0;0;0
"03359";97;97;96;92;88;79;97;97;94;0;0;0;99;99;99;92;88;79;97;97;95;89;75;61;12;12;12;12;12;12;60;60;60;60;60;60;0;0;0;0;0;0;79;42;97;97;94;0;0;0;0;0;0;0;0;0;0;0;0
"03360";92;91;82;69;68;66;97;97;93;0;0;0;99;99;96;69;68;66;92;91;80;66;62;58;3;3;3;3;3;3;54;54;54;54;54;54;0;0;0;0;0;0;71;41;97;97;93;0;0;0;0;0;0;0;0;0;0;0;0
"03361";96;95;91;84;80;70;98;98;96;0;0;0;100;99;99;84;80;70;95;95;89;79;68;55;0;0;0;0;0;0;61;61;61;61;61;61;0;0;0;0;0;0;90;44;98;98;96;0;0;0;0;0;0;0;0;0;0;0;0
"03401";100;100;99;99;98;97;100;100;96;0;0;0;100;100;100;99;98;97;100;100;99;96;87;84;0;0;0;0;0;0;93;93;93;93;93;93;0;0;0;0;0;0;99;47;100;100;96;0;0;0;0;0;0;0;0;0;0;0;0
"03402";99;99;98;98;96;96;100;100;98;0;0;0;100;100;100;98;96;96;99;99;98;96;84;78;0;0;0;0;0;0;93;93;93;93;93;93;0;0;0;0;0;0;96;36;99;99;94;0;0;0;0;0;0;13;13;13;0;0;0
"03403";100;100;100;99;98;97;100;100;99;0;0;0;100;100;100;99;98;97;100;100;99;97;88;79;39;39;39;39;39;39;93;93;93;93;93;93;0;0;0;0;0;0;100;42;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"03404";100;100;99;98;96;96;100;100;100;0;0;0;100;100;100;98;96;96;99;99;98;95;84;78;0;0;0;0;0;0;89;89;89;89;89;89;0;0;0;0;0;0;100;39;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"03405";100;100;99;99;98;97;100;99;98;0;0;0;100;100;100;99;98;97;100;100;99;97;84;67;2;2;2;2;2;2;95;95;95;95;95;95;0;0;0;0;0;0;99;49;99;99;98;93;93;0;0;0;0;93;93;0;0;0;0
"03451";97;96;94;91;85;72;98;98;95;0;0;0;100;100;100;91;85;72;96;96;94;86;75;55;16;16;16;16;16;16;55;55;55;55;55;55;0;0;0;0;0;0;87;49;98;98;95;0;0;0;0;0;0;15;15;15;0;0;0
"03452";93;92;88;84;79;71;100;99;99;0;0;0;100;100;100;84;79;71;93;92;87;78;68;55;0;0;0;0;0;0;55;55;55;55;55;55;0;0;0;0;0;0;85;45;96;96;93;0;0;0;0;0;0;83;83;80;0;0;0
"03453";94;94;91;84;75;62;97;97;95;0;0;0;99;99;99;84;75;62;94;94;91;81;68;51;1;1;1;1;1;1;41;41;41;41;41;41;0;0;0;0;0;0;86;45;97;97;95;0;0;0;0;0;0;2;2;2;0;0;0
"03454";95;94;91;85;80;73;97;96;93;0;0;0;99;99;98;85;80;73;94;93;88;79;69;57;10;10;10;10;10;10;50;50;50;50;50;50;0;0;0;0;0;0;86;48;95;95;93;0;0;0;0;0;0;2;2;2;0;0;0
"03455";96;96;93;89;86;80;100;100;98;0;0;0;100;100;100;89;86;80;96;96;93;84;75;59;0;0;0;0;0;0;62;62;62;62;62;62;0;0;0;0;0;0;95;54;98;98;95;9;9;0;0;0;0;74;74;60;0;0;0
"03456";95;94;91;86;82;78;97;93;90;0;0;0;99;99;98;86;82;78;95;94;90;83;74;65;0;0;0;0;0;0;65;65;65;65;65;65;0;0;0;0;0;0;91;45;93;93;90;0;0;0;0;0;0;0;0;0;0;0;0
"03457";94;94;90;85;79;71;99;99;97;0;0;0;99;99;99;85;79;71;94;93;89;81;70;57;1;1;1;1;1;1;53;53;53;53;53;53;0;0;0;0;0;0;77;40;95;95;90;0;0;0;0;0;0;53;53;52;0;0;0
"03458";94;94;92;87;82;71;99;98;95;0;0;0;99;99;99;87;82;71;94;94;90;83;73;56;0;0;0;0;0;0;53;53;53;53;53;53;0;0;0;0;0;0;85;47;98;98;95;0;0;0;0;0;0;0;0;0;0;0;0
"03459";94;93;89;82;76;70;99;99;97;1;0;0;99;99;99;83;76;70;94;93;89;79;68;56;0;0;0;0;0;0;50;50;50;50;50;50;0;0;0;0;0;0;88;51;98;98;97;0;0;0;0;0;0;1;1;1;0;0;0
"03460";95;94;92;86;79;71;98;98;96;0;0;0;99;99;99;86;79;71;95;94;91;83;71;57;16;16;16;16;16;16;52;52;52;52;52;52;0;0;0;0;0;0;88;48;98;98;96;0;0;0;0;0;0;0;0;0;0;0;0
"03461";95;95;92;87;82;75;97;97;93;0;0;0;99;99;98;87;82;75;95;94;89;78;66;53;0;0;0;0;0;0;63;63;63;63;63;63;0;0;0;0;0;0;85;43;97;97;93;0;0;0;0;0;0;0;0;0;0;0;0
"03462";94;93;89;82;73;62;100;100;99;0;0;0;100;100;99;82;73;62;93;92;87;77;65;47;0;0;0;0;0;0;36;36;36;36;36;36;0;0;0;0;0;0;85;45;95;95;91;0;0;0;0;0;0;93;93;93;0;0;0
"04011";100;100;99;98;97;95;100;100;99;0;0;0;100;100;100;98;97;95;100;100;99;98;89;74;0;0;0;0;0;0;92;92;92;92;92;92;0;0;0;0;0;0;100;44;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"04012";100;100;100;99;98;98;100;100;100;0;0;0;100;100;100;99;98;98;100;100;99;94;78;75;0;0;0;0;0;0;96;96;96;96;96;96;0;0;0;0;0;0;100;47;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"05111";100;100;100;99;98;96;100;100;99;0;0;0;100;100;100;99;98;96;100;100;100;98;85;64;2;2;2;2;2;2;94;94;94;94;94;94;0;0;0;0;0;0;100;42;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"05112";100;100;100;98;94;87;100;100;99;0;0;0;100;100;100;98;94;87;100;100;99;97;86;71;0;0;0;0;0;0;69;69;69;69;69;69;0;0;0;0;0;0;100;47;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"05113";100;100;99;98;94;91;100;100;98;0;0;0;100;100;100;98;94;91;100;100;99;96;86;73;1;1;1;1;1;1;81;81;81;81;81;81;0;0;0;0;0;0;100;40;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"05114";100;100;99;98;96;94;100;100;96;0;0;0;100;100;100;98;96;94;100;100;99;97;89;78;0;0;0;0;0;0;86;86;86;86;86;86;0;0;0;0;0;0;100;42;100;100;96;0;0;0;0;0;0;0;0;0;0;0;0
"05116";100;100;99;99;97;95;100;100;97;0;0;0;100;100;100;99;97;95;100;99;98;97;89;80;3;3;3;3;3;3;79;79;79;79;79;79;0;0;0;0;0;0;100;48;99;99;97;0;0;0;0;0;0;0;0;0;0;0;0
"05117";100;100;100;99;97;96;100;100;100;0;0;0;100;100;100;99;97;96;100;100;99;98;89;82;0;0;0;0;0;0;88;88;88;88;88;88;0;0;0;0;0;0;100;42;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"05119";100;100;100;99;97;95;100;100;98;0;0;0;100;100;100;99;97;95;100;100;100;99;93;87;0;0;0;0;0;0;75;75;75;75;75;75;0;0;0;0;0;0;100;41;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"05120";100;100;99;99;97;96;100;99;94;0;0;0;100;100;100;99;97;96;100;99;99;98;94;91;0;0;0;0;0;0;73;73;73;73;73;73;0;0;0;0;0;0;99;39;99;99;94;0;0;0;0;0;0;0;0;0;0;0;0
"05122";100;100;100;99;95;88;100;100;98;0;0;0;100;100;100;99;95;88;100;100;99;99;91;78;0;0;0;0;0;0;60;60;60;60;60;60;0;0;0;0;0;0;100;42;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"05124";100;100;99;98;95;92;100;100;98;0;0;0;100;100;100;98;95;92;100;100;99;97;89;74;0;0;0;0;0;0;82;82;82;82;82;82;0;0;0;0;0;0;99;40;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"05154";97;96;95;91;87;81;99;96;90;5;0;0;100;99;99;91;87;81;97;96;95;90;84;74;0;0;0;0;0;0;42;42;42;42;42;42;0;0;0;0;0;0;96;49;96;96;89;0;0;0;0;0;0;5;5;5;5;0;0
"05158";99;99;98;96;93;92;99;99;96;0;0;0;100;100;100;96;93;92;99;99;98;94;80;74;10;10;10;10;10;10;77;77;77;77;77;77;0;0;0;0;0;0;99;46;99;99;96;0;0;0;0;0;0;0;0;0;0;0;0
"05162";99;99;99;98;95;92;100;100;97;0;0;0;100;100;100;98;95;92;99;99;98;97;89;78;4;4;4;4;4;4;70;70;70;70;70;70;0;0;0;0;0;0;99;52;99;99;97;0;0;0;0;0;0;0;0;0;0;0;0
"05166";98;98;98;95;91;87;100;98;96;0;0;0;100;100;100;95;91;87;98;98;97;94;86;77;1;1;1;1;1;1;64;64;64;64;64;64;0;0;0;0;0;0;99;47;98;98;96;0;0;0;0;0;0;0;0;0;0;0;0
"05170";98;97;96;93;90;87;100;99;97;0;0;0;100;100;99;93;90;87;98;97;95;91;84;78;1;1;1;1;1;1;66;66;66;66;66;66;0;0;0;0;0;0;98;47;99;99;97;0;0;0;0;0;0;0;0;0;0;0;0
"05314";100;100;100;100;99;99;100;100;98;0;0;0;100;100;100;100;99;99;100;100;100;100;97;87;6;6;6;6;6;6;96;96;96;96;96;96;0;0;0;0;0;0;100;42;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"05315";100;100;100;100;100;99;100;100;99;0;0;0;100;100;100;100;100;99;100;100;100;99;97;96;72;72;72;72;72;72;93;93;93;93;93;93;0;0;0;0;0;0;100;48;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"05316";100;100;100;100;99;98;100;100;98;0;0;0;100;100;100;100;99;98;100;100;100;99;98;97;2;2;2;2;2;2;87;87;87;87;87;87;0;0;0;0;0;0;100;45;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"05334";99;99;99;98;97;95;98;94;87;0;0;0;100;99;99;98;97;95;99;99;99;98;94;91;23;23;23;23;23;23;80;80;80;80;80;80;0;0;0;0;0;0;96;41;91;91;87;0;0;0;0;0;0;0;0;0;0;0;0
"05358";99;99;99;97;88;84;98;98;95;0;0;0;100;100;99;97;88;84;99;99;98;96;79;74;0;0;0;0;0;0;60;60;60;60;60;60;0;0;0;0;0;0;92;47;98;98;95;0;0;0;0;0;0;0;0;0;0;0;0
"05362";99;99;99;98;97;94;99;99;96;3;0;0;100;100;100;98;97;94;99;99;99;98;96;94;2;2;2;2;2;2;50;50;50;50;50;50;0;0;0;0;0;0;98;47;99;99;96;0;0;0;0;0;0;5;5;3;3;0;0
"05366";98;97;93;87;83;76;97;96;93;0;0;0;100;99;99;87;83;76;97;97;92;84;79;70;0;0;0;0;0;0;41;41;41;41;41;41;0;0;0;0;0;0;85;38;96;96;93;0;0;0;0;0;0;0;0;0;0;0;0
"05370";99;98;97;96;94;92;96;90;84;0;0;0;100;99;99;96;94;92;97;94;86;80;77;73;43;43;43;43;43;43;27;27;27;27;27;27;0;0;0;0;0;0;92;41;88;88;84;0;0;0;0;0;0;0;0;0;0;0;0
"05374";95;93;88;80;74;66;98;97;94;1;0;0;99;99;99;80;74;66;95;93;88;78;71;60;3;3;3;3;3;3;29;29;29;29;29;29;0;0;0;0;0;0;91;52;96;96;94;0;0;0;0;0;0;1;1;1;1;0;0
"05378";99;98;97;95;93;89;99;99;96;1;0;0;100;100;99;96;93;89;99;98;97;95;93;86;1;1;1;1;1;1;49;49;49;49;49;49;0;0;0;0;0;0;97;44;98;98;96;0;0;0;0;0;0;1;1;1;1;0;0
"05382";98;98;97;94;92;86;99;99;95;17;9;0;100;99;99;95;92;86;98;98;97;94;91;83;1;1;1;1;1;1;52;52;52;52;52;52;0;0;0;0;0;0;94;43;98;98;95;1;1;1;1;0;0;18;18;18;16;9;0
"05512";100;100;100;98;97;96;100;100;99;0;0;0;100;100;100;98;97;96;100;100;100;98;93;89;0;0;0;0;0;0;87;87;87;87;87;87;0;0;0;0;0;0;100;46;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"05513";100;100;99;99;98;97;100;100;99;0;0;0;100;100;100;99;98;97;100;100;99;98;94;91;6;6;6;6;6;6;89;89;89;89;89;89;0;0;0;0;0;0;100;45;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"05515";100;100;99;97;94;92;100;100;100;0;0;0;100;100;100;97;94;92;100;100;99;96;88;82;0;0;0;0;0;0;81;81;81;81;81;81;0;0;0;0;0;0;100;48;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"05554";96;96;95;90;85;83;100;99;97;26;4;0;100;99;99;92;86;83;96;96;93;83;72;68;25;25;25;25;25;25;43;43;43;43;43;43;0;0;0;0;0;0;98;55;99;99;97;29;29;27;26;4;0;0;0;0;0;0;0
"05558";95;95;93;88;86;84;99;99;98;30;24;0;100;100;100;91;88;84;95;94;89;76;70;64;20;20;20;20;20;20;50;50;50;50;50;50;0;0;0;0;0;0;97;54;99;99;98;30;30;30;30;24;0;0;0;0;0;0;0
"05562";99;99;97;93;90;89;99;99;98;3;3;0;100;100;99;94;90;89;99;98;96;89;75;71;0;0;0;0;0;0;78;78;78;78;78;78;0;0;0;0;0;0;99;48;99;99;98;3;3;3;3;3;0;0;0;0;0;0;0
"05566";96;95;91;83;77;73;100;99;98;12;0;0;100;100;99;85;77;73;96;94;90;77;63;57;6;6;6;6;6;6;49;49;49;49;49;49;0;0;0;0;0;0;96;54;99;99;97;2;2;2;1;0;0;10;10;10;10;0;0
"05570";96;96;93;84;81;78;100;100;98;0;0;0;100;100;99;84;81;78;95;95;90;74;59;54;9;9;9;9;9;9;59;59;59;59;59;59;0;0;0;0;0;0;98;54;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"05711";100;100;99;96;84;83;100;100;98;0;0;0;100;100;100;96;84;83;100;100;99;95;47;40;1;1;1;1;1;1;78;78;78;78;78;78;0;0;0;0;0;0;99;43;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"05754";97;97;94;85;78;74;99;99;98;0;0;0;100;100;99;85;78;74;97;97;93;83;74;66;0;0;0;0;0;0;50;50;50;50;50;50;0;0;0;0;0;0;97;46;99;99;98;0;0;0;0;0;0;0;0;0;0;0;0
"05758";99;99;98;95;92;90;99;99;97;2;0;0;100;100;99;95;92;90;99;99;98;95;89;83;0;0;0;0;0;0;63;63;63;63;63;63;0;0;0;0;0;0;96;46;99;99;97;0;0;0;0;0;0;2;2;2;2;0;0
"05762";95;94;89;83;69;66;96;95;93;0;0;0;99;99;97;83;69;66;94;93;87;81;58;52;0;0;0;0;0;0;45;45;45;45;45;45;0;0;0;0;0;0;88;52;95;95;93;0;0;0;0;0;0;0;0;0;0;0;0
"05766";97;97;94;87;83;78;98;98;97;0;0;0;99;99;99;87;83;78;97;96;93;82;72;63;0;0;0;0;0;0;61;61;61;61;61;61;0;0;0;0;0;0;89;50;98;98;96;0;0;0;0;0;0;0;0;0;0;0;0
"05770";97;96;91;85;80;76;99;98;96;0;0;0;100;99;99;85;80;76;97;96;91;84;77;69;0;0;0;0;0;0;56;56;56;56;56;56;0;0;0;0;0;0;92;42;98;98;96;0;0;0;0;0;0;0;0;0;0;0;0
"05774";98;98;97;92;86;78;99;99;97;30;30;30;100;100;99;92;87;80;98;98;96;87;70;58;0;0;0;0;0;0;60;60;60;60;60;60;0;0;0;0;0;0;93;52;98;98;97;33;33;31;30;30;30;0;0;0;0;0;0
"05911";100;100;100;99;97;95;100;100;98;0;0;0;100;100;100;99;97;95;100;100;99;98;88;75;3;3;3;3;3;3;90;90;90;90;90;90;0;0;0;0;0;0;100;46;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"05913";100;100;99;98;92;87;100;100;99;0;0;0;100;100;100;98;92;87;100;100;99;96;84;71;3;3;3;3;3;3;75;75;75;75;75;75;0;0;0;0;0;0;100;46;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"05914";100;99;98;94;91;90;100;100;98;0;0;0;100;100;100;94;91;90;99;99;97;86;60;54;0;0;0;0;0;0;85;85;85;85;85;85;0;0;0;0;0;0;99;43;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"05915";100;100;100;99;92;90;100;100;99;0;0;0;100;100;100;99;92;90;100;100;100;99;88;84;5;5;5;5;5;5;70;70;70;70;70;70;0;0;0;0;0;0;100;52;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"05916";100;100;100;99;98;97;100;100;99;0;0;0;100;100;100;99;98;97;100;100;100;99;94;91;3;3;3;3;3;3;81;81;81;81;81;81;0;0;0;0;0;0;100;46;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
