staat;verf_300_1;verf_300_2;verf_300_6;verf_300_16;verf_300_30;verf_300_50;verf_300_100;verf_100_1;verf_100_2;verf_100_6;verf_100_16;verf_100_30;verf_100_50;verf_100_100;verf_200_1;verf_200_2;verf_200_6;verf_200_16;verf_umts_1;verf_umts_2;verf_umts_6;verf_lte_1;verf_lte_2;verf_lte_6;verf_wimax/wlan_1;verf_wimax/wlan_2;verf_wimax/wlan_6;verf_dsl_1;verf_dsl_16;verf_dsl_50;verf_dsl_100;verf_catv_1;verf_catv_16;verf_catv_30;verf_catv_100;verf_ftth_1;verf_ftth_16;verf_ftth_50;verf_ftth_100
Deutschland;99.9;99.9;99.8;92.4;88.1;82.9;66.3;98;97.5;95.6;91.8;87.9;82.8;66.3;98.5;98;95.7;6.6;91.3;44.9;0;97.5;97.5;95.2;10.3;9.9;9.3;97.4;87.3;65.8;1.6;64.1;64.1;63.9;63.9;8.5;8.5;8.5;8.5
