AGS,year,n_rows,prev_year_max,next_year_max,dropped
08316012,2012,2,0,0,TRUE
08316012,2013,3,0,0,TRUE
08316012,2014,3,0,99.6,TRUE
08316013,2010,2,NA,0,TRUE
08316013,2011,2,0,0,TRUE
08316013,2012,2,0,0,TRUE
08316013,2013,3,0,0,TRUE
08316013,2014,3,0,99.8,TRUE
08316014,2010,2,NA,0,TRUE
08316014,2011,2,0,0,TRUE
08316014,2012,2,0,0,TRUE
08316014,2013,3,0,0,TRUE
08316014,2014,3,0,97.7,TRUE
08316017,2010,2,NA,0,TRUE
08316017,2011,2,0,0,TRUE
08316017,2012,2,0,0,TRUE
08316017,2013,3,0,0,TRUE
08316017,2014,3,0,94.05,TRUE
08316020,2010,2,NA,0,TRUE
08316020,2011,2,0,0,TRUE
08316020,2012,2,0,0,TRUE
08316020,2013,3,0,0,TRUE
08316020,2014,3,0,99.95,TRUE
08316024,2010,2,NA,0,TRUE
08316024,2011,2,0,0,TRUE
08316024,2012,2,0,0,TRUE
08316024,2013,3,0,0,TRUE
08316024,2014,3,0,99.92,TRUE
08316036,2010,2,NA,0,TRUE
08316036,2011,2,0,0,TRUE
08316036,2012,2,0,0,TRUE
08316036,2013,3,0,0,TRUE
08316036,2014,3,0,100,TRUE
08316037,2010,2,NA,0,TRUE
08316037,2011,2,0,0,TRUE
08316037,2012,2,0,0,TRUE
08316037,2013,3,0,0,TRUE
08316037,2014,3,0,100,TRUE
08316038,2010,2,NA,0,TRUE
08316038,2011,2,0,0,TRUE
08316038,2012,2,0,0,TRUE
08316038,2013,3,0,0,TRUE
08316038,2014,3,0,99.14,TRUE
08316039,2010,2,NA,0,TRUE
08316039,2011,2,0,0,TRUE
08316039,2012,2,0,0,TRUE
08316039,2013,3,0,0,TRUE
08316039,2014,3,0,97.96,TRUE
08316042,2010,2,NA,0,TRUE
08316042,2011,2,0,0,TRUE
08316042,2012,2,0,0,TRUE
08316042,2013,3,0,0,TRUE
08316042,2014,3,0,87.82,TRUE
08316043,2010,2,NA,0,TRUE
08316043,2011,2,0,0,TRUE
08316043,2012,2,0,0,TRUE
08316043,2013,3,0,0,TRUE
08316043,2014,3,0,99.79,TRUE
08316045,2010,2,NA,0,TRUE
08316045,2011,2,0,0,TRUE
08316045,2012,2,0,0,TRUE
08316045,2013,3,0,0,TRUE
08316045,2014,3,0,98.97,TRUE
08316049,2010,2,NA,0,TRUE
08316049,2011,2,0,0,TRUE
08316049,2012,2,0,0,TRUE
08316049,2013,3,0,0,TRUE
08316049,2014,3,0,99.88,TRUE
08316051,2010,2,NA,0,TRUE
08316051,2011,2,0,0,TRUE
08316051,2012,2,0,0,TRUE
08316051,2013,3,0,0,TRUE
08316051,2014,3,0,99.86,TRUE
08316053,2010,2,NA,0,TRUE
08316053,2011,2,0,0,TRUE
08316053,2012,2,0,0,TRUE
08316053,2013,3,0,0,TRUE
08316053,2014,3,0,100,TRUE
08316054,2010,2,NA,0,TRUE
08316054,2011,2,0,0,TRUE
08316054,2012,2,0,0,TRUE
08316054,2013,3,0,0,TRUE
08316054,2014,3,0,87.81,TRUE
08316055,2010,2,NA,0,TRUE
08316055,2011,2,0,0,TRUE
08316055,2012,2,0,0,TRUE
08316055,2013,3,0,0,TRUE
08316055,2014,3,0,97.55,TRUE
08316056,2010,2,NA,0,TRUE
08316056,2011,2,0,0,TRUE
08316056,2012,2,0,0,TRUE
08316056,2013,3,0,0,TRUE
08316056,2014,3,0,99.69,TRUE
08317001,2010,2,NA,0,TRUE
08317001,2011,2,0,0,TRUE
08317001,2012,2,0,0,TRUE
08317001,2013,3,0,0,TRUE
08317001,2014,3,0,99.98,TRUE
08317005,2010,2,NA,0,TRUE
08317005,2011,2,0,0,TRUE
08317005,2012,2,0,0,TRUE
08317005,2013,3,0,0,TRUE
08317005,2014,3,0,100,TRUE
08317008,2010,2,NA,0,TRUE
08317008,2011,2,0,0,TRUE
08317008,2012,2,0,0,TRUE
08317008,2013,3,0,0,TRUE
08317008,2014,3,0,94.16,TRUE
08317009,2010,2,NA,0,TRUE
08317009,2011,2,0,0,TRUE
08317009,2012,2,0,0,TRUE
08317009,2013,3,0,0,TRUE
08317009,2014,3,0,97.13,TRUE
08317011,2010,2,NA,0,TRUE
08317011,2011,2,0,0,TRUE
08317011,2012,2,0,0,TRUE
08317011,2013,3,0,0,TRUE
08317011,2014,3,0,98.71,TRUE
08317021,2010,2,NA,0,TRUE
08317021,2011,2,0,0,TRUE
08317021,2012,2,0,0,TRUE
08317021,2013,3,0,0,TRUE
08317021,2014,3,0,99.81,TRUE
08317026,2010,2,NA,0,TRUE
08317026,2011,2,0,0,TRUE
08317026,2012,2,0,0,TRUE
08317026,2013,3,0,0,TRUE
08317026,2014,3,0,99.59,TRUE
08317029,2010,2,NA,0,TRUE
08317029,2011,2,0,0,TRUE
08317029,2012,2,0,0,TRUE
08317029,2013,3,0,0,TRUE
08317029,2014,3,0,99.84,TRUE
08317031,2010,2,NA,0,TRUE
08317031,2011,2,0,0,TRUE
08317031,2012,2,0,0,TRUE
08317031,2013,3,0,0,TRUE
08317031,2014,3,0,100,TRUE
08317034,2010,2,NA,0,TRUE
08317034,2011,2,0,0,TRUE
08317034,2012,2,0,0,TRUE
08317034,2013,3,0,0,TRUE
08317034,2014,3,0,99.04,TRUE
08317039,2010,2,NA,0,TRUE
08317039,2011,2,0,0,TRUE
08317039,2012,2,0,0,TRUE
08317039,2013,3,0,0,TRUE
08317039,2014,3,0,100,TRUE
08317040,2010,2,NA,0,TRUE
08317040,2011,2,0,0,TRUE
08317040,2012,2,0,0,TRUE
08317040,2013,3,0,0,TRUE
08317040,2014,3,0,99.9,TRUE
08317041,2010,2,NA,0,TRUE
08317041,2011,2,0,0,TRUE
08317041,2012,2,0,0,TRUE
08317041,2013,3,0,0,TRUE
08317041,2014,3,0,99.18,TRUE
08317046,2010,2,NA,0,TRUE
08317046,2011,2,0,0,TRUE
08317046,2012,2,0,0,TRUE
08317046,2013,3,0,0,TRUE
08317046,2014,3,0,98.35,TRUE
08317047,2010,2,NA,0,TRUE
08317047,2011,2,0,0,TRUE
08317047,2012,2,0,0,TRUE
08317047,2013,3,0,0,TRUE
08317047,2014,3,0,99.94,TRUE
08317051,2010,2,NA,0,TRUE
08317051,2011,2,0,0,TRUE
08317051,2012,2,0,0,TRUE
08317051,2013,3,0,0,TRUE
08317051,2014,3,0,97.66,TRUE
08317056,2010,2,NA,0,TRUE
08317056,2011,2,0,0,TRUE
08317056,2012,2,0,0,TRUE
08317056,2013,3,0,0,TRUE
08317056,2014,3,0,99.76,TRUE
08317057,2010,2,NA,0,TRUE
08317057,2011,2,0,0,TRUE
08317057,2012,2,0,0,TRUE
08317057,2013,3,0,0,TRUE
08317057,2014,3,0,98.94,TRUE
08317059,2010,2,NA,0,TRUE
08317059,2011,2,0,0,TRUE
08317059,2012,2,0,0,TRUE
08317059,2013,3,0,0,TRUE
08317059,2014,3,0,99.58,TRUE
08317065,2010,2,NA,0,TRUE
08317065,2011,2,0,0,TRUE
08317065,2012,2,0,0,TRUE
08317065,2013,3,0,0,TRUE
08317065,2014,3,0,100,TRUE
08317067,2010,2,NA,0,TRUE
08317067,2011,2,0,0,TRUE
08317067,2012,2,0,0,TRUE
08317067,2013,3,0,0,TRUE
08317067,2014,3,0,98.78,TRUE
08317068,2010,2,NA,0,TRUE
08317068,2011,2,0,0,TRUE
08317068,2012,2,0,0,TRUE
08317068,2013,3,0,0,TRUE
08317068,2014,3,0,99.87,TRUE
08317073,2010,2,NA,0,TRUE
08317073,2011,2,0,0,TRUE
08317073,2012,2,0,0,TRUE
08317073,2013,3,0,0,TRUE
08317073,2014,3,0,100,TRUE
08317075,2010,2,NA,0,TRUE
08317075,2011,2,0,0,TRUE
08317075,2012,2,0,0,TRUE
08317075,2013,3,0,0,TRUE
08317075,2014,3,0,94.08,TRUE
08317078,2010,2,NA,0,TRUE
08317078,2011,2,0,0,TRUE
08317078,2012,2,0,0,TRUE
08317078,2013,3,0,0,TRUE
08317078,2014,3,0,98.56,TRUE
08317085,2010,2,NA,0,TRUE
08317085,2011,2,0,0,TRUE
08317085,2012,2,0,0,TRUE
08317085,2013,3,0,0,TRUE
08317085,2014,3,0,98.15,TRUE
08317088,2010,2,NA,0,TRUE
08317088,2011,2,0,0,TRUE
08317088,2012,2,0,0,TRUE
08317088,2013,3,0,0,TRUE
08317088,2014,3,0,98.77,TRUE
08317089,2010,2,NA,0,TRUE
08317089,2011,2,0,0,TRUE
08317089,2012,2,0,0,TRUE
08317089,2013,3,0,0,TRUE
08317089,2014,3,0,99.48,TRUE
08317093,2010,2,NA,0,TRUE
08317093,2011,2,0,0,TRUE
08317093,2012,2,0,0,TRUE
08317093,2013,3,0,0,TRUE
08317093,2014,3,0,98.95,TRUE
08317096,2010,2,NA,0,TRUE
08317096,2011,2,0,0,TRUE
08317096,2012,2,0,0,TRUE
08317096,2013,3,0,0,TRUE
08317096,2014,3,0,100,TRUE
08317097,2010,2,NA,0,TRUE
08317097,2011,2,0,0,TRUE
08317097,2012,2,0,0,TRUE
08317097,2013,3,0,0,TRUE
08317097,2014,3,0,97.89,TRUE
08317098,2010,2,NA,0,TRUE
08317098,2011,2,0,0,TRUE
08317098,2012,2,0,0,TRUE
08317098,2013,3,0,0,TRUE
08317098,2014,3,0,94.73,TRUE
08317100,2010,2,NA,0,TRUE
08317100,2011,2,0,0,TRUE
08317100,2012,2,0,0,TRUE
08317100,2013,3,0,0,TRUE
08317100,2014,3,0,100,TRUE
08317102,2010,2,NA,0,TRUE
08317102,2011,2,0,0,TRUE
08317102,2012,2,0,0,TRUE
08317102,2013,3,0,0,TRUE
08317102,2014,3,0,100,TRUE
08317110,2010,2,NA,0,TRUE
08317110,2011,2,0,0,TRUE
08317110,2012,2,0,0,TRUE
08317110,2013,3,0,0,TRUE
08317110,2014,3,0,99.81,TRUE
08317113,2010,2,NA,0,TRUE
08317113,2011,2,0,0,TRUE
08317113,2012,2,0,0,TRUE
08317113,2013,3,0,0,TRUE
08317113,2014,3,0,100,TRUE
08317114,2010,2,NA,0,TRUE
08317114,2011,2,0,0,TRUE
08317114,2012,2,0,0,TRUE
08317114,2013,3,0,0,TRUE
08317114,2014,3,0,100,TRUE
08317116,2010,2,NA,0,TRUE
08317116,2011,2,0,0,TRUE
08317116,2012,2,0,0,TRUE
08317116,2013,3,0,0,TRUE
08317116,2014,3,0,99.96,TRUE
08317118,2010,2,NA,0,TRUE
08317118,2011,2,0,0,TRUE
08317118,2012,2,0,0,TRUE
08317118,2013,3,0,0,TRUE
08317118,2014,3,0,100,TRUE
08317121,2010,2,NA,0,TRUE
08317121,2011,2,0,0,TRUE
08317121,2012,2,0,0,TRUE
08317121,2013,3,0,0,TRUE
08317121,2014,3,0,75.36,TRUE
08317122,2010,2,NA,0,TRUE
08317122,2011,2,0,0,TRUE
08317122,2012,2,0,0,TRUE
08317122,2013,3,0,0,TRUE
08317122,2014,3,0,99.87,TRUE
08317126,2010,2,NA,0,TRUE
08317126,2011,2,0,0,TRUE
08317126,2012,2,0,0,TRUE
08317126,2013,3,0,0,TRUE
08317126,2014,3,0,99.45,TRUE
08317127,2010,2,NA,0,TRUE
08317127,2011,2,0,0,TRUE
08317127,2012,2,0,0,TRUE
08317127,2013,3,0,0,TRUE
08317127,2014,3,0,99.58,TRUE
08317129,2010,2,NA,0,TRUE
08317129,2011,2,0,0,TRUE
08317129,2012,2,0,0,TRUE
08317129,2013,3,0,0,TRUE
08317129,2014,3,0,99.87,TRUE
08317141,2010,2,NA,0,TRUE
08317141,2011,2,0,0,TRUE
08317141,2012,2,0,0,TRUE
08317141,2013,3,0,0,TRUE
08317141,2014,3,0,100,TRUE
08317145,2010,2,NA,0,TRUE
08317145,2011,2,0,0,TRUE
08317145,2012,2,0,0,TRUE
08317145,2013,3,0,0,TRUE
08317145,2014,3,0,98.75,TRUE
08317146,2010,2,NA,0,TRUE
08317146,2011,2,0,0,TRUE
08317146,2012,2,0,0,TRUE
08317146,2013,3,0,0,TRUE
08317146,2014,3,0,99.59,TRUE
08317150,2010,2,NA,0,TRUE
08317150,2011,2,0,0,TRUE
08317150,2012,2,0,0,TRUE
08317150,2013,3,0,0,TRUE
08317150,2014,3,0,99.79,TRUE
08317151,2010,2,NA,0,TRUE
08317151,2011,2,0,0,TRUE
08317151,2012,2,0,0,TRUE
08317151,2013,3,0,0,TRUE
08317151,2014,3,0,98.84,TRUE
08317152,2010,2,NA,0,TRUE
08317152,2011,2,0,0,TRUE
08317152,2012,2,0,0,TRUE
08317152,2013,3,0,0,TRUE
08317152,2014,3,0,100,TRUE
08317153,2010,2,NA,0,TRUE
08317153,2011,2,0,0,TRUE
08317153,2012,2,0,0,TRUE
08317153,2013,3,0,0,TRUE
08317153,2014,3,0,99.52,TRUE
08317971,2010,2,NA,0,TRUE
08317971,2011,2,0,0,TRUE
08317971,2012,2,0,0,TRUE
08317971,2013,3,0,0,TRUE
08317971,2014,3,0,100,TRUE
08317971,2021,38,100,NA,FALSE
08325001,2010,2,NA,0,TRUE
08325001,2011,2,0,0,TRUE
08325001,2012,2,0,0,TRUE
08325001,2013,3,0,0,TRUE
08325001,2014,3,0,100,TRUE
08325009,2010,2,NA,0,TRUE
08325009,2011,2,0,0,TRUE
08325009,2012,2,0,0,TRUE
08325009,2013,3,0,0,TRUE
08325009,2014,3,0,99.93,TRUE
08325011,2010,2,NA,0,TRUE
08325011,2011,2,0,0,TRUE
08325011,2012,2,0,0,TRUE
08325011,2013,3,0,0,TRUE
08325011,2014,3,0,92.49,TRUE
08325012,2010,2,NA,0,TRUE
08325012,2011,2,0,0,TRUE
08325012,2012,2,0,0,TRUE
08325012,2013,3,0,0,TRUE
08325012,2014,3,0,98.38,TRUE
08325014,2010,2,NA,0,TRUE
08325014,2011,2,0,0,TRUE
08325014,2012,2,0,0,TRUE
08325014,2013,3,0,0,TRUE
08325014,2014,3,0,99.92,TRUE
08325015,2010,2,NA,0,TRUE
08325015,2011,2,0,0,TRUE
08325015,2012,2,0,0,TRUE
08325015,2013,3,0,0,TRUE
08325015,2014,3,0,96.08,TRUE
08325024,2010,2,NA,0,TRUE
08325024,2011,2,0,0,TRUE
08325024,2012,2,0,0,TRUE
08325024,2013,3,0,0,TRUE
08325024,2014,3,0,99.91,TRUE
08325036,2010,2,NA,0,TRUE
08325036,2011,2,0,0,TRUE
08325036,2012,2,0,0,TRUE
08325036,2013,3,0,0,TRUE
08325036,2014,3,0,99.69,TRUE
08325045,2010,2,NA,0,TRUE
08325045,2011,2,0,0,TRUE
08325045,2012,2,0,0,TRUE
08325045,2013,3,0,0,TRUE
08325045,2014,3,0,99.18,TRUE
08325049,2010,2,NA,0,TRUE
08325049,2011,2,0,0,TRUE
08325049,2012,2,0,0,TRUE
08325049,2013,3,0,0,TRUE
08325049,2014,3,0,99.97,TRUE
08325050,2010,2,NA,0,TRUE
08325050,2011,2,0,0,TRUE
08325050,2012,2,0,0,TRUE
08325050,2013,3,0,0,TRUE
08325050,2014,3,0,89.52,TRUE
08325051,2010,2,NA,0,TRUE
08325051,2011,2,0,0,TRUE
08325051,2012,2,0,0,TRUE
08325051,2013,3,0,0,TRUE
08325051,2014,3,0,99.64,TRUE
08325053,2010,2,NA,0,TRUE
08325053,2011,2,0,0,TRUE
08325053,2012,2,0,0,TRUE
08325053,2013,3,0,0,TRUE
08325053,2014,3,0,99.58,TRUE
08325057,2010,2,NA,0,TRUE
08325057,2011,2,0,0,TRUE
08325057,2012,2,0,0,TRUE
08325057,2013,3,0,0,TRUE
08325057,2014,3,0,98.24,TRUE
08325060,2010,2,NA,0,TRUE
08325060,2011,2,0,0,TRUE
08325060,2012,2,0,0,TRUE
08325060,2013,3,0,0,TRUE
08325060,2014,3,0,100,TRUE
08325061,2010,2,NA,0,TRUE
08325061,2011,2,0,0,TRUE
08325061,2012,2,0,0,TRUE
08325061,2013,3,0,0,TRUE
08325061,2014,3,0,99.6,TRUE
08325064,2010,2,NA,0,TRUE
08325064,2011,2,0,0,TRUE
08325064,2012,2,0,0,TRUE
08325064,2013,3,0,0,TRUE
08325064,2014,3,0,100,TRUE
08325069,2010,2,NA,0,TRUE
08325069,2011,2,0,0,TRUE
08325069,2012,2,0,0,TRUE
08325069,2013,3,0,0,TRUE
08325069,2014,3,0,99.84,TRUE
08325070,2010,2,NA,0,TRUE
08325070,2011,2,0,0,TRUE
08325070,2012,2,0,0,TRUE
08325070,2013,3,0,0,TRUE
08325070,2014,3,0,99.55,TRUE
08325071,2010,2,NA,0,TRUE
08325071,2011,2,0,0,TRUE
08325071,2012,2,0,0,TRUE
08325071,2013,3,0,0,TRUE
08325071,2014,3,0,99.89,TRUE
08325072,2010,2,NA,0,TRUE
08325072,2011,2,0,0,TRUE
08325072,2012,2,0,0,TRUE
08325072,2013,3,0,0,TRUE
08325072,2014,3,0,99.96,TRUE
08326003,2010,2,NA,0,TRUE
08326003,2011,2,0,0,TRUE
08326003,2012,2,0,0,TRUE
08326003,2013,3,0,0,TRUE
08326003,2014,3,0,99.02,TRUE
08326005,2010,2,NA,0,TRUE
08326005,2011,2,0,0,TRUE
08326005,2012,2,0,0,TRUE
08326005,2013,3,0,0,TRUE
08326005,2014,3,0,91.71,TRUE
08326006,2010,2,NA,0,TRUE
08326006,2011,2,0,0,TRUE
08326006,2012,2,0,0,TRUE
08326006,2013,3,0,0,TRUE
08326006,2014,3,0,98.89,TRUE
08326010,2010,2,NA,0,TRUE
08326010,2011,2,0,0,TRUE
08326010,2012,2,0,0,TRUE
08326010,2013,3,0,0,TRUE
08326010,2014,3,0,99.56,TRUE
08326012,2010,2,NA,0,TRUE
08326012,2011,2,0,0,TRUE
08326012,2012,2,0,0,TRUE
08326012,2013,3,0,0,TRUE
08326012,2014,3,0,99.85,TRUE
08326017,2010,2,NA,0,TRUE
08326017,2011,2,0,0,TRUE
08326017,2012,2,0,0,TRUE
08326017,2013,3,0,0,TRUE
08326017,2014,3,0,95.56,TRUE
08326020,2010,2,NA,0,TRUE
08326020,2011,2,0,0,TRUE
08326020,2012,2,0,0,TRUE
08326020,2013,3,0,0,TRUE
08326020,2014,3,0,92.47,TRUE
08326027,2010,2,NA,0,TRUE
08326027,2011,2,0,0,TRUE
08326027,2012,2,0,0,TRUE
08326027,2013,3,0,0,TRUE
08326027,2014,3,0,100,TRUE
08326031,2010,2,NA,0,TRUE
08326031,2011,2,0,0,TRUE
08326031,2012,2,0,0,TRUE
08326031,2013,3,0,0,TRUE
08326031,2014,3,0,99.4,TRUE
08326037,2010,2,NA,0,TRUE
08326037,2011,2,0,0,TRUE
08326037,2012,2,0,0,TRUE
08326037,2013,3,0,0,TRUE
08326037,2014,3,0,99.85,TRUE
08326041,2010,2,NA,0,TRUE
08326041,2011,2,0,0,TRUE
08326041,2012,2,0,0,TRUE
08326041,2013,3,0,0,TRUE
08326041,2014,3,0,99.96,TRUE
08326052,2010,2,NA,0,TRUE
08326052,2011,2,0,0,TRUE
08326052,2012,2,0,0,TRUE
08326052,2013,3,0,0,TRUE
08326052,2014,3,0,99.9,TRUE
08326054,2010,2,NA,0,TRUE
08326054,2011,2,0,0,TRUE
08326054,2012,2,0,0,TRUE
08326054,2013,3,0,0,TRUE
08326054,2014,3,0,98.9,TRUE
08326055,2010,2,NA,0,TRUE
08326055,2011,2,0,0,TRUE
08326055,2012,2,0,0,TRUE
08326055,2013,3,0,0,TRUE
08326055,2014,3,0,95.7,TRUE
08326060,2010,2,NA,0,TRUE
08326060,2011,2,0,0,TRUE
08326060,2012,2,0,0,TRUE
08326060,2013,3,0,0,TRUE
08326060,2014,3,0,99.73,TRUE
08326061,2010,2,NA,0,TRUE
08326061,2011,2,0,0,TRUE
08326061,2012,2,0,0,TRUE
08326061,2013,3,0,0,TRUE
08326061,2014,3,0,98.85,TRUE
08326065,2010,2,NA,0,TRUE
08326065,2011,2,0,0,TRUE
08326065,2012,2,0,0,TRUE
08326065,2013,3,0,0,TRUE
08326065,2014,3,0,90.61,TRUE
08326068,2010,2,NA,0,TRUE
08326068,2011,2,0,0,TRUE
08326068,2012,2,0,0,TRUE
08326068,2013,3,0,0,TRUE
08326068,2014,3,0,80.12,TRUE
08326074,2010,2,NA,0,TRUE
08326074,2011,2,0,0,TRUE
08326074,2012,2,0,0,TRUE
08326074,2013,3,0,0,TRUE
08326074,2014,3,0,99.36,TRUE
08326075,2010,2,NA,0,TRUE
08326075,2011,2,0,0,TRUE
08326075,2012,2,0,0,TRUE
08326075,2013,3,0,0,TRUE
08326075,2014,3,0,99.95,TRUE
08327002,2010,2,NA,0,TRUE
08327002,2011,2,0,0,TRUE
08327002,2012,2,0,0,TRUE
08327002,2013,3,0,0,TRUE
08327002,2014,3,0,99.91,TRUE
08327004,2010,2,NA,0,TRUE
08327004,2011,2,0,0,TRUE
08327004,2012,2,0,0,TRUE
08327004,2013,3,0,0,TRUE
08327004,2014,3,0,97.47,TRUE
08327005,2010,2,NA,0,TRUE
08327005,2011,2,0,0,TRUE
08327005,2012,2,0,0,TRUE
08327005,2013,3,0,0,TRUE
08327005,2014,3,0,100,TRUE
08327006,2010,2,NA,0,TRUE
08327006,2011,2,0,0,TRUE
08327006,2012,2,0,0,TRUE
08327006,2013,3,0,0,TRUE
08327006,2014,3,0,100,TRUE
08327007,2010,2,NA,0,TRUE
08327007,2011,2,0,0,TRUE
08327007,2012,2,0,0,TRUE
08327007,2013,3,0,0,TRUE
08327007,2014,3,0,100,TRUE
08327008,2010,2,NA,0,TRUE
08327008,2011,2,0,0,TRUE
08327008,2012,2,0,0,TRUE
08327008,2013,3,0,0,TRUE
08327008,2014,3,0,88.1,TRUE
08327009,2010,2,NA,0,TRUE
08327009,2011,2,0,0,TRUE
08327009,2012,2,0,0,TRUE
08327009,2013,3,0,0,TRUE
08327009,2014,3,0,99.87,TRUE
08327010,2010,2,NA,0,TRUE
08327010,2011,2,0,0,TRUE
08327010,2012,2,0,0,TRUE
08327010,2013,3,0,0,TRUE
08327010,2014,3,0,100,TRUE
08327011,2010,2,NA,0,TRUE
08327011,2011,2,0,0,TRUE
08327011,2012,2,0,0,TRUE
08327011,2013,3,0,0,TRUE
08327011,2014,3,0,100,TRUE
08327012,2010,2,NA,0,TRUE
08327012,2011,2,0,0,TRUE
08327012,2012,2,0,0,TRUE
08327012,2013,3,0,0,TRUE
08327012,2014,3,0,100,TRUE
08327013,2010,2,NA,0,TRUE
08327013,2011,2,0,0,TRUE
08327013,2012,2,0,0,TRUE
08327013,2013,3,0,0,TRUE
08327013,2014,3,0,98.51,TRUE
08327016,2010,2,NA,0,TRUE
08327016,2011,2,0,0,TRUE
08327016,2012,2,0,0,TRUE
08327016,2013,3,0,0,TRUE
08327016,2014,3,0,99.35,TRUE
08327017,2010,2,NA,0,TRUE
08327017,2011,2,0,0,TRUE
08327017,2012,2,0,0,TRUE
08327017,2013,3,0,0,TRUE
08327017,2014,3,0,100,TRUE
08327018,2010,2,NA,0,TRUE
08327018,2011,2,0,0,TRUE
08327018,2012,2,0,0,TRUE
08327018,2013,3,0,0,TRUE
08327018,2014,3,0,99.96,TRUE
08327019,2010,2,NA,0,TRUE
08327019,2011,2,0,0,TRUE
08327019,2012,2,0,0,TRUE
08327019,2013,3,0,0,TRUE
08327019,2014,3,0,100,TRUE
08327020,2010,2,NA,0,TRUE
08327020,2011,2,0,0,TRUE
08327020,2012,2,0,0,TRUE
08327020,2013,3,0,0,TRUE
08327020,2014,3,0,99.3,TRUE
08327023,2010,2,NA,0,TRUE
08327023,2011,2,0,0,TRUE
08327023,2012,2,0,0,TRUE
08327023,2013,3,0,0,TRUE
08327023,2014,3,0,99.38,TRUE
08327025,2010,2,NA,0,TRUE
08327025,2011,2,0,0,TRUE
08327025,2012,2,0,0,TRUE
08327025,2013,3,0,0,TRUE
08327025,2014,3,0,98.51,TRUE
08327027,2010,2,NA,0,TRUE
08327027,2011,2,0,0,TRUE
08327027,2012,2,0,0,TRUE
08327027,2013,3,0,0,TRUE
08327027,2014,3,0,100,TRUE
08327029,2010,2,NA,0,TRUE
08327029,2011,2,0,0,TRUE
08327029,2012,2,0,0,TRUE
08327029,2013,3,0,0,TRUE
08327029,2014,3,0,100,TRUE
08327030,2010,2,NA,0,TRUE
08327030,2011,2,0,0,TRUE
08327030,2012,2,0,0,TRUE
08327030,2013,3,0,0,TRUE
08327030,2014,3,0,98.9,TRUE
08327033,2010,2,NA,0,TRUE
08327033,2011,2,0,0,TRUE
08327033,2012,2,0,0,TRUE
08327033,2013,3,0,0,TRUE
08327033,2014,3,0,99.04,TRUE
08327036,2010,2,NA,0,TRUE
08327036,2011,2,0,0,TRUE
08327036,2012,2,0,0,TRUE
08327036,2013,3,0,0,TRUE
08327036,2014,3,0,99.93,TRUE
08327038,2010,2,NA,0,TRUE
08327038,2011,2,0,0,TRUE
08327038,2012,2,0,0,TRUE
08327038,2013,3,0,0,TRUE
08327038,2014,3,0,95.75,TRUE
08327040,2010,2,NA,0,TRUE
08327040,2011,2,0,0,TRUE
08327040,2012,2,0,0,TRUE
08327040,2013,3,0,0,TRUE
08327040,2014,3,0,100,TRUE
08327041,2010,2,NA,0,TRUE
08327041,2011,2,0,0,TRUE
08327041,2012,2,0,0,TRUE
08327041,2013,3,0,0,TRUE
08327041,2014,3,0,100,TRUE
08327046,2010,2,NA,0,TRUE
08327046,2011,2,0,0,TRUE
08327046,2012,2,0,0,TRUE
08327046,2013,3,0,0,TRUE
08327046,2014,3,0,99.94,TRUE
08327048,2010,2,NA,0,TRUE
08327048,2011,2,0,0,TRUE
08327048,2012,2,0,0,TRUE
08327048,2013,3,0,0,TRUE
08327048,2014,3,0,100,TRUE
08327049,2010,2,NA,0,TRUE
08327049,2011,2,0,0,TRUE
08327049,2012,2,0,0,TRUE
08327049,2013,3,0,0,TRUE
08327049,2014,3,0,100,TRUE
08327050,2010,2,NA,0,TRUE
08327050,2011,2,0,0,TRUE
08327050,2012,2,0,0,TRUE
08327050,2013,3,0,0,TRUE
08327050,2014,3,0,99.72,TRUE
08327051,2010,2,NA,0,TRUE
08327051,2011,2,0,0,TRUE
08327051,2012,2,0,0,TRUE
08327051,2013,3,0,0,TRUE
08327051,2014,3,0,99.87,TRUE
08327054,2010,2,NA,0,TRUE
08327054,2011,2,0,0,TRUE
08327054,2012,2,0,0,TRUE
08327054,2013,3,0,0,TRUE
08327054,2014,3,0,100,TRUE
08327055,2010,2,NA,0,TRUE
08327055,2011,2,0,0,TRUE
08327055,2012,2,0,0,TRUE
08327055,2013,3,0,0,TRUE
08327055,2014,3,0,100,TRUE
08327056,2010,2,NA,0,TRUE
08327056,2011,2,0,0,TRUE
08327056,2012,2,0,0,TRUE
08327056,2013,3,0,0,TRUE
08327056,2014,3,0,99.33,TRUE
08327057,2010,2,NA,0,TRUE
08327057,2011,2,0,0,TRUE
08327057,2012,2,0,0,TRUE
08327057,2013,3,0,0,TRUE
08327057,2014,3,0,99.74,TRUE
08335001,2010,2,NA,0,TRUE
08335001,2011,2,0,0,TRUE
08335001,2012,2,0,0,TRUE
08335001,2013,3,0,0,TRUE
08335001,2014,3,0,99.89,TRUE
08335002,2010,2,NA,0,TRUE
08335002,2011,2,0,0,TRUE
08335002,2012,2,0,0,TRUE
08335002,2013,3,0,0,TRUE
08335002,2014,3,0,99.49,TRUE
08335015,2010,2,NA,0,TRUE
08335015,2011,2,0,0,TRUE
08335015,2012,2,0,0,TRUE
08335015,2013,3,0,0,TRUE
08335015,2014,3,0,53.53,TRUE
08335021,2010,2,NA,0,TRUE
08335021,2011,2,0,0,TRUE
08335021,2012,2,0,0,TRUE
08335021,2013,3,0,0,TRUE
08335021,2014,3,0,92.09,TRUE
08335022,2010,2,NA,0,TRUE
