AGS;300_1;300_2;300_6;300_16;300_30;300_50;DSL_1;DSL_2;DSL_6;DSL_16;DSL_30;DSL_50;FTTH_1;FTTH_2;FTTH_6;FTTH_16;FTTH_30;FTTH_50;CATV_1;CATV_2;CATV_6;CATV_16;CATV_30;CATV_50;PLC_1;PLC_2;PLC_6;PLC_16;PLC_30;PLC_50;UMTS_1;UMTS_2;LTE_1;LTE_2;LTE_6;WLAN_1;WLAN_2;WLAN_6;WLAN_16;WLAN_30;WLAN_50;WiMAX_1;WiMAX_2;WiMAX_6;WiMAX_16;WiMAX_30;WiMAX_50
08425137;100,00;100,00;100,00;100,00;90,00;90,00;100,00;100,00;60,00;36,00;22,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;90,00;90,00;90,00;90,00;90,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;41,00;100,00;100,00;98,00;100,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03352004;100,00;100,00;98,00;83,00;61,00;27,00;90,00;90,00;86,00;83,00;61,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31,00;25,00;94,00;94,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07133074;100,00;100,00;100,00;98,00;98,00;5,00;99,00;99,00;98,00;98,00;98,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;1,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07231080;100,00;100,00;100,00;92,00;91,00;86,00;99,00;99,00;99,00;92,00;91,00;86,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;89,00;83,00;93,00;93,00;93,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03456003;100,00;100,00;99,00;47,00;40,00;32,00;79,00;78,00;62,00;47,00;40,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,00;3,00;90,00;90,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01059063;100,00;100,00;100,00;96,00;88,00;68,00;99,00;99,00;99,00;96,00;87,00;35,00;0,00;0,00;0,00;0,00;0,00;0,00;63,00;63,00;63,00;63,00;63,00;63,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;54,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01053062;100,00;100,00;99,00;6,00;6,00;6,00;81,00;81,00;31,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09672157;100,00;100,00;100,00;98,00;63,00;44,00;98,00;98,00;98,00;98,00;56,00;22,00;3,00;3,00;3,00;3,00;3,00;3,00;24,00;24,00;24,00;24,00;24,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;13,00;51,00;51,00;50,00;36,00;36,00;36,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07134001;99,00;99,00;99,00;88,00;62,00;11,00;95,00;92,00;89,00;88,00;62,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95,00;94,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09180118;100,00;100,00;100,00;98,00;98,00;98,00;99,00;99,00;98,00;98,00;96,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;94,00;94,00;94,00;94,00;94,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;91,00;40,00;100,00;100,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09779196;100,00;100,00;100,00;99,00;97,00;65,00;100,00;100,00;100,00;99,00;97,00;65,00;2,00;2,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;4,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08337106;88,00;82,00;52,00;33,00;31,00;28,00;68,00;59,00;46,00;33,00;31,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;14,00;19,00;19,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07232093;100,00;99,00;98,00;94,00;84,00;20,00;98,00;97,00;97,00;94,00;84,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;87,00;86,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07231092;100,00;100,00;96,00;79,00;67,00;43,00;99,00;98,00;94,00;79,00;67,00;43,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;91,00;71,00;83,00;83,00;83,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07232272;100,00;100,00;100,00;5,00;4,00;4,00;98,00;95,00;93,00;5,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;95,00;95,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16073006;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03354007;100,00;100,00;100,00;96,00;71,00;51,00;95,00;89,00;86,00;84,00;71,00;51,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;22,00;100,00;100,00;100,00;12,00;12,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14626250;96,00;96,00;93,00;84,00;71,00;29,00;95,00;95,00;91,00;84,00;71,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;2,00;56,00;56,00;56,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08327010;100,00;100,00;97,00;95,00;95,00;95,00;39,00;24,00;3,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;95,00;95,00;95,00;95,00;95,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;21,00;100,00;100,00;64,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07235080;96,00;96,00;96,00;67,00;67,00;67,00;67,00;67,00;67,00;67,00;67,00;67,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53,00;27,00;96,00;96,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07332015;100,00;100,00;100,00;97,00;97,00;94,00;99,00;99,00;98,00;97,00;97,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;1,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07232109;100,00;100,00;100,00;92,00;84,00;63,00;94,00;93,00;93,00;92,00;84,00;63,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95,00;80,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09174151;100,00;100,00;100,00;96,00;90,00;46,00;98,00;96,00;96,00;95,00;90,00;45,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,00;28,00;98,00;98,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01058142;100,00;100,00;100,00;2,00;2,00;2,00;100,00;2,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,00;30,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07331048;100,00;100,00;100,00;60,00;42,00;22,00;100,00;100,00;100,00;60,00;42,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;97,00;55,00;99,00;99,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01057015;100,00;100,00;99,00;91,00;85,00;70,00;94,00;94,00;92,00;91,00;85,00;70,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;3,00;100,00;100,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16067004;100,00;100,00;100,00;100,00;100,00;90,00;100,00;100,00;100,00;100,00;100,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;14,00;100,00;100,00;79,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09574147;100,00;99,00;99,00;93,00;88,00;77,00;98,00;97,00;97,00;93,00;88,00;76,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;80,00;60,00;95,00;95,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07143057;100,00;100,00;100,00;90,00;90,00;90,00;99,00;99,00;0,00;0,00;0,00;0,00;90,00;90,00;90,00;90,00;90,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;100,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15083230;100,00;100,00;100,00;9,00;9,00;8,00;25,00;20,00;9,00;9,00;9,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95,00;53,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08235057;100,00;100,00;100,00;98,00;97,00;97,00;98,00;98,00;98,00;96,00;90,00;77,00;0,00;0,00;0,00;0,00;0,00;0,00;96,00;96,00;96,00;96,00;96,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;35,00;11,00;96,00;96,00;70,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03355022;100,00;100,00;100,00;100,00;99,00;98,00;100,00;100,00;99,00;99,00;95,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;93,00;93,00;93,00;93,00;93,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;42,00;100,00;100,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03359024;100,00;100,00;100,00;78,00;76,00;70,00;80,00;78,00;78,00;78,00;76,00;70,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;1,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
05366036;100,00;100,00;100,00;91,00;90,00;83,00;96,00;94,00;86,00;76,00;74,00;65,00;0,00;0,00;0,00;0,00;0,00;0,00;62,00;62,00;62,00;62,00;62,00;62,00;0,00;0,00;0,00;0,00;0,00;0,00;72,00;16,00;97,00;97,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07232022;100,00;100,00;73,00;0,00;0,00;0,00;100,00;100,00;61,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,00;0,00;52,00;52,00;52,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09474143;100,00;100,00;100,00;100,00;97,00;96,00;100,00;100,00;100,00;100,00;88,00;31,00;0,00;0,00;0,00;0,00;0,00;0,00;96,00;96,00;96,00;96,00;96,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;48,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07143206;100,00;100,00;100,00;96,00;96,00;93,00;99,00;99,00;96,00;50,00;49,00;45,00;0,00;0,00;0,00;0,00;0,00;0,00;90,00;90,00;90,00;90,00;90,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;91,00;66,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07336029;100,00;100,00;100,00;99,00;98,00;12,00;100,00;100,00;100,00;99,00;98,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;94,00;20,00;99,00;99,00;93,00;29,00;29,00;29,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09171115;100,00;100,00;99,00;72,00;56,00;23,00;85,00;85,00;80,00;67,00;50,00;14,00;10,00;10,00;10,00;10,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;15,00;95,00;95,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09189146;100,00;100,00;100,00;98,00;98,00;98,00;100,00;100,00;96,00;92,00;88,00;83,00;7,00;7,00;7,00;7,00;7,00;7,00;91,00;91,00;91,00;91,00;91,00;91,00;0,00;0,00;0,00;0,00;0,00;0,00;79,00;40,00;99,00;99,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09571174;100,00;100,00;100,00;57,00;51,00;50,00;97,00;96,00;91,00;53,00;37,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;44,00;44,00;44,00;44,00;44,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;83,00;50,00;98,00;98,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16071065;100,00;100,00;100,00;100,00;100,00;72,00;100,00;100,00;100,00;100,00;100,00;72,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;10,00;100,00;100,00;46,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01058052;100,00;100,00;100,00;57,00;38,00;18,00;99,00;99,00;99,00;57,00;38,00;17,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;81,00;21,00;100,00;100,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09672139;100,00;100,00;100,00;100,00;94,00;84,00;100,00;100,00;100,00;100,00;94,00;84,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;78,00;66,00;97,00;97,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12061470;100,00;99,00;99,00;66,00;52,00;39,00;98,00;97,00;81,00;66,00;52,00;39,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;83,00;0,00;80,00;80,00;80,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07232087;100,00;100,00;99,00;91,00;87,00;27,00;97,00;97,00;97,00;91,00;87,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;91,00;99,00;99,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07143068;100,00;100,00;100,00;99,00;99,00;99,00;98,00;98,00;97,00;97,00;97,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;99,00;99,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;42,00;10,00;98,00;98,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01058175;98,00;98,00;98,00;24,00;2,00;2,00;20,00;7,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;33,00;26,00;97,00;97,00;97,00;22,00;22,00;22,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01057044;100,00;100,00;100,00;64,00;61,00;43,00;92,00;92,00;92,00;64,00;61,00;43,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;69,00;65,00;97,00;97,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16065001;100,00;100,00;100,00;99,00;99,00;97,00;100,00;100,00;100,00;99,00;99,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,00;21,00;68,00;68,00;68,00;80,00;80,00;80,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09471165;100,00;100,00;100,00;97,00;96,00;95,00;100,00;100,00;99,00;88,00;88,00;82,00;1,00;1,00;1,00;1,00;1,00;1,00;71,00;71,00;71,00;71,00;71,00;71,00;0,00;0,00;0,00;0,00;0,00;0,00;94,00;77,00;100,00;100,00;89,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061038;100,00;100,00;99,00;99,00;95,00;38,00;99,00;99,00;99,00;99,00;95,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,00;66,00;52,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03355017;100,00;100,00;100,00;9,00;9,00;8,00;100,00;100,00;18,00;9,00;9,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95,00;80,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07337011;100,00;100,00;100,00;99,00;99,00;96,00;97,00;97,00;96,00;96,00;96,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;61,00;10,00;80,00;80,00;80,00;96,00;96,00;96,00;96,00;73,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16064038;100,00;100,00;100,00;100,00;100,00;83,00;100,00;100,00;100,00;100,00;100,00;83,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48,00;0,00;96,00;96,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12061492;100,00;100,00;100,00;83,00;74,00;65,00;96,00;96,00;96,00;82,00;73,00;50,00;0,00;0,00;0,00;0,00;0,00;0,00;37,00;37,00;37,00;37,00;37,00;37,00;0,00;0,00;0,00;0,00;0,00;0,00;86,00;63,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01057042;100,00;99,00;93,00;52,00;50,00;40,00;98,00;87,00;68,00;52,00;50,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;81,00;0,00;96,00;96,00;75,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09375211;100,00;100,00;100,00;99,00;96,00;68,00;100,00;100,00;89,00;81,00;74,00;39,00;40,00;40,00;40,00;40,00;40,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;87,00;84,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07134020;100,00;100,00;100,00;91,00;73,00;34,00;96,00;96,00;96,00;91,00;73,00;34,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;8,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07143055;100,00;100,00;96,00;89,00;89,00;89,00;99,00;98,00;6,00;6,00;6,00;6,00;89,00;89,00;89,00;89,00;89,00;89,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,00;34,00;95,00;95,00;91,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09189145;100,00;100,00;100,00;100,00;100,00;100,00;96,00;95,00;88,00;57,00;52,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;70,00;70,00;70,00;70,00;70,00;70,00;0,00;0,00;0,00;0,00;0,00;0,00;69,00;60,00;95,00;95,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;100,00;100,00;100,00;100,00;100,00
16069003;96,00;96,00;95,00;94,00;94,00;87,00;95,00;95,00;94,00;94,00;94,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;33,00;33,00;31,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09181140;99,00;99,00;99,00;97,00;96,00;85,00;98,00;97,00;97,00;97,00;96,00;85,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31,00;22,00;72,00;72,00;70,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03454001;99,00;99,00;97,00;80,00;60,00;44,00;84,00;84,00;80,00;78,00;55,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;20,00;20,00;20,00;20,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;47,00;14,00;97,00;97,00;86,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09176129;100,00;100,00;99,00;77,00;70,00;67,00;98,00;98,00;96,00;52,00;44,00;39,00;2,00;2,00;2,00;2,00;2,00;2,00;57,00;57,00;57,00;57,00;57,00;57,00;0,00;0,00;0,00;0,00;0,00;0,00;75,00;34,00;98,00;98,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01057047;100,00;100,00;100,00;8,00;8,00;8,00;29,00;23,00;18,00;8,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;55,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03256015;100,00;100,00;97,00;74,00;74,00;74,00;75,00;75,00;74,00;74,00;74,00;74,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;14,00;90,00;90,00;80,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07133096;100,00;100,00;100,00;82,00;82,00;82,00;100,00;100,00;91,00;76,00;76,00;76,00;0,00;0,00;0,00;0,00;0,00;0,00;38,00;38,00;38,00;38,00;38,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;98,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01055033;100,00;100,00;100,00;93,00;85,00;84,00;99,00;98,00;93,00;76,00;75,00;72,00;0,00;0,00;0,00;0,00;0,00;0,00;78,00;78,00;78,00;78,00;78,00;78,00;0,00;0,00;0,00;0,00;0,00;0,00;97,00;54,00;100,00;100,00;100,00;88,00;88,00;88,00;88,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09189140;99,00;99,00;97,00;96,00;95,00;95,00;98,00;97,00;86,00;26,00;23,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;83,00;83,00;83,00;83,00;83,00;83,00;0,00;0,00;0,00;0,00;0,00;0,00;85,00;71,00;93,00;93,00;91,00;0,00;0,00;0,00;0,00;0,00;0,00;94,00;94,00;94,00;94,00;94,00;94,00
12070096;100,00;100,00;100,00;95,00;82,00;36,00;96,00;96,00;96,00;95,00;82,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;89,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
