AGS;300_1;300_2;300_6;300_16;300_30;300_50;DSL_1;DSL_2;DSL_6;DSL_16;DSL_30;DSL_50;FTTH_1;FTTH_2;FTTH_6;FTTH_16;FTTH_30;FTTH_50;CATV_1;CATV_2;CATV_6;CATV_16;CATV_30;CATV_50;PLC_1;PLC_2;PLC_6;PLC_16;PLC_30;PLC_50;UMTS_1;UMTS_2;LTE_1;LTE_2;LTE_6;WLAN_1;WLAN_2;WLAN_6;WLAN_16;WLAN_30;WLAN_50;WiMAX_1;WiMAX_2;WiMAX_6;WiMAX_16;WiMAX_30;WiMAX_50
05911000;100,00;100,00;100,00;99,00;97,00;95,00;100,00;100,00;99,00;98,00;88,00;75,00;3,00;3,00;3,00;3,00;3,00;3,00;90,00;90,00;90,00;90,00;90,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;46,00;100,00;100,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14729270;100,00;100,00;100,00;96,00;57,00;56,00;91,00;82,00;68,00;58,00;45,00;42,00;0,00;0,00;0,00;0,00;0,00;0,00;49,00;49,00;49,00;49,00;49,00;49,00;0,00;0,00;0,00;0,00;0,00;0,00;97,00;50,00;100,00;100,00;99,00;46,00;40,00;29,00;29,00;0,00;0,00;79,00;79,00;79,00;79,00;0,00;0,00
09472155;100,00;100,00;100,00;99,00;96,00;74,00;100,00;100,00;99,00;99,00;91,00;42,00;2,00;2,00;2,00;2,00;2,00;2,00;53,00;53,00;53,00;53,00;53,00;53,00;0,00;0,00;0,00;0,00;0,00;0,00;90,00;62,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16075116;100,00;100,00;100,00;54,00;47,00;38,00;90,00;90,00;86,00;49,00;47,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90,00;64,00;97,00;97,00;97,00;5,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09778205;100,00;100,00;98,00;90,00;81,00;70,00;100,00;100,00;98,00;90,00;81,00;70,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;21,00;76,00;76,00;76,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01053107;100,00;100,00;100,00;65,00;65,00;65,00;91,00;91,00;61,00;61,00;61,00;57,00;62,00;62,00;62,00;62,00;62,00;62,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,00;0,00;100,00;100,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01053106;100,00;100,00;100,00;94,00;94,00;94,00;94,00;94,00;94,00;92,00;92,00;92,00;94,00;94,00;94,00;94,00;94,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76,00;43,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01051047;88,00;88,00;85,00;1,00;1,00;1,00;17,00;5,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;52,00;0,00;88,00;88,00;85,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09779115;100,00;100,00;100,00;99,00;91,00;87,00;100,00;100,00;100,00;98,00;81,00;69,00;2,00;2,00;2,00;2,00;2,00;2,00;72,00;72,00;72,00;72,00;72,00;72,00;0,00;0,00;0,00;0,00;0,00;0,00;96,00;50,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09779117;99,00;99,00;99,00;91,00;90,00;85,00;92,00;91,00;91,00;91,00;90,00;85,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;4,00;89,00;89,00;89,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09779192;100,00;100,00;100,00;99,00;84,00;59,00;100,00;99,00;99,00;99,00;84,00;59,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;67,00;29,00;88,00;88,00;77,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09779194;99,00;99,00;99,00;97,00;96,00;91,00;99,00;98,00;97,00;95,00;88,00;80,00;1,00;1,00;1,00;1,00;1,00;1,00;76,00;76,00;76,00;76,00;76,00;76,00;0,00;0,00;0,00;0,00;0,00;0,00;84,00;38,00;92,00;92,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09779198;100,00;100,00;96,00;63,00;63,00;63,00;63,00;63,00;63,00;60,00;60,00;60,00;21,00;21,00;21,00;21,00;21,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;100,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01051109;100,00;100,00;100,00;92,00;91,00;85,00;96,00;96,00;94,00;92,00;91,00;85,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;32,00;100,00;100,00;88,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01060010;100,00;100,00;99,00;93,00;80,00;64,00;97,00;97,00;97,00;93,00;80,00;64,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,00;0,00;70,00;70,00;56,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12060012;100,00;100,00;100,00;84,00;53,00;21,00;96,00;96,00;85,00;84,00;53,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;92,00;0,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12054000;100,00;100,00;100,00;99,00;97,00;95,00;100,00;100,00;100,00;96,00;86,00;69,00;28,00;28,00;28,00;28,00;28,00;28,00;81,00;81,00;81,00;81,00;81,00;81,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;54,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09774121;100,00;100,00;100,00;98,00;95,00;95,00;100,00;99,00;99,00;97,00;85,00;82,00;3,00;3,00;3,00;3,00;3,00;3,00;80,00;80,00;80,00;80,00;80,00;80,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;63,00;100,00;100,00;100,00;3,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09775135;100,00;100,00;100,00;100,00;93,00;92,00;99,00;99,00;98,00;90,00;62,00;56,00;2,00;2,00;2,00;2,00;2,00;2,00;85,00;85,00;85,00;85,00;85,00;85,00;0,00;0,00;0,00;0,00;0,00;0,00;97,00;35,00;100,00;100,00;97,00;100,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09775139;100,00;100,00;100,00;100,00;90,00;74,00;100,00;100,00;98,00;96,00;85,00;51,00;2,00;2,00;2,00;2,00;2,00;2,00;64,00;64,00;64,00;64,00;64,00;64,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;36,00;100,00;100,00;95,00;100,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09775141;100,00;100,00;100,00;99,00;95,00;24,00;100,00;100,00;99,00;99,00;95,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,00;77,00;77,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12061332;100,00;100,00;100,00;66,00;63,00;53,00;87,00;83,00;71,00;56,00;52,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;40,00;40,00;40,00;40,00;40,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;72,00;53,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12061428;100,00;100,00;100,00;96,00;88,00;76,00;99,00;99,00;99,00;96,00;88,00;76,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;0,00;100,00;100,00;63,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12061344;96,00;95,00;95,00;80,00;51,00;30,00;89,00;89,00;88,00;80,00;51,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;49,00;49,00;48,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12061435;100,00;100,00;99,00;85,00;82,00;72,00;95,00;95,00;93,00;85,00;82,00;72,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90,00;77,00;97,00;97,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12061329;93,00;91,00;84,00;17,00;15,00;12,00;60,00;50,00;32,00;17,00;15,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;89,00;89,00;82,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12061405;100,00;100,00;100,00;62,00;62,00;55,00;96,00;95,00;71,00;62,00;62,00;55,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,00;69,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12061352;100,00;100,00;99,00;94,00;82,00;64,00;98,00;98,00;97,00;94,00;82,00;64,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,00;4,00;73,00;73,00;63,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09779149;100,00;100,00;100,00;83,00;82,00;46,00;88,00;84,00;83,00;83,00;82,00;46,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;62,00;25,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09779148;100,00;100,00;100,00;95,00;89,00;88,00;96,00;96,00;95,00;95,00;88,00;88,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;99,00;99,00;99,00;84,00;84,00;84,00;84,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10045117;100,00;100,00;100,00;99,00;98,00;98,00;99,00;93,00;89,00;65,00;8,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;98,00;98,00;98,00;98,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;52,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12060198;99,00;99,00;99,00;89,00;78,00;56,00;96,00;96,00;95,00;89,00;78,00;53,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;19,00;19,00;19,00;19,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;87,00;38,00;84,00;84,00;78,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01053051;100,00;100,00;100,00;99,00;99,00;99,00;99,00;99,00;99,00;97,00;97,00;97,00;99,00;99,00;99,00;99,00;99,00;99,00;74,00;74,00;74,00;74,00;74,00;74,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;55,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16071077;100,00;100,00;100,00;100,00;100,00;62,00;100,00;100,00;100,00;100,00;100,00;62,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95,00;95,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
05382036;100,00;100,00;98,00;46,00;28,00;15,00;90,00;87,00;77,00;35,00;27,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;88,00;36,00;97,00;97,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;16,00;16,00;12,00;1,00;0,00
05554068;100,00;100,00;100,00;92,00;79,00;78,00;89,00;89,00;83,00;39,00;33,00;28,00;31,00;31,00;31,00;31,00;31,00;31,00;45,00;45,00;45,00;45,00;45,00;45,00;0,00;0,00;0,00;0,00;0,00;0,00;94,00;50,00;100,00;100,00;99,00;99,00;99,00;92,00;80,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12068264;100,00;100,00;100,00;89,00;85,00;76,00;96,00;95,00;93,00;87,00;80,00;68,00;2,00;2,00;2,00;2,00;2,00;2,00;62,00;62,00;62,00;62,00;62,00;62,00;0,00;0,00;0,00;0,00;0,00;0,00;83,00;58,00;98,00;98,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12068280;100,00;100,00;100,00;83,00;70,00;53,00;93,00;92,00;89,00;83,00;70,00;53,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;74,00;65,00;98,00;98,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12068188;100,00;100,00;100,00;97,00;82,00;71,00;98,00;98,00;97,00;97,00;82,00;71,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;1,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14523040;100,00;100,00;100,00;77,00;70,00;62,00;99,00;99,00;94,00;36,00;29,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;53,00;53,00;53,00;53,00;53,00;53,00;0,00;0,00;0,00;0,00;0,00;0,00;94,00;73,00;93,00;93,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09190144;99,00;99,00;99,00;98,00;90,00;82,00;98,00;98,00;97,00;97,00;87,00;53,00;0,00;0,00;0,00;0,00;0,00;0,00;69,00;69,00;69,00;69,00;69,00;69,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;93,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01061019;100,00;100,00;100,00;94,00;94,00;93,00;97,00;97,00;97,00;52,00;39,00;29,00;92,00;92,00;92,00;92,00;92,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;77,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01057050;100,00;100,00;99,00;9,00;9,00;9,00;95,00;90,00;20,00;9,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57,00;19,00;100,00;100,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01057051;100,00;100,00;100,00;100,00;99,00;97,00;100,00;100,00;100,00;100,00;87,00;71,00;0,00;0,00;0,00;0,00;0,00;0,00;95,00;95,00;95,00;95,00;95,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;26,00;100,00;100,00;90,00;100,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12069224;99,00;99,00;99,00;42,00;28,00;9,00;98,00;98,00;98,00;42,00;28,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,00;44,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13071091;100,00;100,00;98,00;93,00;86,00;7,00;96,00;96,00;96,00;93,00;86,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;65,00;32,00;62,00;62,00;45,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13071092;100,00;100,00;100,00;99,00;59,00;58,00;90,00;90,00;88,00;51,00;49,00;49,00;0,00;0,00;0,00;0,00;0,00;0,00;40,00;40,00;40,00;40,00;40,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;88,00;71,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;98,00;97,00;97,00;0,00;0,00
01060011;100,00;100,00;100,00;64,00;61,00;60,00;98,00;98,00;97,00;34,00;15,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;57,00;57,00;57,00;57,00;57,00;57,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;78,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09777179;100,00;100,00;100,00;96,00;86,00;35,00;98,00;98,00;97,00;96,00;86,00;27,00;17,00;17,00;17,00;17,00;17,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,00;22,00;97,00;97,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03151011;100,00;100,00;100,00;41,00;21,00;9,00;99,00;99,00;85,00;41,00;20,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;75,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09279130;100,00;100,00;100,00;98,00;91,00;38,00;98,00;98,00;98,00;96,00;87,00;34,00;5,00;5,00;5,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50,00;36,00;99,00;99,00;99,00;27,00;27,00;27,00;27,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09476152;100,00;100,00;99,00;20,00;10,00;2,00;81,00;77,00;52,00;20,00;10,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;87,00;87,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;74,00;69,00;97,00;97,00;93,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09476154;100,00;100,00;100,00;92,00;91,00;39,00;98,00;98,00;94,00;91,00;89,00;37,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;95,00;46,00;100,00;100,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09476166;99,00;99,00;99,00;98,00;98,00;75,00;98,00;98,00;98,00;98,00;98,00;75,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;2,00;20,00;20,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07133041;100,00;100,00;98,00;93,00;92,00;92,00;100,00;100,00;98,00;93,00;92,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;63,00;63,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06432010;100,00;100,00;100,00;98,00;95,00;93,00;99,00;99,00;99,00;98,00;94,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;17,00;17,00;17,00;17,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;47,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09571175;100,00;100,00;100,00;82,00;73,00;52,00;98,00;98,00;97,00;56,00;41,00;13,00;4,00;4,00;4,00;4,00;4,00;4,00;37,00;37,00;37,00;37,00;37,00;37,00;0,00;0,00;0,00;0,00;0,00;0,00;90,00;75,00;98,00;98,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06631022;100,00;100,00;100,00;95,00;68,00;39,00;99,00;99,00;98,00;95,00;68,00;38,00;2,00;2,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,00;3,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06631020;100,00;100,00;100,00;99,00;98,00;97,00;100,00;99,00;99,00;99,00;90,00;72,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;93,00;93,00;93,00;93,00;93,00;0,00;0,00;0,00;0,00;0,00;0,00;88,00;47,00;100,00;100,00;99,00;5,00;5,00;0,00;0,00;0,00;0,00;22,00;22,00;0,00;0,00;0,00;0,00
06631023;100,00;100,00;100,00;87,00;73,00;41,00;97,00;97,00;95,00;87,00;73,00;41,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;89,00;76,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15082430;100,00;100,00;98,00;34,00;24,00;22,00;75,00;70,00;34,00;15,00;9,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;15,00;15,00;15,00;15,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;72,00;27,00;95,00;95,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;30,00;30,00;6,00;0,00;0,00
07132060;100,00;100,00;97,00;66,00;66,00;50,00;96,00;96,00;72,00;66,00;66,00;50,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;64,00;11,00;100,00;100,00;86,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06439017;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;98,00;86,00;59,00;100,00;100,00;100,00;100,00;100,00;100,00;71,00;71,00;71,00;71,00;71,00;71,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;26,00;100,00;100,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16065011;100,00;100,00;100,00;96,00;90,00;64,00;100,00;100,00;100,00;96,00;90,00;64,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;45,00;45,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06440005;100,00;100,00;100,00;97,00;94,00;91,00;99,00;99,00;98,00;96,00;91,00;84,00;0,00;0,00;0,00;0,00;0,00;0,00;55,00;55,00;55,00;55,00;55,00;55,00;0,00;0,00;0,00;0,00;0,00;0,00;95,00;51,00;98,00;98,00;97,00;35,00;35,00;35,00;19,00;12,00;12,00;2,00;2,00;1,00;0,00;0,00;0,00
06440004;100,00;100,00;100,00;98,00;97,00;89,00;99,00;99,00;98,00;97,00;96,00;88,00;0,00;0,00;0,00;0,00;0,00;0,00;47,00;47,00;47,00;47,00;47,00;47,00;0,00;0,00;0,00;0,00;0,00;0,00;92,00;61,00;99,00;99,00;99,00;53,00;53,00;53,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06635011;100,00;100,00;100,00;92,00;91,00;90,00;92,00;92,00;92,00;91,00;90,00;89,00;0,00;0,00;0,00;0,00;0,00;0,00;77,00;77,00;77,00;77,00;77,00;77,00;0,00;0,00;0,00;0,00;0,00;0,00;89,00;63,00;98,00;98,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00
03357020;100,00;100,00;98,00;90,00;87,00;67,00;95,00;94,00;91,00;90,00;87,00;47,00;29,00;29,00;29,00;29,00;29,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,00;12,00;100,00;100,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16074084;100,00;100,00;100,00;97,00;97,00;29,00;99,00;99,00;97,00;97,00;97,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;62,00;9,00;94,00;94,00;83,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07133030;100,00;100,00;100,00;99,00;92,00;91,00;92,00;92,00;91,00;90,00;90,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;85,00;85,00;85,00;85,00;85,00;85,00;0,00;0,00;0,00;0,00;0,00;0,00;64,00;0,00;98,00;98,00;98,00;99,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14628010;98,00;98,00;98,00;77,00;54,00;26,00;84,00;83,00;81,00;70,00;54,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;87,00;87,00;86,00;7,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
