AGS;100_1;100_2;100_6;100_16;100_30;100_50;200_1;200_2;200_6;200_16;200_30;200_50
01053075;100;100;100;100;99;98;100;100;100;0;0;0
01058035;47;45;14;4;4;4;100;100;97;85;0;0
09187165;100;100;100;99;97;91;99;99;98;0;0;0
07143200;91;91;91;91;91;91;100;100;72;0;0;0
09179128;100;100;100;100;98;54;100;100;99;0;0;0
08425017;99;99;99;91;85;44;98;98;81;0;0;0
07333007;96;96;96;84;84;75;100;100;97;0;0;0
05374044;97;97;96;93;88;82;99;98;96;0;0;0
14729160;91;88;75;61;56;54;99;99;96;10;0;0
05562036;99;99;97;95;92;90;100;100;95;0;0;0
01055023;96;96;94;94;92;78;100;100;100;0;0;0
01054134;49;11;1;1;1;1;100;100;100;0;0;0
01054135;33;20;5;1;1;1;95;95;94;0;0;0
01054132;44;43;38;29;23;23;100;100;100;0;0;0
01054131;96;96;96;93;84;61;100;100;99;0;0;0
16068016;93;93;93;93;93;2;100;100;100;0;0;0
01056003;97;97;97;88;88;88;98;98;80;0;0;0
07143042;100;100;100;100;100;100;100;100;100;0;0;0
01053012;100;99;98;95;92;81;100;100;100;0;0;0
16067055;98;98;39;8;4;2;70;70;70;0;0;0
12060024;96;96;95;95;95;94;100;98;98;0;0;0
09575179;95;95;95;94;94;94;91;91;91;0;0;0
05374032;76;70;48;30;27;23;96;96;88;1;0;0
07232297;81;81;32;21;5;5;95;95;95;0;0;0
07141116;92;84;80;80;80;80;100;100;100;0;0;0
01055010;96;93;86;71;71;69;99;99;52;0;0;0
09571208;96;95;94;94;94;94;81;79;79;0;0;0
16069052;98;98;98;98;98;98;100;100;100;0;0;0
09471152;99;99;99;99;91;56;95;95;94;0;0;0
01057049;100;94;2;2;2;2;100;100;100;0;0;0
12069056;99;99;99;81;55;43;99;99;99;0;0;0
01059075;100;100;100;99;96;92;100;100;99;0;0;0
07935133;0;0;0;0;0;0;0;0;0;0;0;0
01058077;98;98;98;98;97;97;100;100;95;0;0;0
07233003;100;100;100;100;100;23;47;44;4;0;0;0
01055022;62;61;44;21;21;21;100;100;100;33;0;0
01054094;96;96;96;96;54;54;95;95;72;0;0;0
07134071;100;92;82;82;76;38;100;100;100;0;0;0
01056027;98;98;98;96;93;59;100;100;42;0;0;0
07333006;93;93;93;93;93;83;100;100;100;0;0;0
07232030;100;100;97;93;92;82;54;51;45;0;0;0
08118071;100;100;100;100;99;99;100;99;99;0;0;0
09780122;97;97;97;97;89;30;100;100;99;0;0;0
01053023;100;100;100;100;100;100;94;94;94;0;0;0
07337079;99;99;93;89;80;66;1;1;1;0;0;0
09377133;96;96;95;93;92;85;99;99;98;0;0;0
08215110;100;100;100;100;100;99;100;100;99;0;0;0
01062026;100;100;100;100;100;100;90;90;87;0;0;0
01051014;100;100;100;100;100;99;100;100;100;0;0;0
01060048;100;100;100;100;87;66;100;100;96;0;0;0
13076071;99;99;99;99;98;95;98;98;93;0;0;0
13071117;93;93;42;42;3;3;100;100;100;0;0;0
12069688;99;99;94;63;38;32;99;98;98;0;0;0
07233208;100;100;100;100;98;96;99;99;99;75;0;0
09472177;99;99;99;96;96;96;100;100;95;0;0;0
03353013;97;96;91;91;91;80;99;99;91;0;0;0
09273111;99;99;99;97;95;84;99;99;98;0;0;0
09373113;99;99;99;90;84;64;99;96;95;4;0;0
14627040;100;100;95;50;38;22;100;100;100;100;0;0
07133060;98;98;98;98;98;98;94;94;93;93;0;0
12071414;90;82;54;51;43;30;91;87;87;73;0;0
07337027;92;91;89;89;89;68;100;100;100;99;94;0
09179125;99;99;99;98;98;94;100;100;99;0;0;0
03158005;98;98;97;96;52;52;100;100;91;0;0;0
09181138;92;92;92;91;90;79;100;100;100;0;0;0
06532008;99;99;98;96;93;70;99;99;97;0;0;0
07232276;100;22;5;5;5;5;100;100;100;0;0;0
14523440;22;22;22;22;22;22;100;100;100;0;0;0
09676111;89;89;89;87;86;39;100;99;99;0;0;0
05566096;87;87;84;79;76;74;100;100;98;0;0;0
05362016;98;98;98;97;97;97;98;98;98;0;0;0
09562000;100;100;100;99;98;96;100;100;100;0;0;0
07138052;99;99;99;2;2;2;89;88;79;0;0;0
07134063;85;85;85;85;77;30;100;100;100;0;0;0
01053122;95;95;95;92;92;92;100;100;100;0;0;0
05970036;99;99;99;96;87;72;98;98;98;0;0;0
07232302;98;98;83;81;52;19;68;63;63;0;0;0
09772184;99;99;99;99;98;98;100;97;86;0;0;0
05958024;98;98;97;96;94;93;94;90;87;0;0;0
16077031;94;90;25;7;7;5;87;87;84;0;0;0
03359014;97;96;92;90;90;72;93;93;92;0;0;0
07143210;99;99;98;97;97;97;100;100;100;0;0;0
07143269;100;100;99;99;99;99;100;100;100;0;0;0
13073042;98;98;14;6;6;6;95;95;93;0;0;0
13073011;100;100;100;100;100;100;100;100;100;0;0;0
07135009;88;88;88;88;88;64;100;100;99;0;0;0
07140018;66;66;66;66;66;66;93;93;86;0;0;0
03462009;95;95;92;86;70;52;100;100;100;0;0;0
08325009;99;99;98;98;98;97;100;100;100;0;0;0
09190145;91;89;65;54;43;32;100;100;97;0;0;0
09271123;91;91;90;79;74;66;86;86;86;64;64;0
09776114;93;93;90;81;74;65;100;100;99;0;0;0
09677137;99;99;97;53;53;53;96;96;95;0;0;0
03152028;98;98;97;97;95;74;100;100;100;0;0;0
16074001;7;7;7;7;4;4;99;99;97;0;0;0
01056013;100;100;99;98;97;96;100;100;94;0;0;0
01054106;97;97;96;94;91;87;100;100;99;0;0;0
07143299;96;96;95;95;95;62;99;81;81;0;0;0
09374122;99;99;99;99;97;58;98;96;94;0;0;0
03157005;100;100;99;96;83;82;99;99;93;0;0;0
07137217;99;99;90;19;19;19;100;100;100;0;0;0
07133113;84;84;84;84;84;84;100;100;100;0;0;0
07333075;100;100;100;96;96;93;100;100;100;0;0;0
05766060;94;92;79;52;33;12;96;95;91;0;0;0
09274156;93;92;87;84;80;71;84;84;83;2;2;0
03360004;81;79;61;35;33;30;99;99;98;0;0;0
12061476;98;98;98;97;97;84;100;100;100;0;0;0
14627250;90;90;70;55;34;12;100;100;100;63;0;0
09775142;99;99;99;99;97;84;94;94;94;0;0;0
09278147;87;86;85;80;74;52;100;100;100;41;41;0
08136087;82;82;78;74;74;74;96;96;96;0;0;0
01058126;100;100;100;99;96;93;100;100;100;12;0;0
08118054;100;100;100;100;94;88;100;100;96;0;0;0
07233060;99;99;51;3;3;3;43;43;41;0;0;0
07337033;98;98;97;33;28;28;61;59;44;0;0;0
08426074;97;96;96;95;95;90;92;92;92;0;0;0
07134031;100;100;100;100;98;98;100;100;100;0;0;0
07233226;95;94;93;93;93;81;100;100;9;0;0;0
08116050;100;100;99;98;97;96;98;98;97;0;0;0
07232248;77;77;77;58;42;23;90;90;82;0;0;0
09186113;97;96;94;88;82;81;100;100;99;0;0;0
09185150;95;95;95;95;95;95;100;100;100;0;0;0
01058059;95;95;94;94;94;94;64;64;62;0;0;0
05770016;98;98;94;92;87;75;100;100;100;0;0;0
09186125;100;100;99;99;99;97;85;85;81;0;0;0
01059064;98;98;69;6;5;5;63;63;29;0;0;0
07333041;89;89;89;89;89;79;100;100;100;0;0;0
06431010;100;100;100;100;99;99;100;100;100;0;0;0
07143307;93;92;90;90;90;90;100;100;99;0;0;0
08125057;100;99;99;98;98;97;100;100;100;0;0;0
03257011;100;100;100;100;99;91;100;99;99;0;0;0
09471175;100;100;100;100;96;21;100;100;100;0;0;0
09780132;93;92;88;72;68;63;98;98;92;0;0;0
09778221;90;89;88;88;88;88;90;90;90;0;0;0
03254040;99;99;99;97;92;84;100;100;100;0;0;0
03352062;95;95;92;90;85;72;97;97;91;0;0;0
08225113;99;99;99;96;91;17;67;67;67;0;0;0
07132010;98;98;97;97;48;2;100;84;69;0;0;0
05382032;100;100;100;99;97;88;100;100;94;0;0;0
07132096;99;98;93;92;72;38;98;98;97;0;0;0
09772168;99;99;93;40;38;27;97;97;94;0;0;0
08417008;99;99;99;97;95;88;96;96;94;0;0;0
09776120;100;99;94;94;92;92;100;100;99;0;0;0
07133087;95;95;95;95;91;91;100;100;100;0;0;0
07143314;99;99;99;99;99;99;100;100;100;0;0;0
07932004;0;0;0;0;0;0;0;0;0;0;0;0
09187174;92;88;88;88;88;88;95;95;89;0;0;0
06432002;99;99;99;99;96;95;100;100;100;35;0;0
05754032;96;95;88;70;33;20;100;100;99;0;0;0
07141130;92;92;92;92;92;92;99;99;98;0;0;0
01055020;82;79;79;75;75;74;80;80;64;0;0;0
01059185;89;87;79;69;65;60;100;100;100;0;0;0
07331042;96;96;81;78;78;42;100;100;100;0;0;0
09674118;99;98;96;96;96;94;63;63;46;0;0;0
07133082;100;100;0;0;0;0;36;36;36;0;0;0
12063161;1;1;1;1;1;1;97;97;97;94;0;0
03454037;94;94;84;65;44;33;100;100;100;0;0;0
12064448;99;99;98;96;35;12;100;100;100;0;0;0
07337048;74;74;74;74;74;74;81;81;78;0;0;0
07132052;96;96;96;96;94;30;100;41;39;0;0;0
16070005;63;33;4;4;4;3;99;99;99;0;0;0
06435008;99;99;97;97;96;73;92;92;92;0;0;0
16067036;100;100;99;30;8;6;99;99;99;0;0;0
09777165;95;94;89;85;84;84;100;100;100;95;0;0
07140089;92;92;49;49;49;49;100;100;100;0;0;0
01060072;99;99;87;87;87;87;100;100;100;0;0;0
01056015;100;100;100;99;98;97;100;100;91;0;0;0
03154008;100;99;95;52;27;5;100;100;100;0;0;0
01051064;99;99;99;99;97;96;43;43;35;0;0;0
01054120;93;93;93;93;93;93;98;98;95;0;0;0
09677453;0;0;0;0;0;0;0;0;0;0;0;0
09273172;98;98;98;92;92;91;100;100;100;0;0;0
09376175;99;99;98;97;95;65;100;100;100;0;0;0
09372163;92;91;90;83;79;44;94;93;90;13;13;0
01061001;96;96;93;93;93;93;88;88;32;0;0;0
05158004;100;100;100;98;93;90;99;98;89;0;0;0
07133048;99;99;98;98;98;98;100;100;100;0;0;0
09772145;99;99;98;98;95;76;83;83;76;0;0;0
09180131;93;93;93;93;75;8;62;62;59;0;0;0
09571145;96;95;91;86;84;81;97;97;94;0;0;0
09673136;98;98;98;97;79;30;92;92;91;0;0;0
03154004;100;99;96;95;95;95;100;100;100;0;0;0
07331019;100;100;100;100;100;100;95;95;95;0;0;0
09673163;99;99;96;93;85;71;66;65;65;0;0;0
03354006;54;54;30;21;19;16;99;99;99;0;0;0
07337047;99;99;99;99;96;95;90;89;89;0;0;0
13071168;96;96;62;0;0;0;93;93;93;0;0;0
05914000;100;99;98;94;91;90;100;100;98;0;0;0
07143018;100;100;100;68;67;66;100;100;100;0;0;0
03151015;100;100;100;98;94;84;100;100;100;0;0;0
08317009;99;99;98;98;95;93;100;100;100;0;0;0
09762000;100;100;100;100;99;99;100;99;96;0;0;0
09678115;100;100;100;99;95;90;100;100;97;90;0;0
08325071;96;96;96;93;75;53;92;92;89;0;0;0
09372115;90;89;87;87;82;34;98;98;97;27;27;0
03356001;94;94;94;93;84;42;100;100;97;0;0;0
01061015;95;94;92;86;86;86;100;100;83;0;0;0
13075046;92;87;87;87;7;7;100;100;100;0;0;0
09777114;97;97;64;61;57;51;94;94;24;2;0;0
09780115;100;99;99;98;91;86;100;100;97;18;0;0
01061020;90;86;67;67;67;67;86;56;46;0;0;0
09679135;99;99;97;97;70;27;93;93;30;0;0;0
07337041;100;100;100;46;24;2;84;46;36;0;0;0
07140016;99;99;87;87;87;87;78;78;78;0;0;0
07140107;60;60;56;56;49;49;100;100;100;0;0;0
07141125;95;95;95;95;90;82;95;80;80;0;0;0
01061027;97;96;94;91;77;77;97;97;93;0;0;0
09677189;100;100;100;96;88;85;100;100;100;0;0;0
09771145;99;99;99;99;99;92;100;100;100;0;0;0
16075109;99;99;98;98;98;81;98;98;98;0;0;0
07143214;98;98;98;97;97;97;100;100;100;0;0;0
08325064;99;99;99;98;98;98;93;93;93;0;0;0
07141113;96;96;94;93;93;81;100;100;100;0;0;0
09573134;100;100;100;100;97;94;100;100;97;0;0;0
01060026;91;91;90;89;89;89;99;99;85;0;0;0
03453008;93;93;91;84;75;60;94;94;85;0;0;0
09778113;97;74;13;1;1;1;97;97;96;95;0;0
07333060;98;98;98;96;96;96;100;100;100;0;0;0
09273115;94;94;94;93;93;92;76;76;76;0;0;0
01061006;93;92;91;90;90;90;96;96;86;0;0;0
03458008;98;98;98;93;92;87;100;100;100;0;0;0
07340218;100;100;100;3;3;3;14;14;14;0;0;0
07138064;100;100;100;4;4;4;85;74;64;0;0;0
01054146;71;32;1;1;1;1;100;100;100;0;0;0
03353005;100;99;99;98;96;94;100;100;100;0;0;0
09274111;83;81;66;47;17;2;92;92;91;0;0;0
07340037;99;99;98;98;96;95;100;100;100;0;0;0
09772114;97;97;96;95;68;1;77;76;71;0;0;0
07334006;100;100;100;100;97;12;100;100;100;100;100;0
14627060;80;78;70;65;63;59;100;100;100;99;0;0
09771158;100;100;99;99;95;59;66;60;51;0;0;0
03155012;96;96;95;95;93;85;97;94;87;8;0;0
08327007;99;99;76;76;76;76;100;100;100;0;0;0
01061071;99;99;98;93;91;91;100;100;100;0;0;0
01061072;100;100;100;100;100;100;100;100;76;0;0;0
07140156;74;74;74;74;74;74;100;100;100;0;0;0
16063008;100;100;100;100;100;74;100;100;77;0;0;0
07331014;98;98;87;60;60;60;100;100;100;0;0;0
01059129;73;69;30;4;4;4;79;79;72;0;0;0
01054025;81;81;81;9;3;3;100;100;100;0;0;0
09471452;0;0;0;0;0;0;0;0;0;0;0;0
06635012;95;92;85;49;44;39;93;93;91;0;0;0
09180133;97;97;93;93;93;91;100;100;100;0;0;0
16068036;99;99;99;99;99;54;98;98;76;0;0;0
01053043;90;90;90;90;90;90;100;100;100;0;0;0
01058109;97;95;95;95;95;95;86;86;73;0;0;0
07134048;94;94;93;93;83;19;100;100;100;0;0;0
08125030;100;100;100;99;99;99;100;99;99;0;0;0
07235057;100;100;90;90;90;86;93;93;93;0;0;0
09475174;99;99;98;98;95;36;87;87;81;0;0;0
13072103;93;85;54;48;42;30;96;96;95;0;0;0
09179142;100;100;99;99;98;97;100;100;99;0;0;0
08128061;99;98;98;94;91;74;85;85;85;0;0;0
03158039;99;99;98;97;75;74;93;91;90;0;0;0
03255014;100;100;100;96;80;48;100;98;98;0;0;0
09188124;99;99;99;98;96;92;100;100;86;0;0;0
